Filename,2024_POS_Anid-EV-alcA_CTRL_1_Run176.mzML,2024_POS_Anid-EV-alcA_CTRL_2_Run197.mzML,2024_POS_Anid-EV-alcA_CTRL_3_Run229.mzML,2024_POS_Anid-TJGIp4_1_Run182.mzML,2024_POS_Anid-TJGIp4_1_Run211.mzML,2024_POS_Anid-TJGIp4_1_Run232.mzML
Class,CTRL,CTRL,CTRL,EXP,EXP,EXP
1004/352.15mz/2.18min,50490.54,790148.0,17732.297,32362.666,207761.19,0.0
1005/266.1022mz/2.2min,496318.47,539901.06,412006.66,342570.66,447270.0,400413.44
1006/461.2103mz/2.18min,47496.582,153272.12,2479193.5,417900.6,150795.0,182760.64
1007/213.1598mz/2.23min,16670.207,92311.18,465822.47,0.0,8722.992,0.0
1009/254.1022mz/2.26min,594084.3,742657.75,634654.0,403452.3,363973.3,430303.88
1010/221.0922mz/2.19min,63084.766,89954.56,173271.28,232760.14,410812.7,50261.9
1012/227.1026mz/2.19min,8228367.0,14089481.0,5392118.5,8472441.0,10664754.0,980666.56
1013/237.1229mz/2.18min,129557.016,730399.3,672362.2,743905.56,844045.1,643608.44
1016/299.1236mz/2.17min,875984.1,1044107.9,44646.496,55006.43,668085.1,31738.86
1017/251.1026mz/2.19min,2299696.2,3309104.2,216484.94,1739777.2,3602082.0,43727.617
1019/232.1543mz/2.19min,3337144.5,5032907.5,54027356.0,44578868.0,10737600.0,3683312.2
1020/345.1291mz/2.19min,1122858.2,1445507.1,627062.3,1084030.0,1013109.1,207807.98
1023/256.1291mz/2.2min,1962543.4,906393.75,133668.69,289775.9,1270720.5,0.0
1024/206.0811mz/2.19min,401620.38,379923.75,92503.68,348097.16,988363.1,824399.3
1027/234.076mz/2.2min,843377.06,1101376.2,1232675.2,856380.7,744650.8,301456.7
1029/228.1058mz/2.18min,225591.97,1461330.6,182138.0,377213.3,337551.28,29034.863
1031/235.1075mz/2.2min,81537.766,33563.668,75792.21,295209.53,704479.7,37445.848
1032/295.1288mz/2.17min,2150757.8,2421252.5,86490.78,1232745.8,1910931.5,72227.984
1036/307.9777mz/2.2min,2445821.5,3310371.8,53183.188,435760.88,786608.06,929122.6
1041/172.0967mz/2.19min,551339.4,1045318.1,100771.625,218872.84,337304.88,27113.76
1047/250.1186mz/2.21min,610572.94,2350664.0,211479.84,125699.484,870380.4,0.0
1048/176.0818mz/2.21min,77657.555,116035.7,34789.496,74223.34,395378.72,0.0
1050/153.0658mz/2.2min,206397.31,209994.77,777210.06,715068.25,380152.03,0.0
1053/312.1916mz/2.19min,87118.25,106435.3,17518.047,0.0,3250.2104,836269.6
1056/139.123mz/2.21min,821825.4,2136288.0,3466394.8,129684.46,846516.44,0.0
1057/102.0912mz/2.21min,349172.62,591234.3,521828.28,308693.8,907133.8,232004.5
1060/384.1148mz/2.22min,413998.38,815406.75,1165044.8,1514230.6,791272.56,1402315.1
1065/358.197mz/2.22min,48335.227,144154.6,994995.1,144993.73,62332.4,34912.062
1067/356.2179mz/2.23min,388638.0,1747749.1,757246.56,140895.7,82294.266,0.0
1069/184.1695mz/2.23min,1758225.0,1916051.6,2317416.2,1282340.4,2640213.2,2311275.0
1071/197.1285mz/2.23min,191474.06,287632.62,685722.44,105428.99,205565.81,0.0
1073/319.1135mz/2.23min,114088.37,270978.44,196575.11,1066236.1,358628.25,53172.734
1080/213.1234mz/2.23min,626450.75,613898.94,657535.56,538307.8,531312.3,29859.242
1081/237.0869mz/2.23min,1438545.6,1879496.1,2080185.2,3293868.8,4420765.0,45088.645
1082/179.0814mz/2.22min,260680.39,409676.0,689988.25,602194.9,1602000.9,31591.053
1083/224.0915mz/2.19min,686800.6,791129.8,883521.56,495553.34,687321.94,431282.78
1084/267.0975mz/2.24min,981258.06,1161434.8,929061.1,1107296.6,1358249.6,672431.4
1092/247.1112mz/2.25min,0.0,0.0,802647.8,113285.875,0.0,0.0
1095/279.1338mz/2.24min,836182.56,780100.8,2624496.2,1583818.1,1180777.1,162799.78
1096/300.1078mz/2.24min,651346.25,156864.84,689548.2,1488183.8,1375298.1,755285.8
1099/192.069mz/2.24min,950436.5,831799.6,1372629.6,448116.34,800465.2,2209224.2
1100/214.0508mz/2.24min,448611.12,297222.12,437971.03,162552.16,311150.0,1410864.1
1101/142.0862mz/2.24min,46342.496,42155.4,469335.88,69349.42,74370.0,27006.303
1102/174.0583mz/2.24min,158683.72,238513.17,413955.34,124534.875,223008.92,618982.3
1103/396.1586mz/2.25min,60020.656,114303.48,89064.51,16918.854,25354.557,348450.94
1106/334.1283mz/2.27min,558931.7,347245.66,11040.105,0.0,75994.24,0.0
1108/247.1287mz/2.24min,2035873.4,1507282.8,1700399.2,1218455.4,1120756.1,18938.357
1110/189.0738mz/2.26min,1614633.6,2597572.2,1362068.9,1252315.8,860668.0,2719437.5
1112/146.06mz/2.26min,260823.69,429216.6,224342.47,184967.34,116126.7,414516.88
1113/241.1182mz/2.25min,1425392.0,2030617.2,1172442.0,720168.5,1235851.0,31355.758
1115/295.1651mz/2.26min,353139.7,710900.4,18090.135,5254.6797,43892.57,0.0
1116/226.1076mz/2.28min,532332.06,1096343.8,418623.12,151997.47,142635.25,306630.5
1118/227.0793mz/2.26min,72316.04,207165.22,199489.64,186745.11,59217.887,461152.16
1119/205.0971mz/2.26min,10775515.0,19258568.0,10226726.0,8722393.0,6637409.5,19425516.0
1120/200.1045mz/2.26min,3114178.2,2435376.2,2455286.8,3013290.2,3114549.0,3499498.2
1121/217.1248mz/2.26min,254743.88,148776.11,212932.4,274727.62,233830.78,354453.8
1122/188.0705mz/2.26min,13583502.0,22880242.0,11776793.0,10686528.0,7442446.0,23175196.0
1123/255.1339mz/2.26min,487283.6,563555.25,554234.6,455750.1,528487.25,248628.23
1124/218.1281mz/2.26min,3855651.5,3414292.2,3471736.8,3952415.2,4332343.0,4783406.5
1125/409.187mz/2.26min,151594.38,511271.6,240715.47,118640.26,70296.78,613315.9
1126/206.1004mz/2.26min,1228118.8,2231067.8,1196826.2,1011572.06,711066.7,2258129.8
1129/127.0389mz/2.25min,1446795.6,1186316.0,1441260.2,2915949.2,3260785.2,2549463.2
1132/312.1299mz/2.26min,33173.934,52622.395,685629.4,259028.78,91260.79,281050.03
1137/316.223mz/2.27min,52646.023,90819.195,438182.1,51754.516,59859.535,0.0
1138/448.1921mz/2.27min,855065.44,1344487.2,750967.75,807269.6,781804.75,144098.92
1139/263.139mz/2.27min,276492.78,330729.84,360612.06,73031.63,322558.3,152732.03
1142/178.0898mz/2.28min,8248.63,49761.605,0.0,0.0,0.0,1089935.0
1146/316.1977mz/2.28min,0.0,0.0,1347717.6,53322.875,0.0,0.0
1148/195.1226mz/2.28min,465462.2,701341.56,501588.56,522513.84,560985.3,356580.5
1149/292.1655mz/2.28min,4493765.0,9809839.0,1494085.2,1397071.8,3331291.5,0.0
1150/277.1546mz/2.29min,4101.9746,9935.355,0.0,308501.28,543284.06,25146.508
1153/399.1697mz/2.28min,0.0,0.0,1308849.5,7933.6934,13000.658,0.0
1154/410.138mz/2.28min,3165.6152,0.0,1144000.0,127263.37,221165.17,0.0
1155/217.1045mz/2.28min,412053.97,423272.03,240069.19,532848.9,448824.75,371642.7
1156/220.0968mz/2.28min,755895.56,796566.25,234460.44,757197.4,964361.1,1600956.6
1158/332.1128mz/2.29min,364067.2,287946.44,444468.97,119142.305,273705.84,0.0
1159/345.0603mz/2.29min,676594.3,990877.5,0.0,0.0,506924.53,0.0
1163/198.0762mz/2.29min,2343742.8,2331142.8,1099482.1,1502141.4,1420438.6,2511234.0
1166/261.1443mz/2.26min,479054.03,1089958.0,79763.25,206132.28,448650.88,21872.785
1167/229.1546mz/2.29min,97529.41,45393.848,252045.14,329222.47,334383.2,994284.8
1168/347.1448mz/2.29min,2802167.8,3561497.8,1771569.5,2302758.5,1999398.8,742882.8
1170/221.1576mz/2.3min,39815.527,135246.08,504903.97,136456.2,6059.9707,0.0
1172/219.1128mz/2.3min,488784.2,604927.75,380386.47,284402.22,549458.5,250057.98
1174/184.0968mz/2.27min,388781.4,115310.55,2094630.9,671047.2,583556.3,105918.96
1175/202.1437mz/2.3min,1674393.2,3719763.2,7384323.0,2110518.8,536579.5,0.0
1176/218.0811mz/2.31min,175725.9,162443.36,6692.9116,137156.6,219199.03,680947.94
1177/223.1076mz/2.3min,394627.2,456471.7,531520.56,680062.2,916717.6,1417669.1
1178/220.1542mz/2.3min,1056060.4,2201766.2,4759693.0,1339712.0,358022.2,0.0
1179/203.147mz/2.3min,126546.2,341080.3,691154.06,153482.45,23841.984,0.0
1181/234.0759mz/2.3min,442739.25,585087.1,563703.2,482394.88,491213.44,415123.47
1182/158.1175mz/2.3min,260726.92,532737.2,1119783.5,321158.94,16161.051,0.0
1183/331.15mz/2.31min,505180.88,1225263.5,337388.1,395426.5,429903.12,218717.83
1184/292.1179mz/2.32min,532155.44,433401.25,558381.8,261051.98,252288.14,289465.5
1185/353.1341mz/2.29min,48409.234,43510.23,59022.074,161787.9,196634.39,778768.75
1186/245.1494mz/2.3min,65799.52,55377.516,1468666.8,692754.44,418351.38,38613.855
1187/257.1131mz/2.28min,1561053.4,2273255.0,49337.973,410611.97,656971.6,8446.769
1189/267.1335mz/2.37min,131911.53,174317.38,308213.56,452637.9,369591.34,511015.97
1190/301.1757mz/2.3min,264962.75,493332.7,140757.7,76193.984,163650.06,0.0
1191/307.1288mz/2.32min,539785.44,780621.75,295771.28,200548.75,326371.1,53904.066
1192/342.117mz/2.29min,4655.297,3001.11,14561.981,3737.8506,10932.283,1350964.6
1198/280.129mz/2.31min,1068343.4,3006554.8,572661.8,535594.8,1434606.1,17691.21
1201/358.1494mz/2.32min,221478.2,167869.27,1027940.3,506536.2,444335.28,85427.77
1203/139.0866mz/2.32min,1648061.5,981257.2,987786.4,2607379.8,2354978.0,680217.0
1206/193.1335mz/2.31min,313489.3,742193.2,106384.67,33530.375,82818.92,0.0
1211/113.0596mz/2.32min,843077.7,876856.7,1604192.4,1534449.4,1122278.6,1026595.3
1212/244.2012mz/2.33min,508671.22,423110.03,431713.2,335336.53,490024.06,649113.5
1214/232.1736mz/2.32min,106252.625,167555.73,215208.38,190539.97,162943.12,1098769.8
1216/239.1024mz/2.32min,527428.94,488032.84,24502.197,66144.445,160152.16,16439.021
1217/301.0706mz/2.31min,288813.62,524123.94,0.0,0.0,69357.93,0.0
1219/166.0862mz/2.32min,498130.5,875047.8,683537.2,522860.4,629368.5,658915.1
1220/186.0761mz/2.32min,890141.06,899504.7,855971.9,923320.7,734578.2,1255732.0
1221/276.1342mz/2.33min,823572.06,1620865.4,171512.02,389485.88,499526.06,0.0
1224/197.1285mz/2.29min,97145.22,169633.7,635066.75,280467.44,173045.58,0.0
1227/362.1921mz/2.33min,73861.65,193596.81,352460.9,287262.88,180732.5,0.0
1228/302.1234mz/2.33min,104602.625,96472.055,125058.73,63517.87,110803.05,1284563.8
1229/308.1128mz/2.33min,2811405.0,3003582.2,779468.9,834145.9,1104032.2,476155.9
1231/262.1186mz/2.34min,547123.0,1365207.1,241268.02,141459.83,614217.9,3126.6687
1232/275.1601mz/2.33min,192006.97,288802.7,26623.021,190524.66,65442.703,0.0
1233/244.0816mz/2.31min,1558447.4,443823.84,167635.38,280509.94,318269.7,99991.71
1236/465.1978mz/2.33min,125114.37,537091.2,9271.893,37328.133,235288.84,0.0
1237/241.1546mz/2.34min,1641261.8,4302648.0,1608298.8,482306.0,1000041.56,0.0
1238/254.1022mz/2.34min,2597944.5,3282828.2,1011084.5,965722.3,2054873.8,2146201.8
1239/363.1663mz/2.34min,533587.9,2270675.2,230172.38,198291.88,1017365.9,0.0
1244/139.1229mz/2.34min,263841.2,941382.25,2768497.8,224150.7,459246.5,0.0
1246/214.1073mz/2.35min,555040.44,413359.5,189052.53,564621.25,211533.05,519554.38
1247/284.1128mz/2.39min,184701.25,173692.28,51134.062,36855.64,189799.86,582761.4
1248/237.1232mz/2.34min,54513.746,270998.5,338284.78,503763.47,498646.78,1052261.4
1251/164.0706mz/2.35min,573354.8,657135.6,913358.44,690254.56,677711.0,467592.2
1254/342.1292mz/2.34min,21451.564,45703.914,0.0,372348.53,569202.4,0.0
1255/210.076mz/2.33min,1821660.0,2215858.8,3171149.0,1983141.1,1928928.4,1379418.6
1257/252.0865mz/2.35min,55406.246,91348.65,37195.99,214390.36,333089.4,140484.1
1258/281.0992mz/2.35min,239143.92,279768.56,414037.28,268708.84,182203.94,53961.105
1259/190.0861mz/2.32min,1653793.6,3340554.0,1261503.5,23849.133,27001.047,3157.1094
1260/261.1443mz/2.31min,455629.4,1433900.6,340776.66,206132.28,431519.06,38365.047
1262/165.0909mz/2.35min,48583.38,36063.53,1395594.8,88131.59,139897.9,0.0
1265/213.1233mz/2.36min,638488.5,700756.5,289927.44,546783.2,435600.66,85038.36
1266/345.1291mz/2.35min,981239.1,1119229.6,299487.8,629025.0,730699.94,367732.28
1267/254.1498mz/2.36min,355918.47,492115.44,520238.47,265823.6,272125.8,17939.129
1268/237.0951mz/2.36min,257602.08,321685.6,235978.12,226236.84,221306.31,241933.95
1269/403.207mz/2.35min,454113.7,771216.7,14199.973,173637.16,288539.03,0.0
1271/236.0916mz/2.36min,2166141.2,2828308.0,2223361.2,1962392.0,2061947.6,2049014.5
1272/220.118mz/2.31min,275648.3,642738.5,2504810.5,546570.4,354100.53,362613.06
1274/240.0864mz/2.36min,907776.1,767232.44,423925.47,426265.0,467119.88,277882.8
1277/337.1505mz/2.38min,97416.67,520457.53,48086.055,50026.89,181907.6,13637.325
1279/257.1131mz/2.34min,2044239.0,2373542.0,178030.88,340844.16,951053.5,3357.758
1285/287.1026mz/2.37min,894275.25,1236639.6,79186.87,610482.1,790409.44,1270103.2
1287/330.2387mz/2.37min,851992.2,914111.25,2351921.2,500302.9,366301.22,0.0
1289/302.1961mz/2.34min,103562.42,153480.12,148490.1,107455.94,120701.36,762495.3
1290/306.0972mz/2.38min,270734.06,383611.66,360122.9,263136.7,282671.06,493969.03
1291/244.0534mz/2.38min,600337.75,459778.44,141089.78,367997.7,383940.0,349097.3
1295/214.071mz/2.38min,1194564.4,1611573.8,950022.7,1062895.6,1205503.5,515824.56
1296/443.0731mz/2.38min,1349697.8,1690145.8,747650.94,849374.8,957019.44,760809.7
1297/187.1076mz/2.38min,352519.34,655239.94,845068.94,561760.94,341367.56,158784.44
1299/206.081mz/2.36min,757015.9,896033.1,604863.4,222840.78,499866.44,177223.34
1300/242.1023mz/2.38min,1795408.5,2216383.8,1490580.6,1714279.2,1528450.4,1382692.2
1305/220.1081mz/2.38min,363042.72,946489.8,639443.7,690191.7,1406306.6,0.0
1308/243.1129mz/2.39min,0.0,3394.2993,0.0,0.0,4144.817,1022344.0
1312/244.2012mz/2.39min,797091.94,685392.06,623664.6,792786.25,1081085.4,941631.5
1313/170.0811mz/2.39min,732103.7,724063.4,1002870.9,590655.6,743702.1,568326.9
1314/195.1128mz/2.39min,1370700.6,1606029.4,1523085.8,1184582.2,1139894.2,999046.7
1317/209.092mz/2.37min,43229.13,66236.72,322401.44,42401.934,586210.7,0.0
1319/295.1288mz/2.39min,392087.06,420184.9,450329.6,466514.38,501027.4,595107.56
1320/197.0922mz/2.39min,1264674.0,1046987.56,457885.8,1136515.8,1180884.2,17035.64
1323/260.1128mz/2.4min,665110.7,1031511.75,1904665.2,2243630.2,493793.8,1830552.0
1324/146.06mz/2.39min,996767.56,790694.56,3355638.2,704086.44,514596.25,96511.47
1325/300.1441mz/2.39min,227156.75,283965.1,102601.664,296871.88,533406.5,0.0
1326/231.1703mz/2.32min,1310463.9,2040806.9,1681052.8,1549931.1,3206146.2,9349516.0
1328/258.097mz/2.41min,105094.96,160617.81,103251.15,212978.2,186091.72,448694.62
1329/226.1185mz/2.38min,739642.4,765251.06,3603.3242,602060.8,803882.9,0.0
1330/295.1651mz/2.39min,53422.97,92654.26,185729.11,176569.17,115089.74,2057399.2
1331/140.1434mz/2.4min,336065.6,294255.88,162125.64,114244.59,371142.78,363412.25
1333/292.118mz/2.4min,584354.0,1586602.4,573266.6,412831.9,396094.2,677800.8
1335/288.1554mz/2.43min,22722.531,54672.51,587616.25,7224.0127,0.0,0.0
1337/337.1392mz/2.4min,831310.44,811784.75,424830.2,672375.2,653139.06,476976.97
1339/255.1339mz/2.4min,646572.94,887149.5,627300.9,584300.2,607174.7,343348.12
1342/217.1545mz/2.36min,17277.213,48304.15,14883.001,11519.63,19606.973,251442.64
1344/336.1917mz/2.41min,862293.75,1576933.4,114559.6,334208.22,684014.0,0.0
1347/224.0916mz/2.41min,524293.7,715715.94,435020.72,307285.9,346713.53,252211.84
1348/229.1546mz/2.41min,4508739.0,4012148.0,36244980.0,11567089.0,15519810.0,2215587.5
1349/171.0763mz/2.41min,0.0,0.0,1902054.5,459443.53,28399.555,0.0
1351/334.1759mz/2.41min,331640.6,668705.94,7354.5557,20623.125,192117.92,0.0
1352/435.2237mz/2.41min,217363.19,473825.62,3078.795,28084.443,125875.47,0.0
1354/194.0812mz/2.41min,321301.88,448603.66,420674.62,282558.5,265607.78,496107.9
1356/212.0917mz/2.41min,3414020.0,4345521.5,3826315.5,3172158.2,3025860.2,2746994.8
1358/249.1234mz/2.41min,541639.1,601285.6,733663.4,528849.56,552699.4,292255.88
1359/220.0602mz/2.43min,3292.7249,3211.6494,658649.3,54123.523,37409.42,0.0
1360/337.1954mz/2.41min,145257.61,263744.0,3296.3103,39081.92,112458.7,0.0
1362/183.1127mz/2.42min,891450.25,673554.6,308186.2,975647.25,1091567.4,130764.29
1366/152.0706mz/2.42min,443383.2,601062.75,497761.16,138664.53,190626.3,213774.83
1368/256.1178mz/2.48min,214472.61,105512.42,121707.96,93314.39,61064.305,1090365.8
1375/146.1175mz/2.42min,106735.63,211604.4,189958.5,110999.81,39568.71,333090.9
1376/277.1203mz/2.44min,6921.345,20114.918,130718.94,8744.225,8452.434,218716.7
1378/229.1183mz/2.43min,308347.47,450226.06,294014.44,261115.61,287992.84,239387.9
1379/241.1182mz/2.42min,355642.25,406022.1,288553.4,249468.1,200993.64,4429.706
1381/268.1655mz/2.43min,129810.94,606446.4,1190190.1,187606.02,249532.22,0.0
1382/418.197mz/2.43min,22322004.0,20138394.0,21523320.0,22276022.0,23372578.0,1834929.4
