row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_TJGIp4_3_Run189.mzML Peak area,NEG_TJGIp4_2_Run109.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_3_Run204.mzML Peak area,NEG_TJGIp4_1_Run44.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_2_Run115.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_1_Run32.mzML Peak area,Unnamed: 19
31,103.0036742536763,0.38762483,,,,64.0,,,,,,,1070479.1,769487.2,1361157.9,518520.03,1058081.2,1063521.4,
1948,106.04103242551436,10.14436,,,,,,,,,,,149612.81,183384.66,51785.945,4246.5054,2485600.2,28653.504,
1929,106.04104943601251,9.696162,,,,,,,,,,,75691.39,36175.387,32517.996,19518.977,374948.34,9931.633,
1937,106.0410585704223,9.916646,,,,,,,,,,,93146.85,95245.86,147135.86,18306.783,1434502.8,28956.605,
1914,106.04106189768702,9.430733,,,,,,,,,,,92754.7,60341.957,39969.29,20136.117,712484.7,27026.906000000003,
1841,106.04106305534988,8.547362,,,,,,,,,,,111919.53,116833.71,22598.382999999998,4430.879,694467.6,21196.8,
1915,106.04107317937022,9.555204,,,,,,,,,,,56511.04,36175.387,39969.29,17490.273,221833.27,8401.851999999999,
1945,106.04107766948728,10.022053999999999,,,,,,,,,,,132314.56,57825.477,69418.38,18306.783,476928.7,28956.605,
101,107.05027308644979,2.7592962000000005,,,,,,,,,,,610060.44,618554.06,798886.56,513569.12,649416.2,595567.7,
1994,112.98559500580537,10.24442,,,,,,,,,,,5482164.5,7217938.0,6271658.5,6886004.0,8357584.0,8260289.5,
2029,112.98562318242936,10.478264,,,,,,,,,,,3720946.8,3515311.0,4409410.0,4725675.5,4733209.0,4527687.0,
1984,113.92618670854802,10.208255,,,,,,,,,,,350662.28,486920.1,458256.28,463083.88,484871.8,503414.06,
1507,113.9262203493455,7.7218738,,,,20.0,,,,,,,2433041.2,965052.56,933424.25,1339951.9,1387154.9,1677141.2,
1828,113.92624287993877,8.446606,,,,,,,,,,,928841.44,1266443.8,1159907.0,3187978.8,763015.2,1938756.4,
1717,113.92624487581313,8.139994,,,,32.0,8.0,[M+K]+,,2.0,1744;1717,74.96321999999999,888410.5,7215770.0,6382793.5,1833238.1,5106408.5,3205554.2,
1271,114.93405036597821,7.4433913,,,,36.0,5.0,[M+K]+,,2.0,1280;1271,75.97103,531198.2,626133.0,984459.1,214547.36,687006.4,376597.53,
1437,114.93406841062306,7.6836205,,,,38.0,6.0,[M+K]+,,2.0,1418;1437,75.97104,1839564.2,2106093.0,2126714.5,1259554.5,1542290.0,1832431.9,
1674,114.93410021241202,8.136768,,,,32.0,,,,,,,744741.4,508601.9,1063435.6,1719404.8,2845032.8,5101859.5,
45,115.0036675992436,0.448097,,,,,,,,,,,1371642.0,821238.44,1590499.5,908448.4,1136219.5,1034208.5,
57,115.00367821928673,0.5916675,,,,,,,,,,,1425692.0,2204100.0,1799291.5,1450856.8,969354.9,971877.25,
1959,115.92067171621332,10.20814,,,,,,,,,,,10048002.0,10081577.0,9382345.0,7101303.5,10194928.0,10590174.0,
1494,115.92070921412592,7.715479400000001,,,,20.0,,,,,,,117225230.0,25781130.0,26523546.0,26278694.0,26936902.0,32853150.0,
1829,115.92071597803228,8.452414,,,,,,,,,,,17887984.0,23979130.0,22439654.0,60976588.0,26453154.0,37139904.0,
1736,115.92072227338222,8.141548,,,,32.0,,,,,,,18334274.0,139686320.0,123842540.0,36301988.0,98872540.0,61733464.0,
1710,116.9284594747674,8.137483,,,,32.0,7.0,[M-H+2Na]+,,2.0,1710;1741,71.95768000000001,14519976.0,17651864.0,20360748.0,70440780.0,53779132.0,49057524.0,
1418,116.92847368297086,7.682094599999999,,,,38.0,6.0,[2M-2H2O+H]+,,2.0,1418;1437,75.97104,36799864.0,40348016.0,41318080.0,27936616.0,56168676.0,36398400.0,
1280,116.92847583326073,7.4449863,,,,36.0,5.0,[2M-2H2O+H]+,,2.0,1280;1271,75.97103,11578691.0,15185226.0,19421652.0,9130260.0,14762530.0,9747965.0,
307,117.01919141513058,4.6720843,,,,2.0,,,,,,,153821.9,160175.23,214891.25,131485.19,187922.3,169803.77,
61,117.01932765403127,0.6473376000000001,,,,143.0,,,,,,,13285534.0,9665540.0,12741838.0,5917853.0,6385702.5,6860707.5,
70,117.01933954396702,0.77925473,,,,,,,,,,,107400.98,90215.72,190668.66,116741.875,126052.14,71057.95,
73,117.01937035583614,0.9985978000000001,,,,,,,,,,,19602.7,4315.6733,64807.89,0.0,4234.626,3801.5571,
1702,117.91904136186191,8.133385,,,,,,,,,,,429819.72,698689.2,550085.9,241460.61,2776061.8,1773235.6,
1659,117.92858837009419,8.133416,,,,32.0,,,,,,,1625603.5,2052016.1,2325210.8,8088286.0,5262752.0,5625166.0,
1401,117.92860194617168,7.6804466,,,,38.0,,,,,,,2555431.8,4902021.5,5014686.5,3178575.5,4363894.5,4010835.8,
52,118.05093415142649,0.43523774,,,,,,,,,,,19642046.0,7797280.0,24401502.0,4480326.0,6296486.0,3778424.0,
18,118.05094933458416,0.37387529999999997,,,,64.0,,,,,,,77182940.0,41809530.0,63234904.0,13950036.0,27042488.0,19902292.0,
83,118.05096802285485,2.2631922,,,,,,,,,,,79040.07,23364.129,150826.5,4540.308,390735.03,0.0,
538,118.05097220454054,5.5296297,,,,,,,,,,,0.0,99909.65,24216.702999999998,111203.77,150441.94,273063.56,
111,118.05099983442568,2.9228475,,,,,,,,,,,160092.39,815915.3,32587.104,3441.8389,282126.3,117083.08,
142,118.05101741610753,3.2736113,,,,,,,,,,,41550.19,46069.835999999996,5381.097,325545.97,117242.11,52911.195,
1951,118.89962370734959,10.156338,,,,,,,,,,,133729.3,215373.2,120262.13,1901115.4,174476.28,2878522.5,
1412,118.92679071497446,7.6828956999999996,,,,38.0,,,,,,,302674.3,1037600.0,1232821.8,477491.34,1044094.7,704681.25,
1658,118.92679524955473,8.129142,,,,,,,,,,,302752.88,495609.97,241592.83,249951.44,1336505.1,1617408.1,
9,119.94686273481442,0.34979594,,,,64.0,,,,,,,1880359.0,1896388.4,1809008.1,1990966.4,1439877.9,1617925.6,
123,120.04546022280745,3.0523856,,,,131.0,,,,,,,419210.38,433545.6,624624.94,397698.72,548120.7,490706.8,
144,121.02951276753865,3.3232169999999996,,,,,,,,,,,60894.43,75298.79,54215.19,7030.5356,158534.05,0.0,
95,121.02951884478684,2.5769374,,,,,,,,,,,1113200.9,1124711.0,839435.0,1220778.1,818958.6,638061.44,
8,121.94396705215269,0.34903416,,,,64.0,,,,,,,632182.5,634186.25,607113.2,654638.5,469841.75,532485.1,
152,125.09713889032687,3.4495400000000003,,,,136.0,,,,,,,444545.6,401398.1,1027148.06,335020.56,917931.3,1031570.2,
25,128.03525841702552,0.38508459999999994,,,,64.0,,,,,,,3029428.5,1041369.0,2599376.5,701637.8,1201806.6,748944.7,
58,128.03528045409152,0.60521704,,,,,,,,,,,3569150.0,3479571.5,3759399.8,2524018.2,1730863.5,2531466.5,
65,130.0872777362388,0.7384665,,,,,,,,,,,2227444.0,2252690.2,2582480.5,568199.75,779448.25,658382.7,
113,130.08732639941945,2.9117212,,,,,,,,,,,230914.72,282113.03,204167.9,117017.7,212780.28,166496.08,
96,130.0873384208318,2.5817688,,,,,,,,,,,105907.83,123015.64,172575.66,24962.031000000003,164597.6,38307.04,
103,131.07135836761458,2.7844222000000003,,,,,,,,,,,6947533.0,6250063.0,4442848.0,6994653.0,3590300.8,4101108.8,
1338,132.90015797698192,7.589542999999999,,,,,,,,,,,54000.707,159128.94,80660.95,227069.16,155480.11,709775.4,
1954,132.90015816529922,10.176889,,,,,,,,,,,182679.66,231249.81,175478.53,964832.5,193047.8,1659142.5,
1234,132.9001611935779,7.468190700000001,,,,,,,,,,,59252.168,63047.113,54177.332,679563.9,55882.914000000004,208636.33,
1518,132.90017505452445,7.7821503,,,,,,,,,,,223898.27,105562.375,43801.043,479785.25,148681.83,922147.1,
1497,132.9233993864921,7.6980224,,,,20.0,,,,,,,461250.4,1558760.2,1070444.8,961314.25,1345983.0,1296432.1,
1824,132.9233997390991,8.446837,,,,,,,,,,,606962.94,821635.06,466099.9,2185011.5,547441.25,2931520.0,
1744,132.9234248479551,8.143274,,,,32.0,8.0,[2M-H2O+H]+,,2.0,1717;1744,74.96321999999999,513433.25,1450198.2,4332090.5,1413792.6,2367563.8,2448937.5,
34,133.0141724308767,0.38891926,,,,64.0,,,,,,,4582939.5,4069938.5,7196151.0,3511825.8,6430014.5,6102830.0,
2008,134.89461097694658,10.245569999999999,,,,,,,,,,,3092927.8,1075788.4,1548702.1,962559.6,1826256.2,1619126.9,
1166,134.89461405320992,7.376105,,,,,,,,,,,2831906.5,3208944.8,3709093.0,4902541.5,3573168.0,5436108.5,
1303,134.89461925293196,7.4672220000000005,,,,48.0,,,,,,,11133906.0,12467157.0,5240063.5,13304362.0,13435170.0,9259506.0,
1534,134.89462353455937,7.793766499999999,,,,46.0,,,,,,,7017009.0,8285490.5,5744300.5,9402424.0,8836959.0,17753502.0,
1958,134.89462377416024,10.176898,,,,8.0,,,,,,,3915888.2,5331181.0,3590294.2,18607620.0,3922315.0,30599218.0,
1956,135.97086733505895,10.16257,,,,,,,,,,,2852110.2,558226.5,2867328.8,422189.2,527465.44,377565.28,
124,136.04035128825086,3.0523856,,,,131.0,,,,,,,101630.766,110623.74,166903.9,90935.914,139687.1,126655.53,
90,136.04037671818318,2.4091089,,,,142.0,,,,,,,998841.25,917861.1,773130.7,841164.2,652536.8,818329.06,
100,136.04037723809986,2.7363322,,,,100.0,,,,,,,112876.305,111501.42,167205.69,45815.625,129846.07,66161.14,
1957,136.89163693907454,10.175967,,,,8.0,,,,,,,1294497.8,1821098.4,1178445.8,6341469.5,1299962.0,11358941.0,
1950,137.8916899061505,10.169766000000001,,,,,,,,,,,122677.82,150580.06,114525.055,448273.2,123576.07,1165578.0,
56,138.01959353767904,0.57711595,,,,,,,,,,,151087.69,93962.7,130337.875,50490.34,48541.46,66009.945,
69,138.019622146906,0.82042044,,,,,,,,,,,153644.95,130368.125,363340.7,54462.484000000004,117538.37,90262.37,
143,138.01968102331492,3.323642,,,,,,,,,,,1377377.4,1260659.9,1958663.0,1176538.4,1728120.8,2092772.8,
92,139.04007215690643,2.4592487999999997,,,,,,,,,,,811128.25,687181.06,742142.7,473785.94,642751.44,592632.4,
199,141.09216090741214,3.8388898,,,,,,,,,,,323349.16,285444.0,475304.78,92195.38,290028.8,427377.22,
208,141.0922045658084,3.9501207000000003,,,,,,,,,,,333243.84,341779.7,581102.06,74364.414,378023.53,500321.72,
88,144.0454575246379,2.4035523,,,,142.0,,,,,,,1098218.9,1088288.4,1455662.1,988629.7,1319045.4,1157537.1,
137,144.04548011938212,3.2750752,,,,129.0,,,,,,,537772.5,555938.4,606194.4,652835.44,573436.3,663514.8,
1967,144.92333663453556,10.201211,,,,,,,,,,,1465944.6,1313261.6,1916235.8,1452508.6,2093517.1,2077689.0,
1795,144.92337718798152,8.273247,,,,,,,,,,,3872123.2,4786553.5,5165323.0,12825744.0,5369974.5,7373936.0,
1502,144.92338225251996,7.7034473,,,,20.0,,,,,,,9060696.0,10748067.0,2854208.5,5160551.0,1310009.6,6425841.5,
1741,144.9234026635264,8.140692,,,,32.0,7.0,[2M+H]+,,2.0,1710;1741,71.95768000000001,3264390.2,3723890.0,24652282.0,7286354.0,19766428.0,12681614.0,
82,145.05059771262668,2.141898,,,,,,,,,,,2010874.0,1384879.5,1326368.9,940331.4,1026941.06,1106338.2,
157,145.08698248240418,3.453986,,,,136.0,,,,,,,431289.4,399390.88,255005.42,472815.25,250044.22,278626.1,
163,145.08704407504524,3.5352428,,,,,,,,,,,504600.34,503405.06,438688.62,486191.66,414957.6,457289.84,
53,146.04581268123482,0.4787909000000001,,,,,,,,,,,1434772.9,1849786.0,1303870.1,2363198.0,1634543.6,1576771.9,
24,146.0458242518421,0.37868357,,,,64.0,,,,,,,4784014.5,1727615.8,2569992.0,1229910.6,2951502.8,2583432.5,
11,146.96588584876142,0.35831216,,,,64.0,,,,,,,14557202.0,15201069.0,11875348.0,16302545.0,9347528.0,10238333.0,
68,146.96589473697324,0.81303364,,,,,,,,,,,1154099.2,439029.12,933976.94,495319.0,296505.3,90561.984,
71,146.96590640625072,0.89992714,,,,,,,,,,,195081.84,1280664.1,401093.84,1441615.5,1170670.8,376789.72,
1949,150.88946027288554,10.152795,,,,,,,,,,,216276.66,324677.94,188263.12,2503054.5,267327.47,4128639.5,
102,151.04005051082518,2.759139,,,,,,,,,,,464790.84,452847.2,596941.2,355457.75,478197.75,427729.84,
2012,153.86851922061362,10.311536,,,,,,,,,,,759645.2,427560.75,872960.7,74975.2,697353.9,72134.57,
2028,153.86856615764998,10.416457000000001,,,,,,,,,,,472227.8,71572.914,84655.47,112248.95,90569.27,39160.58,
10,154.92815770784603,0.35136434,,,,64.0,,,,,,,861073.44,836258.0,1002275.9,960442.44,1182715.1,1078234.4,
175,155.1077805461702,3.6937716,,,,92.0,,,,,,,3977772.2,4062856.2,4934247.0,3406195.5,4346834.0,4763099.5,
86,158.08222846906114,2.3700254000000003,,,,,,,,,,,404869.9,316443.7,332609.88,224659.39,274345.84,233479.2,
79,158.08223506057766,1.945499,,,,,,,,,,,950960.0,1592715.1,1725117.1,1238462.1,1413868.4,1153797.2,
77,158.08223772547584,1.4033361999999998,,,,,,,,,,,681673.2,386965.75,417931.53,309007.66,341007.4,287299.78,
107,158.0822414408206,2.812934,,,,,,,,,,,867895.9,792572.5,1284084.1,543759.7,1078931.0,827401.56,
99,158.0822645765888,2.72791,,,,100.0,,,,,,,886912.75,845056.56,1315479.2,532714.8,1053163.0,816245.3,
78,159.06623183339457,1.5951625,,,,,,,,,,,110238.484,87628.05,422931.22,93903.92,207988.22,124857.68,
108,159.06627085699498,2.8721978999999997,,,,,,,,,,,644811.6,670372.4,655401.25,511624.84,531884.5,627582.8,
97,159.06628522161085,2.6068084,,,,,,,,,,,310584.44,286595.7,393009.72,233892.64,320898.0,332953.25,
189,159.1026848598991,3.7889078,,,,,,,,,,,90489.98,93941.195,98328.49,99612.47,88367.805,102183.6,
129,159.10272568398474,3.1558552000000004,,,,,,,,,,,3759.4731,7188.289000000001,48960.437999999995,7474.1230000000005,37734.777,41772.6,
221,159.10272580187012,4.0738387000000005,,,,,,,,,,,705389.4,709041.4,329583.47,706757.3,279341.88,608523.6,
130,160.04043545395177,3.2001584,,,,58.0,,,,,,,707157.75,699898.9,724018.2,720923.06,704773.2,784631.44,
29,160.0614304982085,0.3866547,,,,64.0,,,,,,,1713301.8,440198.8,1181506.0,391326.8,604465.2,424364.38,
59,160.06145860798128,0.63741374,,,,143.0,,,,,,,1804305.1,1860701.9,1827518.1,1359090.9,794131.44,1433234.0,
2032,160.84200177695934,10.494900999999999,,,,,,,,,,,112217.305,461984.34,305140.78,1587131.0,312677.06,2499101.5,
2033,162.83906450666504,10.499379,,,,,,,,,,,220112.61,403313.44,259020.42,974039.4,306329.56,2233112.2,
140,164.03535855970551,3.2899292,,,,,,,,,,,34284.27,35562.586,26209.516,30263.416,25461.379,43642.35,
125,164.0353753633946,3.0542432999999996,,,,131.0,,,,,,,1893273.6,1933092.2,2840776.8,1670271.8,2455485.5,2157244.5,
119,165.05565289189482,3.0261624,,,,104.0,,,,,,,1531539.6,1519494.8,1387514.0,1189579.5,1087369.9,1189414.2,
216,165.055773965842,4.045881700000001,,,,,,,,,,,807696.75,840074.8,477008.9,847386.2,428277.0,654029.56,
16,168.03349765108103,0.37230098,,,,64.0,,,,,,,974396.8,911052.2,1330354.8,832145.06,1313230.8,1412586.8,
30,168.06649682392387,0.37943426,,,,64.0,,,,,,,1723844.6,782935.06,1283638.8,189727.42,353061.94,367647.38,
60,168.06653338606762,0.636269,,,,,,,,,,,1622683.4,1224135.8,1873668.0,536589.8,513761.9,735273.7,
245,169.087060089552,4.1762486,,,,,,,,,,,86443.2,85959.32,113005.31,74016.53,80147.15,64847.437999999995,
263,169.08708545444358,4.4064565,,,,,,,,,,,298899.6,296853.78,381731.75,313848.78,344044.34,311056.72,
115,171.1027135820433,2.9562538,,,,84.0,,,,,,,206390.44,254926.39,591816.1,164523.52,507766.84,687633.5,
184,171.1027166307596,3.7581312999999996,,,,71.0,,,,,,,2087385.1,2051269.8,5039851.5,1702606.6,4289793.0,4903347.0,
213,171.10280194817824,4.007665,,,,,,,,,,,301230.4,307826.2,366447.03,299045.94,331850.25,310986.44,
93,172.09794236100578,2.5503626,,,,,,,,,,,28581.334,3726.5786,54200.137,0.0,38202.93,30476.516,
112,172.09794951557566,2.9117115,,,,,,,,,,,2012492.9,2014841.4,1040718.06,1565970.4,1472463.9,1627517.1,
64,173.0818078499811,0.68196726,,,,,,,,,,,389499.0,202954.08,388901.66,80338.94,95755.75,69951.95,
122,173.0818757704376,3.0469835,,,,131.0,,,,,,,1106138.5,1074787.0,1884898.4,834878.9,1581946.0,1518530.5,
162,173.08195701335492,3.5213468,,,,,,,,,,,23381.66,26429.822,30011.0,18173.639,27141.674,27701.596,
22,174.07705764661065,0.37546483,,,,64.0,,,,,,,3863977.8,1706049.2,2794755.0,515146.62,834724.7,790744.44,
67,174.07710335583855,0.7709284000000001,,,,,,,,,,,102790.45,75911.96,157757.84,10806.341999999999,3675.0647,29686.9,
2034,174.95603803526294,10.575659,,,,14.0,,,,,,,15839976.0,15342613.0,16681257.0,13240963.0,16594408.0,13491348.0,
91,175.0611622407124,2.4357033,,,,,,,,,,,1614064.4,1486220.2,1914304.5,1095165.4,1411843.0,1486586.5,
98,178.05097481839385,2.6263343999999997,,,,,,,,,,,732010.44,788943.44,712450.5,582364.75,602802.94,622003.2,
135,178.05099717303523,3.247226,,,,101.0,,,,,,,1709264.5,1709211.4,2263069.8,1393227.4,1932880.5,1665768.4,
1801,179.0382474805203,8.362279,,,,,,,,,,,1192422.4,946942.25,1492969.9,78093.195,158133.22,667643.56,
1786,179.0382645016615,8.308674,,,,,,,,,,,938888.6,122167.375,995681.75,74076.49,151222.94,132846.31,
1833,179.03826826325096,8.489535,,,,139.0,,,,,,,365799.84,1398325.1,454195.7,1079043.9,1693720.8,2819944.0,
1853,179.03827915860225,8.653496,,,,61.0,,,,,,,0.0,433835.75,192065.4,239720.84,486426.88,681481.4,
202,179.07148421896088,3.9198197999999995,,,,23.0,,,,,,,756830.25,759085.44,466017.78,706997.94,429643.3,716074.1,
134,180.06659319128426,3.244462,,,,101.0,,,,,,,987314.75,970515.94,1032301.56,761400.44,889864.56,1015917.44,
62,180.0665937270151,0.6610649000000001,,,,,,,,,,,11197.89,28720.272999999997,45445.742,57503.86,90504.94,49107.69,
136,181.07037450641636,3.2444808,,,,,,,,,,,75587.25,85022.13,68778.31,73250.28,227067.86,81229.24,
44,181.07170641260788,0.44498798,,,,,,,,,,,28376452.0,20516098.0,29329044.0,8464730.0,13846682.0,11533311.0,
19,181.94709466907628,0.37482703,,,,64.0,,,,,,,1307244.6,1337200.6,1136656.4,1615087.0,1243252.2,1191141.1,
447,183.13898925704171,5.181301,,,,,,,,,,,93354.8,100440.9,207553.14,29633.531000000003,182760.53,231955.34,
257,183.1390565350025,4.337791,,,,27.0,,,,,,,628109.75,619103.94,1321953.6,599031.44,1162101.6,1661678.4,
110,185.081878821509,2.8934345,,,,,,,,,,,24183.998,27861.305,54623.066,0.0,47552.36,56959.445,
167,185.08196909038296,3.611533,,,,,,,,,,,0.0,0.0,28822.574,33858.74,0.0,3504.025,
197,185.08196994261502,3.8388898,,,,,,,,,,,1895007.6,1701232.0,2973421.8,615684.2,1748301.2,2616839.0,
296,185.11827187344804,4.637925,,,,,,,,,,,111229.13,108766.84,189943.08,88257.18,198256.94,175696.12,
190,185.11828993630525,3.7879994,,,,,,,,,,,181263.17,184764.12,192640.81,126167.45,175207.3,494974.9,
244,185.11833683038674,4.1695075,,,,,,,,,,,175614.12,181151.17,226046.14,157967.44,194370.27,209916.06,
219,185.11840149443142,4.0828133,,,,,,,,,,,20071.916,29712.957000000002,39041.465,16494.168,71465.45,32932.31,
141,186.11354394858554,3.2955387000000003,,,,,,,,,,,97148.67,103695.195,226866.48,52031.46,194343.66,197715.27,
114,186.11354481784176,2.953472,,,,84.0,,,,,,,806880.2,668515.6,1100495.5,544607.1,924461.06,1179859.0,
154,187.09757819244015,3.4504297,,,,136.0,1.0,[M+H]+,,2.0,154;153,186.09027,13979780.0,12703040.0,30158918.0,10365543.0,26374946.0,29062086.0,
210,187.09768733573867,3.9818757000000007,,,,,,,,,,,225473.52,227636.33,414953.16,162237.25,296318.4,268294.97,
104,188.03530654436005,2.7889988,,,,,,,,,,,79026.19,55569.93,97247.41,49782.707,74520.31,74767.61,
89,188.03531714985172,2.404477,,,,142.0,,,,,,,1743266.1,1607404.8,2387149.5,1421687.1,2059580.0,1692900.9,
128,188.03538468866088,3.145283,,,,,,,,,,,71494.1,71791.625,97018.5,62602.75,73895.51,87383.234,
41,188.0563348673402,0.40493512,,,,,,,,,,,288992.8,124958.43,318840.12,192575.84,275240.0,246827.45,
66,188.05635922069095,0.7523466,,,,,,,,,,,732865.4,884566.9,1344779.4,589564.4,686833.5,702378.2,
116,189.0768242171293,2.9665048,,,,,,,,,,,457039.56,470015.22,500234.94,339013.06,370401.44,438997.56,
151,189.11309513388468,3.4256175000000004,,,,,,,,,,,246789.16,202304.3,252516.97,238623.14,223227.1,239161.83,
185,189.11325106804009,3.7593891999999998,,,,71.0,,,,,,,249869.34,236984.9,621423.2,198896.25,528798.7,575483.94,
28,190.0720019088446,0.38267937,,,,64.0,,,,,,,943021.1,565710.75,931795.8,507040.28,757867.25,522177.03,
63,190.0720055008453,0.68282175,,,,,,,,,,,609500.25,679394.3,927893.25,501622.53,602141.3,461234.1,
1,190.9284065732013,0.034894697,,,,,,,,,,,560942.06,562171.9,1159419.5,499510.5,571728.0,476988.97,
2026,190.92844687503242,10.436188000000001,,,,,,,,,,,295740.44,287498.47,546657.9,150558.33,280459.34,158482.2,
161,191.07463800615963,3.4700347999999996,,,,,,,,,,,145888.83,142615.58,182464.17,119816.38,144099.77,166395.66,
169,191.07482729579377,3.6105519999999998,,,,,,,,,,,541791.0,558737.0,645950.06,545550.9,542563.0,648927.94,
145,193.0506139862545,3.3513718,,,,,,,,,,,745130.9,750590.9,722216.25,478830.38,668515.8,782124.25,
87,194.0458135084081,2.3915036,,,,142.0,,,,,,,2455426.0,2317835.2,2139740.0,1680016.8,1813843.2,1609258.8,
120,194.04582967108212,3.0316822999999995,,,,,,,,,,,129324.555,134490.2,142449.52,83321.67,107688.45,122264.27,
55,195.81075272998524,0.55071175,,,,,,,,,,,17274.94,43558.363,135947.56,12153.969,0.0,5190.6724,
38,195.81078228389646,0.3985324,,,,80.0,,,,,,,511833.12,508534.9,462928.1,423385.1,436014.9,472550.28,
49,195.8107972288229,0.46317664,,,,,,,,,,,81616.3,310880.97,25965.097999999998,12153.969,0.0,270650.12,
2018,195.81091140940708,10.350763,,,,77.0,,,,,,,257277.56,198202.78,1843254.8,112007.01,1302808.0,23466.846,
2027,195.81091513423095,10.420669,,,,123.0,,,,,,,305034.34,66326.55,1053460.0,54988.316,76336.4,23355.468999999997,
1952,197.80781831392886,10.147619,,,,,,,,,,,0.0,0.0,0.0,34857.773,0.0,17297.666,
54,197.8078371796849,0.5399269,,,,,,,,,,,44806.707,98145.51,203477.6,16885.459,0.0,10256.792,
39,197.807837313366,0.3985397,,,,80.0,,,,,,,663398.6,650893.9,596292.44,547569.1,564730.8,611604.56,
2015,197.80792162461185,10.34266,,,,77.0,,,,,,,330555.7,253586.84,1874636.2,4386.2217,1616274.2,33515.242,
2023,197.80794218868516,10.420682000000001,,,,123.0,,,,,,,385753.6,90161.69,2255229.0,150978.42,106748.3,72541.61,
705,197.8079575511979,5.946087,,,,,,,,,,,0.0,0.0,0.0,14928.363000000001,0.0,125463.97,
176,199.0976146236459,3.6937716,,,,92.0,2.0,[M+H]+,,2.0,176;177,198.09031000000002,11386985.0,11285792.0,14004434.0,9503375.0,12379448.0,13125033.0,
251,199.09766070402387,4.2901305999999995,,,,,,,,,,,115946.06,121555.5,272795.72,88411.375,126639.82,192618.22,
207,199.0977077724751,3.8845273999999996,,,,,,,,,,,47009.27,70427.86,46922.585999999996,59551.22,63318.934,50479.78,
37,199.80488820107726,0.39771438,,,,80.0,,,,,,,305125.34,299182.34,280125.12,260949.66,255297.92,283432.84,
2016,199.80493877162797,10.34805,,,,77.0,,,,,,,151534.39,108836.98,1057729.2,17158.248,745074.75,7779.5019999999995,
2024,199.80499340458042,10.416795,,,,,,,,,,,176137.62,34436.023,669997.25,28596.917999999998,36685.805,0.0,
196,201.11331648644975,3.8279339999999995,,,,86.0,,,,,,,688655.9,686635.06,793442.44,586341.0,679573.2,969485.75,
264,201.11334820433567,4.4018383000000005,,,,,,,,,,,16525.843999999997,17313.914,23755.1,16869.135,17169.71,26279.498,
404,201.14962347165402,5.0417247000000005,,,,16.0,,,,,,,1211727.4,1243888.1,916677.25,1097315.9,843740.56,1467877.1,
7,203.02849732865434,0.34431508,,,,,,,,,,,931261.8,881751.5,649186.1,527769.75,438747.0,541969.4,
