"","Filename","Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_neg_20210511_Run47.mzML","Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_neg_20210511_Run103.mzML","Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_neg_20210511_Run213.mzML","NEG_TJGIp2_1_Run53.mzML","NEG_TJGIp2_2_Run121.mzML","NEG_TJGIp2_3_Run192.mzML"
"27","199/259.1298mz/2.41min","1285481.5","911272.06","1139344.6","1484688.4","1330473.1","1381267.6"
"28","200/227.1399mz/2.4min","654353.9","1044382.94","352792.72","617172.2","624498.06","1479885.2"
"29","201/175.0611mz/2.43min","1118792.1","636195.44","1110509.6","1133187.4","1142033.0","1259625.1"
"30","202/227.1038mz/2.46min","2508676.2","2110531.8","2159141.2","2580394.0","2337496.5","2755383.8"
"31","203/192.0666mz/2.47min","163705.55","170025.83","131128.92","197105.78","177874.38","189629.6"
"32","204/215.1037mz/2.48min","377639.97","284280.16","232287.94","299252.1","316554.75","362331.0"
"33","205/215.0827mz/2.47min","180543.44","74813.12","31115.5","223649.73","255581.08","189430.9"
"34","207/213.0881mz/2.5min","75845.19","65390.56","64601.875","81715.016","73721.68","86178.46"
"35","208/126.0019mz/2.5min","526087.6","498238.84","656017.5","587894.75","526371.94","612295.1"
"36","209/214.1085mz/2.53min","179606.6","150680.62","121577.18","196672.48","160357.23","176925.05"
"37","210/287.1248mz/2.54min","706222.3","396277.1","714045.06","769448.25","625219.94","705911.44"
"38","211/228.0878mz/2.57min","756341.0","653818.5","404302.22","1171266.9","1064581.5","1776410.6"
"39","212/245.0931mz/2.57min","81417.99","100174.03","57272.156","90924.81","93452.51","134637.53"
"40","213/157.087mz/2.59min","247776.72","159542.14","98501.49","326115.44","238683.66","284537.0"
"41","216/198.0772mz/2.6min","282582.2","274113.03","272418.44","411792.12","363485.12","558994.9"
"42","217/131.0713mz/2.61min","48298.773","63421.98","33981.957","36537.7","7926.8037","50241.234"
"43","218/178.0509mz/2.62min","597586.7","491990.5","472134.47","662352.5","603007.7","627906.8"
"44","219/238.0755mz/2.62min","357451.22","682753.06","314668.56","325176.28","395684.88","265993.75"
"45","220/229.1193mz/2.63min","460689.97","353183.6","297997.9","499389.12","420100.4","526764.9"
"46","222/236.0929mz/2.64min","80319.44","65900.336","64573.55","86744.36","78241.945","96978.4"
"47","223/243.1712mz/2.62min","335589.7","505988.3","136899.42","308977.03","294261.1","506374.28"
"48","224/130.0873mz/2.65min","2964133.0","2402479.8","2596846.0","2741914.0","2667096.2","2836098.0"
"49","225/202.1085mz/2.65min","445318.28","474990.4","409412.06","554777.8","510047.66","682095.5"
"50","226/215.1037mz/2.65min","601045.3","493169.12","421655.94","610468.9","514849.53","822811.5"
"51","227/241.1194mz/2.65min","3031254.2","2654453.0","2715671.8","3071719.8","2847926.2","3259646.0"
"52","228/275.1037mz/2.68min","259420.53","210319.55","238605.03","282622.03","250606.89","281414.56"
"53","229/300.1563mz/2.71min","703999.8","479638.84","548870.06","913440.8","880513.7","768256.75"
"54","230/243.0597mz/2.73min","163934.34","142430.42","121319.11","98370.7","112505.375","94957.89"
"55","231/339.1535mz/2.72min","292753.78","452634.53","452869.9","354579.97","485480.66","599753.44"
"56","232/273.1455mz/2.78min","617942.3","343253.8","134917.94","541866.75","623063.8","208834.36"
"57","233/158.0822mz/2.73min","10356726.0","8738520.0","9436480.0","13338005.0","11514448.0","15367065.0"
"58","234/226.0697mz/2.75min","323284.03","348397.88","389257.84","297340.56","361658.3","433512.66"
"59","236/208.0073mz/2.73min","586219.6","468724.53","395234.97","621595.8","599476.25","617287.8"
"60","237/259.1298mz/2.74min","2037500.6","1541911.8","1492008.9","2045781.8","1801142.6","2239932.5"
"61","238/257.1506mz/2.76min","135746.03","95735.49","116602.83","133695.56","121155.17","115160.51"
"62","239/168.0301mz/2.76min","413154.28","297372.06","479714.5","542772.6","512389.66","433858.34"
"63","240/107.0502mz/2.76min","552512.7","500641.3","457783.1","611106.1","523420.25","770923.75"
"64","241/151.04mz/2.76min","379430.2","361607.84","289071.16","420456.53","377666.84","549176.2"
"65","242/483.2457mz/2.81min","57600.29","97417.33","91236.125","53535.484","159759.88","58669.31"
"66","243/360.1775mz/2.76min","574933.06","385329.5","401196.12","760522.7","676264.44","647947.3"
"67","244/229.1192mz/2.76min","1071317.9","816333.94","771753.1","1141926.5","961657.06","1138673.0"
"68","248/287.1247mz/2.77min","118137.61","68753.59","121762.984","119231.086","132983.17","125100.195"
"69","249/243.1712mz/2.75min","309264.88","302569.78","120012.57","210516.2","226116.69","346674.34"
"70","252/192.0666mz/2.78min","198011.17","173240.45","160429.67","232163.14","190174.69","199153.14"
"71","253/131.0713mz/2.78min","2635607.2","2287156.5","2581735.0","2282231.5","1289904.0","1931834.8"
"72","254/116.0505mz/2.78min","579471.06","533882.6","503076.97","698788.1","679734.1","677960.5"
"73","255/188.0353mz/2.78min","255086.11","240752.45","258941.02","316297.44","303111.06","305517.94"
"74","256/172.0979mz/2.79min","274846.53","253183.5","247923.86","288672.5","257528.89","307110.34"
"75","257/243.0597mz/2.8min","173242.53","152619.64","209367.75","164615.92","131227.92","103489.27"
"76","258/158.0822mz/2.81min","16140113.0","13992656.0","14843354.0","17543424.0","16326813.0","20618534.0"
"77","259/339.1535mz/2.81min","340754.22","526496.2","422900.0","384008.9","521042.0","654406.9"
"78","260/226.0701mz/2.81min","476544.75","486590.28","522175.97","527360.06","537849.25","550451.3"
"79","262/384.1427mz/2.86min","119126.79","171418.81","86832.59","142962.66","123891.59","190647.94"
"80","264/273.1455mz/2.83min","971221.3","559639.1","561010.4","1129369.0","1000980.7","728195.9"
"81","266/118.0509mz/2.81min","308257.38","21806.055","70652.54","106971.2","56635.184","72102.72"
"82","267/243.1347mz/2.85min","939040.3","753862.44","500857.3","814910.94","672453.06","1056270.9"
"83","269/241.1193mz/2.85min","8719396.0","6975125.0","7035724.5","8535042.0","7608372.5","8743969.0"
"84","270/483.2457mz/2.85min","251351.03","169377.56","160470.47","255159.06","206318.47","281043.2"
"85","271/293.1142mz/2.86min","668926.0","452183.38","491722.7","747778.9","724868.8","722706.1"
"86","272/255.1349mz/2.87min","214599.08","167421.02","183979.55","227638.14","181450.11","240130.92"
"87","274/426.1896mz/2.88min","481859.12","500399.06","275540.94","548913.0","468550.12","814131.94"
"88","276/341.1004mz/2.9min","336308.22","302784.1","234376.05","384199.5","400268.56","553220.25"
"89","277/227.1037mz/2.91min","151110.27","115161.68","143404.52","168943.94","136647.64","352998.44"
"90","279/130.0873mz/2.91min","1443396.0","1059819.4","1174779.0","1724870.0","1478939.8","1740950.2"
"91","280/172.0979mz/2.91min","12052883.0","9004134.0","22610090.0","14572244.0","11462559.0","13918409.0"
"92","281/240.0853mz/2.91min","364629.56","384759.4","923733.6","410932.88","424862.5","456308.3"
"93","282/384.1427mz/2.92min","363994.97","333187.22","214100.08","434886.22","400440.16","558471.1"
"94","283/367.1847mz/2.91min","236999.95","285713.66","298677.2","268150.75","303216.6","351296.88"
"95","284/273.1455mz/2.94min","445769.12","270704.25","283284.5","531991.1","482861.56","545496.9"
"96","285/317.1351mz/2.94min","560385.1","338924.8","410191.97","667607.94","604689.6","730165.06"
"97","286/224.0927mz/2.94min","451546.28","356370.4","420767.97","435641.97","374052.53","385469.62"
"98","287/230.1032mz/2.95min","306783.0","211518.81","257048.77","327824.25","296766.7","307360.16"
"99","288/171.1027mz/2.95min","2545849.0","1939913.2","1185213.0","3227541.0","3047457.5","2390705.0"
"100","289/186.1135mz/2.95min","1463137.9","929137.5","864202.25","1059560.6","1306975.4","1143069.2"
