"","Filename","Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_pos_20210511_Run46.mzML","Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_pos_20210511_Run102.mzML","Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_pos_20210511_Run212.mzML","POS_TJGIp4_1_Run58.mzML","POS_TJGIp4_2_Run87.mzML","POS_TJGIp4_3_Run182.mzML"
"40","457/229.1185mz/2.36min","2472978.0","2108107.0","1938658.0","2798563.5","2435792.8","2526774.8"
"41","459/229.1546mz/2.36min","12922668.0","14750199.0","6118693.0","15279415.0","14464808.0","13448485.0"
"42","461/160.0968mz/2.37min","440638.34","403381.8","397757.75","496277.38","459045.44","541264.8"
"43","462/182.0787mz/2.37min","189069.55","176389.12","210568.73","208390.48","163441.66","241017.06"
"44","463/200.0554mz/2.38min","454501.0","211088.02","742421.3","765761.3","1081560.6","792019.2"
"45","464/145.0761mz/2.39min","241133.89","223794.03","222621.69","307301.8","254040.28","314877.78"
"46","466/114.0914mz/2.4min","1454825.8","1231664.6","1433721.8","1408893.5","1247816.1","1427777.0"
"47","467/267.1317mz/2.38min","409671.94","712922.3","306776.72","182749.78","3014206.5","268394.9"
"48","468/296.1351mz/2.4min","1128710.6","798987.8","894123.44","1151478.2","1054824.0","1098807.9"
"49","469/225.1234mz/2.42min","296974.78","128051.87","273682.62","429875.38","356335.4","390872.16"
"50","470/190.0499mz/2.41min","788092.9","722842.0","881778.1","942568.1","878529.44","977757.9"
"51","472/138.055mz/2.41min","692011.7","683682.8","673483.3","813071.6","771623.44","929939.9"
"52","473/261.1443mz/2.41min","1602788.1","1066808.6","1371593.2","2090595.0","1689581.8","1738384.8"
"53","474/283.1263mz/2.41min","1113035.6","744662.6","773327.0","1470045.4","1131324.4","1082841.2"
"54","476/156.102mz/2.42min","264953.9","212424.97","175272.75","302523.28","157063.97","240837.3"
"55","477/232.1735mz/2.42min","137974.42","183503.6","29836.484","182473.72","176485.66","198415.06"
"56","479/244.1542mz/2.46min","305493.88","207862.45","430874.5","830353.44","349715.5","498424.94"
"57","480/320.1813mz/2.46min","217417.38","92002.02","362977.6","447891.9","581271.2","465113.66"
"58","482/141.0546mz/2.46min","463991.66","341907.88","402706.4","659221.0","757445.6","726767.56"
"59","483/231.1702mz/2.46min","1354788.4","1667485.8","660314.25","1791707.6","1619775.8","1572490.1"
"60","484/229.1184mz/2.45min","1152212.8","986576.9","969446.25","1620633.8","1473686.5","1261336.0"
"61","485/144.0808mz/2.47min","358230.88","159932.38","517087.03","636799.94","623513.44","704883.06"
"62","486/185.071mz/2.47min","626283.1","939930.75","436467.22","398586.5","793283.75","696848.5"
"63","487/217.0972mz/2.47min","977353.0","513416.34","1502260.6","1722579.4","1745764.1","2085578.2"
"64","489/259.115mz/2.5min","136263.38","208081.7","50019.14","125427.414","92850.67","129579.57"
"65","492/104.107mz/2.49min","9349.595","21008.223","229625.02","251059.75","34563.94","138277.9"
"66","494/172.0063mz/2.51min","478843.62","419753.94","310925.88","658742.2","575401.0","705474.5"
"67","496/205.0972mz/2.52min","285562.3","301027.72","273292.66","352590.78","318876.25","418171.34"
"68","497/138.055mz/2.5min","359227.16","348052.1","326007.78","415427.34","333056.94","506212.53"
"69","500/261.1233mz/2.53min","886098.7","1145650.6","697699.2","1031056.8","936937.44","1118964.2"
"70","503/167.0816mz/2.54min","3072909.2","3295394.8","2943476.8","3843405.8","3209839.5","3961350.8"
"71","507/265.1545mz/2.6min","459738.7","110563.95","69027.45","159050.94","435598.3","115443.31"
"72","508/120.0808mz/2.55min","245367.97","313193.25","166811.36","186971.14","255074.77","316140.03"
"73","509/147.0553mz/2.55min","856532.0","1244128.5","759045.0","896988.44","840922.94","947911.2"
"74","511/180.102mz/2.56min","837843.8","1019344.7","441340.0","774772.2","818104.4","952602.3"
"75","514/246.17mz/2.57min","7546119.5","5569598.5","7187780.0","12514999.0","8858718.0","8785116.0"
"76","515/247.1076mz/2.57min","437258.16","466195.53","327483.44","495047.4","434988.0","470147.5"
"77","517/249.1232mz/2.6min","356498.94","243375.53","287143.44","418605.56","207001.06","389052.7"
"78","518/287.1599mz/2.59min","769053.56","697677.9","406346.9","569944.25","1090767.9","1133297.8"
"79","519/246.189mz/2.62min","297558.12","346910.53","55911.46","368516.6","336120.44","276535.88"
"80","520/183.1016mz/2.63min","302393.4","280516.03","206359.14","232770.52","881545.1","295969.1"
"81","523/211.1441mz/2.62min","302427.25","418825.06","1920185.1","492598.88","1252701.8","552548.94"
"82","524/245.1859mz/2.62min","2159339.8","2612254.8","945779.4","3109329.2","2609407.8","2509862.5"
"83","525/231.1202mz/2.62min","0.0","22953.455","136761.31","8691.334","59278.72","84573.92"
"84","526/197.1285mz/2.62min","6243726.0","9634080.0","7679469.5","7568781.0","8324822.5","9349848.0"
"85","529/180.0656mz/2.63min","737293.25","647209.7","633424.56","906279.6","898509.0","969844.94"
"86","531/229.1546mz/2.63min","1860461.4","1984703.4","1528752.8","1971404.2","2148281.2","2238707.2"
"87","536/243.1339mz/2.65min","1657313.9","1471748.9","1360186.2","1958742.2","1757096.0","1875565.8"
"88","539/253.1158mz/2.66min","422179.88","157237.88","109273.15","193263.73","279812.3","211806.19"
"89","540/130.1591mz/2.66min","4536869.0","4149278.2","3103394.5","2921002.2","4415609.0","3768911.2"
"90","541/225.1233mz/2.66min","683509.7","602818.2","528506.4","892385.9","646696.94","663072.9"
"91","542/175.1078mz/2.66min","389082.1","454783.0","474927.1","626601.4","419422.88","673755.1"
"92","545/202.1801mz/2.67min","121156.52","116500.46","108620.305","120500.89","95908.805","86217.375"
"93","548/120.0807mz/2.66min","172458.34","311901.16","175864.22","231392.88","257986.73","457166.8"
"94","549/241.1546mz/2.69min","550209.44","552207.44","811137.06","894936.8","560306.3","655146.9"
"95","550/263.1388mz/2.69min","2789428.8","2863609.5","1673697.1","3762057.0","3456933.5","3163190.8"
"96","551/277.1181mz/2.69min","154332.45","123742.08","131083.92","196465.39","159511.25","165447.5"
"97","553/188.1281mz/2.69min","112318.81","135117.34","124306.27","186763.9","235920.16","239049.53"
"98","555/193.17mz/2.71min","552601.3","477543.4","308677.66","903062.9","609835.06","287205.53"
"99","556/86.0964mz/2.71min","500674.3","671661.3","601177.3","237029.83","611336.06","546847.75"
"100","557/132.1019mz/2.66min","1287601.0","1287098.6","902079.25","1480397.2","801259.5","1178551.5"
