"","filter","Yeast_HE_D5-Ctrl_a_neg_20190515_Run37.mzML","Yeast_HE_D5-Ctrl_b_neg_20190515_Run40.mzML","Yeast_HE_D5-Ctrl_c_neg_20190515_Run43.mzML","NEG_D5-227-C4-a_Run314.mzML","NEG_D5-227-C4-b_Run317.mzML","NEG_D5-227-C4-c_Run320.mzML"
"89/244.0667mz/4.55min",206275.728,392515.88,343792.88,535368.5,68758.576,68758.576,68758.576
"90/295.9537mz/4.68min",286892.304,95630.768,95630.768,95630.768,488543.6,491996.12,478153.84
"91/227.9665mz/4.68min",1214714.1,404904.7,404904.7,404904.7,2120519,2091248.1,2024523.5
"92/229.9643mz/4.68min",1175188.68,391729.56,391729.56,391729.56,2071328.5,2041240.9,1958647.8
"94/469.109mz/4.69min",204819.396,404024,341365.66,429135.84,68273.132,68273.132,68273.132
"95/211.9707mz/4.69min",2331576.48,3885960.8,4098365.8,4073209,777192.16,777192.16,777192.16
"97/229.9813mz/4.69min",5228179.2,8713632,9201769,9118387,1742726.4,1742726.4,1742726.4
"98/231.9791mz/4.69min",5132093.4,8553489,9007000,8944106,1710697.8,1710697.8,1710697.8
"99/232.9823mz/4.69min",423677.7,706129.5,762901.06,750166.3,141225.9,141225.9,141225.9
"100/230.9845mz/4.69min",433395.78,722326.3,755746.25,758790.56,144465.26,144465.26,144465.26
"101/447.127mz/4.69min",237844.296,489896.84,396407.16,514181.6,79281.432,79281.432,79281.432
"102/247.0883mz/4.7min",273908.46,456514.1,474250.84,599881.7,91302.82,91302.82,91302.82
"103/269.0701mz/4.71min",250056.6,416761,436035.22,552757.1,83352.2,83352.2,83352.2
"104/568.2963mz/4.73min",391869.54,768481.94,756033,653115.9,130623.18,130623.18,130623.18
"105/573.2517mz/4.73min",2511720.3,4522530,4588901.5,4186200.5,837240.1,837240.1,837240.1
"106/228.1959mz/4.82min",81361.062,216914.27,135601.77,210690.34,27120.354,27120.354,27120.354
"107/250.1777mz/4.82min",236273.58,560718.4,393789.3,574866.4,78757.86,78757.86,78757.86
"108/270.1464mz/4.85min",211821.12,496937.72,353035.2,666895.4,70607.04,70607.04,70607.04
"110/448.2032mz/4.9min",49854.186,95138.88,83090.31,121074.984,16618.062,16618.062,16618.062
"111/426.9676mz/5.1min",3979368.3,1326456.1,1326456.1,1326456.1,6632280.5,7306138,6763790
"112/494.9551mz/5.1min",211961.328,70653.776,70653.776,70653.776,353268.88,395015.94,359293.03
"114/344.1301mz/5.23min",370009.44,716908.6,616682.4,1003180.8,123336.48,123336.48,123336.48
"115/649.3063mz/5.23min",528930.636,1071198.9,881551.06,1451975.6,176310.212,176310.212,176310.212
"116/666.333mz/5.23min",481730.064,998123.44,802883.44,1186714.6,160576.688,160576.688,160576.688
"117/671.2884mz/5.24min",5524258.2,10904982,9207097,13314125,1841419.4,1841419.4,1841419.4
"118/318.3mz/5.24min",1356306,2385896,2681978.2,2260510,452102,452102,452102
"120/203.062mz/5.28min",173597.28,368459.94,289328.8,399944.6,57865.76,57865.76,57865.76
"121/298.2739mz/5.3min",333121.164,593503.06,598996.5,555201.94,111040.388,111040.388,111040.388
"122/256.2998mz/5.42min",6637960.8,11307937,11312143,11063268,2212653.6,2212653.6,2212653.6
"123/264.092mz/5.43min",239176.02,458984.72,398626.7,472174.56,79725.34,79725.34,79725.34
"124/284.6053mz/5.43min",331636.44,601384.6,552727.4,640882.44,110545.48,110545.48,110545.48
"125/448.2033mz/5.43min",3741866.1,7044495.5,6236443.5,7188043,1247288.7,1247288.7,1247288.7
"126/470.1853mz/5.43min",7085333.4,12976840,11808889,13135237,2361777.8,2361777.8,2361777.8
"127/917.3813mz/5.43min",338125.164,682053.44,563541.94,722467.9,112708.388,112708.388,112708.388
"128/304.2997mz/5.46min",252142.68,420237.8,1600779.4,781189,84047.56,84047.56,84047.56
"129/284.2946mz/5.48min",56379.042,122752.555,143970.66,93965.07,18793.014,18793.014,18793.014
"130/302.3052mz/5.48min",2134988.1,4338535,4959930,3558313.5,711662.7,711662.7,711662.7
"131/303.3085mz/5.48min",407549.25,842388.94,950029.44,679248.75,135849.75,135849.75,135849.75
"133/322.2713mz/5.58min",213234.6,458712.03,531342.1,355391,71078.2,71078.2,71078.2
"134/437.193mz/5.58min",1205449.74,2009082.9,2349523.8,2140853.8,401816.58,401816.58,401816.58
"135/300.2896mz/5.58min",10605222,23287200,25048578,17675370,3535074,3535074,3535074
"136/344.3157mz/5.61min",741092.04,1565503.1,1719950.9,1235153.4,247030.68,247030.68,247030.68
"137/195.1016mz/5.61min",452196.6,763165.75,753661,792258.3,150732.2,150732.2,150732.2
"139/347.3347mz/5.65min",415851.636,972210.75,1045634.9,693086.06,138617.212,138617.212,138617.212
"140/346.3313mz/5.66min",2408461.68,4567720,4998122.5,4014102.8,802820.56,802820.56,802820.56
"141/105.0335mz/5.68min",1108149,1846915,2467678.5,2597630.5,369383,369383,369383
"142/118.0651mz/5.68min",499368.636,832281.06,1088992.5,1140044.9,166456.212,166456.212,166456.212
"143/225.091mz/5.68min",1139479.92,1899133.2,2506728.2,2575933.2,379826.64,379826.64,379826.64
"144/279.0991mz/5.68min",9083995.8,15139993,19929360,20734506,3027998.6,3027998.6,3027998.6
"145/320.1255mz/5.68min",1143196.14,1905326.9,2570896.2,2744408.2,381065.38,381065.38,381065.38
"146/535.2088mz/5.68min",324948.864,541581.44,869413.3,919714.56,108316.288,108316.288,108316.288
"148/211.0754mz/5.68min",679003.08,1131671.8,1541299.8,1620104.2,226334.36,226334.36,226334.36
"149/887.3878mz/5.68min",624196.836,1196454.2,1040328.06,1421480.6,208065.612,208065.612,208065.612
"150/377.1662mz/5.72min",702336.96,1376944.8,1170561.6,1339226.5,234112.32,234112.32,234112.32
"151/399.1482mz/5.73min",1759155,3258261.8,2931925,3253686.2,586385,586385,586385
"152/284.2946mz/5.75min",334994.7,577704.06,687102.5,558324.5,111664.9,111664.9,111664.9
"153/344.3157mz/5.77min",405612.9,676021.5,770903.5,717970.06,135204.3,135204.3,135204.3
"154/314.3051mz/5.79min",243601.428,476036.06,518330.34,406002.38,81200.476,81200.476,81200.476
"155/402.3574mz/5.81min",83993.562,139989.27,311782.38,359235.12,27997.854,27997.854,27997.854
"156/517.2518mz/5.81min",323174.55,538624.25,740317.6,575078.3,107724.85,107724.85,107724.85
"157/339.1118mz/5.83min",328737.336,547895.56,725215.44,619556.4,109579.112,109579.112,109579.112
"158/147.0805mz/5.83min",139929.882,233216.47,295731.25,255060.53,46643.294,46643.294,46643.294
"159/631.3266mz/5.88min",492769.68,1050586.8,821282.8,1042287.9,164256.56,164256.56,164256.56
"160/332.331mz/5.88min",107923.848,179873.08,678632.56,343547.97,35974.616,35974.616,35974.616
"161/330.3364mz/5.89min",653106.36,1416246.5,1549509.8,1088510.6,217702.12,217702.12,217702.12
"162/371.1167mz/5.91min",50432.706,120014.67,84054.51,121271.25,16810.902,16810.902,16810.902
"164/291.0778mz/5.95min",286957.482,478262.47,501012.03,493525.06,95652.494,95652.494,95652.494
"165/449.1847mz/5.95min",310236.54,517060.9,571628.44,560082.3,103412.18,103412.18,103412.18
"167/328.3208mz/5.99min",6098398.2,12168890,12757800,10163997,2032799.4,2032799.4,2032799.4
"168/400.1797mz/5.99min",173272.818,391462.44,288788.03,393096.47,57757.606,57757.606,57757.606
"169/337.1712mz/5.99min",1133864.94,2623870,1889774.9,2594750.2,377954.98,377954.98,377954.98
"170/359.1532mz/5.99min",718920.12,1600124.2,1198200.2,1627965.5,239640.04,239640.04,239640.04
"171/629.3109mz/5.99min",163039.92,434086.2,271733.2,435374.4,54346.64,54346.64,54346.64
"172/354.2847mz/6.0min",233700.318,389500.53,460759.3,445157.3,77900.106,77900.106,77900.106
"173/359.2401mz/6.0min",465043.8,775073,949466.8,942602.25,155014.6,155014.6,155014.6
"174/563.2381mz/6.01min",224768.964,384757.25,374614.94,464846.44,74922.988,74922.988,74922.988
"175/372.347mz/6.04min",1692311.28,3556494.8,3996401.8,2820518.8,564103.76,564103.76,564103.76
"176/532.2585mz/6.07min",203643.66,517858.97,339406.1,506841.6,67881.22,67881.22,67881.22
"177/217.0422mz/6.1min",338469.36,112823.12,112823.12,112823.12,587281.56,1035965.2,564115.6
"180/119.0856mz/6.1min",798315.84,1330526.4,2233152.8,1468033.6,266105.28,266105.28,266105.28
"181/147.0805mz/6.1min",12269596.8,20449328,33783200,22549684,4089865.6,4089865.6,4089865.6
"182/165.0911mz/6.1min",635055.6,1058426,1798361.6,1163049,211685.2,211685.2,211685.2
"183/244.0766mz/6.1min",298708.92,497848.2,913132.8,605505.1,99569.64,99569.64,99569.64
"184/349.135mz/6.1min",3333600,5556000,9163973,6053599,1111200,1111200,1111200
"185/697.2629mz/6.1min",529763.436,882939.06,2269270.2,1110335.6,176587.812,176587.812,176587.812
"186/235.0712mz/6.1min",287295.096,478825.16,755374.6,515278.03,95765.032,95765.032,95765.032
"187/255.5845mz/6.1min",446839.164,744731.94,1270634.2,886366.75,148946.388,148946.388,148946.388
"188/219.057mz/6.11min",388402.95,647338.25,1139331.4,737153.9,129467.65,129467.65,129467.65
"189/371.117mz/6.11min",15855543.6,26425906,38862788,29274146,5285181.2,5285181.2,5285181.2
"190/372.1202mz/6.11min",3791766.3,6319610.5,9259321,7032656,1263922.1,1263922.1,1263922.1
"191/719.245mz/6.11min",3399754.8,5666258,10464346,6753778.5,1133251.6,1133251.6,1133251.6
"192/412.1433mz/6.11min",422142.75,703571.25,1128885.2,852731.9,140714.25,140714.25,140714.25
"193/388.6215mz/6.1min",61184.208,101973.68,290964.75,143797.67,20394.736,20394.736,20394.736
"194/277.1841mz/6.14min",36514.706,36514.706,36514.706,36514.706,36514.706,676551.25,182573.53
"195/312.3258mz/6.16min",224800.836,415140.75,454608.84,374668.06,74933.612,74933.612,74933.612
"196/532.2584mz/6.16min",243126.432,607117.8,405210.72,584279.44,81042.144,81042.144,81042.144
"197/313.2347mz/6.19min",1083167.7,1839281.8,1805279.5,2191061.2,361055.9,361055.9,361055.9
"198/271.2278mz/6.2min",87820.5,29273.5,29273.5,29273.5,146367.5,157621.53,217766.36
"200/430.3886mz/6.2min",76572.732,127621.22,275812.16,356671.38,25524.244,25524.244,25524.244
"202/357.2608mz/6.22min",912784.26,1521307.1,2144841,2540760.8,304261.42,304261.42,304261.42
"203/480.308mz/6.22min",193291.728,322152.88,407095.1,475879.5,64430.576,64430.576,64430.576
"204/629.3109mz/6.24min",149313.516,411784.16,248855.86,408828.3,49771.172,49771.172,49771.172
"205/401.287mz/6.24min",863333.88,1438889.8,1517338.9,1878982.4,287777.96,287777.96,287777.96
"206/445.3131mz/6.25min",371125.536,618542.56,691050,1103891.2,123708.512,123708.512,123708.512
"207/671.2879mz/6.25min",131901.618,219836.03,233972.44,249598.16,43967.206,43967.206,43967.206
"208/385.1324mz/6.27min",128777.862,214629.77,622317.56,215233.44,42925.954,42925.954,42925.954
"209/255.243mz/6.3min",489632.46,816054.1,1000481.7,987189.6,163210.82,163210.82,163210.82
"210/220.1122mz/6.31min",617233.56,1028722.6,1579625.2,1622712.4,205744.52,205744.52,205744.52
"211/359.1532mz/6.34min",30937.2444,75712.38,51562.074,72971.52,10312.4148,10312.4148,10312.4148
"212/337.1713mz/6.34min",56653.5516,136896.73,94422.586,135945.48,18884.5172,18884.5172,18884.5172
"213/265.1478mz/6.36min",339522.36,113174.12,113174.12,113174.12,565870.6,590905.1,609102.56
"214/411.208mz/6.37min",223649.94,455104.47,372749.9,456376.56,74549.98,74549.98,74549.98
"215/433.19mz/6.37min",2281559.4,4424338,3802599,4402694,760519.8,760519.8,760519.8
"216/275.083mz/6.38min",740061.12,1517280,1233435.2,1469369.2,246687.04,246687.04,246687.04
"217/277.1842mz/6.39min",10742.0554,10742.0554,10742.0554,10742.0554,10742.0554,288783.84,53710.277
"218/431.1742mz/6.43min",236176.8,415688.78,393628,444809.7,78725.6,78725.6,78725.6
"219/271.2278mz/6.51min",17861.1186,5953.7062,5953.7062,5953.7062,29768.531,32771.465,74901.336
"220/335.125mz/6.56min",209276.22,550699.2,348793.7,378734.2,69758.74,69758.74,69758.74
"221/277.1842mz/6.58min",11047.3124,11047.3124,11047.3124,11047.3124,11047.3124,301980.16,55236.562
"222/431.1741mz/6.6min",351952.65,599387.9,586587.75,612249.75,117317.55,117317.55,117317.55
"223/409.1923mz/6.6min",613878.66,1062406.1,1023131.1,1065341.4,204626.22,204626.22,204626.22
"224/472.2008mz/6.6min",245940.672,411560.8,409901.12,430027.25,81980.224,81980.224,81980.224
"225/299.2589mz/6.61min",16763.658,5587.886,5587.886,5587.886,27939.43,36602.89,39216.688
"227/298.2739mz/6.64min",58745.04,121940.21,150057.56,97908.4,19581.68,19581.68,19581.68
"228/301.1408mz/6.65min",959429.76,1792187.2,1599049.6,1671074.6,319809.92,319809.92,319809.92
"230/342.2425mz/6.78min",239928.072,441377.4,608914.44,399880.12,79976.024,79976.024,79976.024
"231/299.2589mz/6.82min",188918.928,62972.976,62972.976,62972.976,314864.88,366405.4,384586.06
"233/283.263mz/6.83min",67946.148,113243.58,148907.88,127692.81,22648.716,22648.716,22648.716
"234/577.3609mz/6.86min",479289.45,1099165.6,798815.75,1054404.8,159763.15,159763.15,159763.15
"235/271.2277mz/6.94min",26033.1516,8677.7172,8677.7172,8677.7172,71876.14,89629.35,43388.586
"237/255.2318mz/6.98min",63823.5,106372.5,163349.73,220949.2,21274.5,21274.5,21274.5
"238/237.2213mz/6.98min",38477.898,64129.83,143574.7,192841.34,12825.966,12825.966,12825.966
"239/337.2346mz/6.98min",171139.428,285232.38,402534.3,547119.1,57046.476,57046.476,57046.476
"240/311.1685mz/7.03min",499488.864,166496.288,166496.288,166496.288,832481.44,1173682.5,850754.7
"243/300.2895mz/7.08min",78230.334,140802.33,199502.31,130383.89,26076.778,26076.778,26076.778
"245/649.4493mz/7.09min",97327.488,162212.48,329316.28,313677.72,32442.496,32442.496,32442.496
"246/605.423mz/7.09min",129932.832,216554.72,424936.44,397836.62,43310.944,43310.944,43310.944
"247/341.266mz/7.09min",194469.672,324116.12,538096.3,477364.78,64823.224,64823.224,64823.224
"248/395.219mz/7.1min",140933.64,234889.4,292170.84,298131.25,46977.88,46977.88,46977.88
"249/561.3969mz/7.1min",157592.268,262653.78,500088.03,461249,52530.756,52530.756,52530.756
"250/517.3708mz/7.1min",170528.85,284214.75,526698.3,470688.94,56842.95,56842.95,56842.95
"251/385.2921mz/7.1min",189971.268,316618.78,521795.2,446131.72,63323.756,63323.756,63323.756
"252/429.3182mz/7.11min",219243.636,365406.06,680825.06,580839.56,73081.212,73081.212,73081.212
"253/473.3445mz/7.1min",189662.34,316103.9,593680.44,494354.88,63220.78,63220.78,63220.78
"255/271.2277mz/7.15min",468521.22,156173.74,156173.74,156173.74,780868.7,949232.94,839216.25
"256/478.2924mz/7.17min",495129.36,998251.8,825215.6,1032750.7,165043.12,165043.12,165043.12
"257/311.1684mz/7.19min",382798.56,127599.52,127599.52,127599.52,637997.6,715764.94,666512.44
"258/368.2581mz/7.21min",274232.94,457054.9,593719.1,523944.75,91410.98,91410.98,91410.98
"259/478.2924mz/7.31min",113081.598,234498.33,188469.33,241368.23,37693.866,37693.866,37693.866
"260/192.9286mz/7.31min",160150.02,53383.34,53383.34,53383.34,311784.62,266916.7,286216.28
"263/372.116mz/7.36min",300909.396,100303.132,100303.132,100303.132,501515.66,531828.56,619239.75
"264/384.9349mz/7.36min",438008.736,146002.912,146002.912,146002.912,866552.4,817074.06,730014.56
"266/248.9602mz/7.36min",955158,318386,318386,318386,1591930,1861787.1,1638125.9
"268/351.1479mz/7.36min",729398.16,243132.72,243132.72,243132.72,1215663.6,1277074.5,1471291.5
"269/353.1423mz/7.36min",14576455.2,4858818.4,4858818.4,4858818.4,24294092,25408332,29129412
"270/421.1296mz/7.36min",385917.936,128639.312,128639.312,128639.312,643196.56,694572.44,840446.3
"271/590.3641mz/7.36min",238367.58,79455.86,79455.86,79455.86,397279.3,401675.75,491919.94
"274/116.9284mz/7.37min",8299434.6,2766478.2,2766478.2,2766478.2,13832391,14321100,17901350
"276/194.9056mz/7.37min",230880.6,76960.2,76960.2,76960.2,390445.78,384801,524093.28
"277/316.9475mz/7.37min",855428.4,285142.8,285142.8,285142.8,1425714,1621893.9,1526970.2
"278/253.2171mz/7.37min",346756.86,115585.62,115585.62,115585.62,577928.1,639184.94,919181.94
"279/452.9223mz/7.37min",197437.332,65812.444,65812.444,65812.444,370720.97,329062.22,483516.22
"281/117.9285mz/7.37min",956962.08,318987.36,318987.36,318987.36,1594936.8,1633992,2067478.5
"283/180.9729mz/7.37min",334858.74,111619.58,111619.58,111619.58,573496.75,558097.9,594722.8
"286/345.2011mz/7.37min",170926.86,284878.1,385844.47,463968.84,56975.62,56975.62,56975.62
"293/237.2213mz/7.37min",515647.8,859413,1070492.8,1270616.2,171882.6,171882.6,171882.6
"294/323.2191mz/7.37min",299244.45,498740.75,697525.8,903897.06,99748.15,99748.15,99748.15
"296/350.1775mz/7.37min",946071.24,1576785.4,2165822.5,2274122,315357.08,315357.08,315357.08
"298/354.1732mz/7.37min",237374.328,395623.88,497457.9,549678.2,79124.776,79124.776,79124.776
"299/80.9479mz/7.37min",272147.028,453578.38,605250.75,696817.56,90715.676,90715.676,90715.676
"303/140.0683mz/7.37min",249593.028,415988.38,469224.88,470809.44,83197.676,83197.676,83197.676
"304/780.5511mz/7.37min",212677.05,354461.75,497442.28,409024.62,70892.35,70892.35,70892.35
"306/438.1196mz/7.38min",585599.736,195199.912,195199.912,195199.912,975999.56,1007481.1,1104920.8
"307/255.2318mz/7.38min",725276.04,1208793.4,1477349.6,1789242,241758.68,241758.68,241758.68
"309/782.5662mz/7.38min",231371.58,385619.3,462327.5,619732.06,77123.86,77123.86,77123.86
"311/716.5221mz/7.37min",154839.702,258066.17,1509334.6,262936.12,51613.234,51613.234,51613.234
"313/369.1369mz/7.44min",646508.94,215502.98,215502.98,215502.98,1077514.9,1112685.1,1188758.5
"314/481.2922mz/7.46min",1294313.1,2157188.5,2751083,2623370,431437.7,431437.7,431437.7
"315/395.3306mz/7.47min",308667.6,514446,694074.94,659403.7,102889.2,102889.2,102889.2
"316/377.3202mz/7.47min",409232.76,682054.6,800180.3,753559.5,136410.92,136410.92,136410.92
"317/192.9286mz/7.55min",10056.6798,3352.2266,3352.2266,3352.2266,16761.133,371135.62,149551.94
"318/283.263mz/7.51min",138818.868,231364.78,335643.38,371229.06,46272.956,46272.956,46272.956
"319/365.266mz/7.51min",443664.3,739440.5,1173794.8,1446709.9,147888.1,147888.1,147888.1
"320/265.2525mz/7.52min",71595.402,119325.67,172764.45,186790.73,23865.134,23865.134,23865.134
"321/299.2588mz/7.52min",55810.482,18603.494,18603.494,18603.494,108396.82,123489.766,93017.47
"324/579.2633mz/7.54min",1610637.6,2684396,2711241.5,3485227,536879.2,536879.2,536879.2
"327/421.1558mz/7.55min",160988.436,268314.06,274436.03,347455.12,53662.812,53662.812,53662.812
"328/557.2812mz/7.55min",237261.696,396491.6,395436.16,506449.12,79087.232,79087.232,79087.232
"330/481.292mz/7.57min",379109.46,631849.1,775738.56,662007.1,126369.82,126369.82,126369.82
"333/192.9286mz/7.61min",116865.612,38955.204,38955.204,38955.204,370662.75,194776.02,195966.19
"334/131.5336mz/7.61min",593567.88,989279.8,2525547.2,2123222.5,197855.96,197855.96,197855.96
"336/410.3048mz/7.62min",198210.732,330351.22,440331.66,440792.5,66070.244,66070.244,66070.244
"341/501.3757mz/7.69min",94168.362,156947.27,396286.84,331307.38,31389.454,31389.454,31389.454
"342/545.402mz/7.69min",70408.0596,117346.766,310210.44,267886.2,23469.3532,23469.3532,23469.3532
"344/250.1777mz/7.7min",154208.838,436824.75,257014.73,324802.44,51402.946,51402.946,51402.946
"346/226.1802mz/7.7min",349324.56,1075306.4,582207.6,849377.25,116441.52,116441.52,116441.52
"349/408.3081mz/7.7min",808089.9,2298667.2,1346816.5,1779712.5,269363.3,269363.3,269363.3
"350/457.3494mz/7.7min",120694.266,201157.11,482692.44,401540.97,40231.422,40231.422,40231.422
"352/299.2587mz/7.71min",263913.6,87971.2,87971.2,87971.2,439856,520452.88,586445.7
"353/273.2575mz/7.7min",180730.56,305999,407141.72,301217.6,60243.52,60243.52,60243.52
"354/740.4045mz/7.74min",225976.818,656183.7,376628.03,731991.75,75325.606,75325.606,75325.606
"355/282.2215mz/7.75min",729348.3,1215580.5,1264124.4,1251248.1,243116.1,243116.1,243116.1
"356/579.2632mz/7.75min",1919574,3367377.5,3199290,3899239.5,639858,639858,639858
"357/421.1559mz/7.75min",391691.364,704944.6,652818.94,821900.8,130563.788,130563.788,130563.788
"358/557.2812mz/7.75min",335251.38,601270.94,558752.3,676706.5,111750.46,111750.46,111750.46
"363/114.934mz/7.77min",662247.12,220749.04,220749.04,220749.04,1140165.4,1103745.2,1126387.2
"364/116.9284mz/7.77min",12609163.2,4203054.4,4203054.4,4203054.4,21015272,21175624,23097268
"365/117.9285mz/7.77min",1460754.6,486918.2,486918.2,486918.2,2434591,2459305.5,2641821.8
"367/194.9056mz/7.77min",282351.636,94117.212,94117.212,94117.212,470586.06,560176.44,544095.44
"368/118.924mz/7.77min",655549.2,218516.4,218516.4,218516.4,1092582,1145068.1,1163879.5
"369/316.9474mz/7.77min",620080.32,206693.44,206693.44,206693.44,1509837.6,1446674.1,1033467.2
"370/353.1634mz/7.77min",873066.54,291022.18,291022.18,291022.18,1455110.9,1626670.9,1704685.9
"371/355.1579mz/7.77min",17148601.2,5716200.4,5716200.4,5716200.4,28581002,31786952,33512482
"372/357.162mz/7.77min",429612.48,143204.16,143204.16,143204.16,716020.8,831731.4,860954.3
"373/384.9348mz/7.77min",289676.82,96558.94,96558.94,96558.94,828340.75,482794.7,505208.78
"374/423.145mz/7.77min",295999.98,98666.66,98666.66,98666.66,493333.3,523753.78,632166.9
"375/452.9221mz/7.77min",131950.536,43983.512,43983.512,43983.512,219917.56,265892.9,282505.16
"379/449.3021mz/7.77min",246196.68,410327.8,550195.75,508390.44,82065.56,82065.56,82065.56
