row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_TJGIp1_3_Run186.mzML Peak area,NEG_TJGIp1_2_Run100.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_2_Run115.mzML Peak area,NEG_TJGIp1_1_Run35.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_3_Run204.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_1_Run32.mzML Peak area,
220,227.12898569704342,3.8398838,,,,,,,,,,,53354.445,54302.67,71861.54,96191.76,97553.11,102636.914,
316,227.96657965309274,4.617275,,,,126,,,,,,,1864855.2,1856723.0,1892019.5,1946134.4,1788537.5,1739281.9,
204,228.066614104399,3.7122993,,,,,,,,,,,789260.9,781096.2,645275.2,910538.56,671936.56,613693.8,
205,228.08770936447561,3.7408426,,,,,,,,,,,36025.625,40842.45,47076.465,48867.254,63414.37,80654.64,
110,228.08780021489827,2.568125,,,,,,,,,,,410979.53,559524.0,417336.62,763329.2,498275.94,753315.44,
312,228.10299812563383,4.5756145,,,,,,,,,,,28046.37,26524.195,14820.186,51319.64,14035.2705,31195.814,
182,228.10300387354755,3.4682658,,,,31,,,,,,,3295407.0,3256057.2,2752322.8,4136092.0,2778229.8,2976978.5,
151,228.10304937719343,3.2405918,,,,148,,,,,,,48593.098,45200.37,32261.426,59512.203,37590.504,39002.047,
669,229.1807930391047,5.8219337,,,,,,,,,,,283329.94,308527.28,243911.11,355148.1,280160.12,352108.28,
317,229.96439121537205,4.617275,,,,126,,,,,,,1817011.1,1804537.6,1841330.0,1900228.4,1746434.4,1694490.5,
216,236.09622849807815,3.8154366,,,,,,,,,,,644271.7,655219.6,831779.3,1837941.5,988463.0,2338922.5,
300,237.09208078021632,4.5244966,,,,,,,,,,,486577.66,554579.56,406936.38,1001436.8,460386.12,646440.3,
115,238.07547562343257,2.6228313,,,,,,,,,,,414468.38,422992.1,319289.47,421771.0,383171.3,332737.47,
282,242.17618915485744,4.3576713,,,,133,,,,,,,431838.06,364109.34,336911.6,365671.44,416621.78,444113.44,
146,243.12375458665247,3.142566,,,,75,,,,,,,31555.365,29022.582,33753.207,40391.58,44311.453,34305.18,
187,243.12379048454451,3.5706737,,,,128,,,,,,,1356567.6,1270470.5,1492608.0,1690858.9,1771047.0,1434981.1,
825,243.19646531143417,6.1962495,,,,59,,,,,,,145531.77,148029.4,136230.9,135343.58,147355.05,131779.14,
913,243.1964721478946,6.4395843,,,,60,,,,,,,845900.9,792820.75,695891.2,691827.6,746841.25,726002.9,
13,244.06723777198212,0.37028077,,,,4,,,,,,,1695768.8,1524038.4,1075205.1,1591407.9,1515794.6,1233077.2,
18,245.0447739619639,0.37185195,,,,4,,,,,,,528965.94,481142.03,405412.22,482924.78,549720.1,404931.62,
171,245.04555248736725,3.3768096,,,,,,,,,,,11725.973,16585.764,0,34641.184,7303.128,15020.875,
232,245.04561033721552,3.966522,,,,,,,,,,,113366.78,127736.55,121498.36,204829.97,141045.3,143889.64,
150,245.09316965513997,3.2057056,,,,119,,,,,,,1487404.9,1537535.1,1527262.2,2200634.5,1903875.4,1819790.5,
278,249.11078585762803,4.3360023,,,,26,,,,,,,464284.84,403626.94,478491.66,458748.38,527548.4,536813.6,
983,249.14967085143053,6.620931,,,,67,,,,,,,899525.5,890137.2,1063337.4,891301.25,1120886.6,830571.5,
385,253.14442342162522,4.8500905,,,,34,,,,,,,387314.75,424886.88,452817.5,471484.62,475084.25,369331.5,
1504,255.23286457097967,7.6850796,,,,9,,,,,,,346602.56,436554.75,388496.56,445209.8,405863.16,505286.3,
2109,255.23293276594927,11.035323,,,,,,,,,,,0,20120.578,0,32531.473,10022.779,8704.602,
174,257.10302241828623,3.447993,,,,116,,,,,,,550958.1,575396.06,811688.1,768722.4,1030088.5,906718.8,
342,257.13940952323145,4.6989136,,,,,,,,,,,787548.2,809417.0,577788.06,1279047.4,1095330.8,823725.44,
1008,257.2123031134685,6.7587547,,,,3,,,,,,,1151326.1,1897459.9,1485788.9,972992.94,1678699.6,892451.56,
947,257.21233232670863,6.54213,,,,104,,,,,,,291214.25,284338.72,231724.45,254412.34,256761.42,251409.66,
306,258.17098462593094,4.55139,,,,,,,,,,,7836718.5,8088308.0,7295707.0,1.1880253E7,8287453.0,1.0603202E7,
157,261.1343419605129,3.2749212,,,,8,,,,,,,272874.7,284292.7,346736.94,272242.34,399631.44,287355.78,
167,261.13436322740466,3.3635156,,,,166,,,,,,,1800617.0,1695386.8,2150559.0,1739980.8,2504456.5,1764719.9,
466,263.07129122952193,5.1563115,,,,7,,,,,,,432876.7,446142.3,367665.38,617189.75,411017.03,475892.62,
2043,265.1477545129897,10.233914,,,,,,,,,,,201520.86,78846.14,97523.94,128692.234,211381.83,123691.47,
711,265.14785751454485,5.9082522,,,,81,,,,,,,1.8265496E7,1.9577662E7,2.554209E7,6.347759E7,1.812229E7,2.0043714E8,
887,265.147957974463,6.3763866,,,,,,,,,,,0,0,0,109616.8,0,666723.25,
427,267.1600965244391,5.03103,,,,,,,,,,,233574.7,221988.89,221974.95,382716.97,249501.69,379452.25,
725,268.14689928180576,5.9230666,,,,,,,,,,,18082.645,34973.637,101268.21,331827.97,0,1123653.9,
384,269.1311482642055,4.8597836,,,,,,,,,,,789685.06,659630.6,601071.1,521467.72,862281.44,287599.0,
166,271.1663410637355,3.3561535,,,,156,,,,,,,365487.2,375543.47,554522.5,735385.3,447603.97,408636.47,
189,271.1664597879621,3.5983093,,,,,,,,,,,757296.7,694976.6,972125.9,905976.25,1134186.9,1039833.4,
562,271.19142366910575,5.4519825,,,,,,,,,,,508468.3,464214.34,481287.6,438384.12,536692.56,424776.25,
744,271.22777687433273,5.97357,,,,53,,,,,,,822841.3,783494.44,664756.5,669389.25,718248.44,547587.8,
1069,271.22791469646035,6.8634567,,,,124,,,,,,,3710140.5,3659568.5,2827939.0,3344036.2,3024431.2,2974864.0,
1140,271.22792451986214,7.0697455,,,,,,,,,,,1.1518835E7,1.0951256E7,8724125.0,9803515.0,9903223.0,8875634.0,
399,272.186719513907,4.912898,,,,155,,,,,,,848236.2,882069.1,818801.3,1299732.2,944072.1,1104299.2,
331,278.13959547639115,4.675183,,,,38,,,,,,,612029.44,640276.75,720725.56,598936.7,853494.25,601322.0,
25,279.0483708222682,0.3952389,,,,,,,,,,,411730.0,624456.75,524563.2,694282.94,409385.97,528499.4,
203,279.05104088201404,3.7021904,,,,,,,,,,,35874.273,41211.664,0,66056.56,0,14298.763,
945,279.16356574418165,6.475359,,,,,,,,,,,0,88861.63,82107.695,19464.695,0,871053.44,
671,280.09778462921184,5.8280454,,,,,,,,,,,1119236.6,1122192.6,1000299.5,1263639.0,908949.25,1021395.06,
729,280.09782270339673,5.935625,,,,55,,,,,,,295894.94,400838.97,267528.4,261086.88,300592.22,182666.92,
197,285.18195174014204,3.688285,,,,135,,,,,,,3366380.2,3571060.8,3473514.2,4751405.0,4016421.5,3884577.8,
236,285.18207679513733,4.006144,,,,141,,,,,,,26378.582,32067.252,26587.322,60083.33,45637.324,46399.98,
641,285.2070538949244,5.745978,,,,,,,,,,,154041.08,132389.97,100406.63,111012.15,131296.75,97822.875,
601,285.20709913144105,5.5990024,,,,,,,,,,,134773.45,135678.38,126927.76,169559.53,144138.95,127028.84,
1276,285.2434308726859,7.358332,,,,25,,,,,,,472662.66,504133.0,493768.28,365118.78,533803.25,424914.56,
1219,285.24347920595585,7.2728214,,,,73,,,,,,,702695.5,675650.75,502807.3,493922.2,565745.4,496138.38,
1149,285.2435002545181,7.104448,,,,,,,,,,,1161222.1,1162358.2,880966.7,920784.4,988631.6,925833.75,
196,286.18537951814193,3.6891744,,,,,,,,,,,470459.28,524765.25,487202.3,664144.0,562625.3,542773.06,
511,286.20234863370666,5.295109,,,,,,,,,,,513594.0,507178.34,528496.6,723689.56,610221.94,739093.44,
556,293.17573724069945,5.4275565,,,,91,,,,,,,555654.3,651939.0,646890.2,709419.1,688009.5,675463.7,
500,293.1758345512695,5.2722054,,,,82,,,,,,,581418.06,620025.94,677687.8,824772.5,774243.3,802417.25,
458,293.175859979627,5.1239033,,,,112,,,,,,,2088378.2,2751548.8,2638617.5,2404999.0,2535913.5,2251248.0,
1064,293.1792943382594,6.872964,,,,,,,,,,,0,1786302.4,2085110.4,3095877.8,38448.67,967635.8,
1109,293.17930336739346,6.927161,,,,,,,,,,,0,2163899.0,903401.06,277263.4,0,3472908.2,
1010,293.17932651610215,6.754342,,,,,,,,,,,1604249.0,566331.0,608935.5,1081279.9,2037219.4,0,
677,293.2121915160032,5.8497396,,,,72,,,,,,,455412.3,527428.7,523454.03,710746.8,532471.44,662823.75,
831,293.21229325739205,6.2325177,,,,172,,,,,,,771535.0,738951.4,710676.3,903829.56,793617.25,1113159.9,
882,293.21229601519934,6.3591228,,,,153,,,,,,,1021564.44,1005863.44,1053190.2,1082506.4,1090592.8,1044088.25,
950,293.21236472014704,6.547581,,,,104,,,,,,,96732.18,80709.266,92502.42,87212.87,99650.13,68962.664,
2103,295.2277029290803,10.940053,,,,,,,,,,,6395.253,8394.924,20411.088,156176.66,6030.812,200732.19,
2114,295.22771914851666,11.124729,,,,,,,,,,,4547.732,159708.08,4390.2886,298234.5,204314.75,54178.285,
1062,295.22773337502855,6.856483,,,,96,,,,,,,104143.875,108738.21,91212.33,114946.66,97711.586,91572.14,
784,295.22777071401987,6.0783696,,,,5,,,,,,,2099740.2,2221747.5,2171095.2,2549633.5,2687865.8,2353396.5,
817,295.22781492971626,6.170698,,,,58,,,,,,,1.2122383E7,1.2705091E7,1.3324205E7,1.431077E7,1.4276428E7,1.351349E7,
996,295.2278360399941,6.667688,,,,145,,,,,,,952192.75,933015.1,880412.06,1013845.56,905259.5,1053188.1,
1308,297.2433885759959,7.437693,,,,107,,,,,,,2381122.5,2783549.2,3727457.5,2558262.5,3993466.2,3595276.2,
1204,297.2434056361169,7.2332816,,,,,,,,,,,138561.7,152898.97,113097.63,97684.35,116156.21,96280.93,
892,297.24340741436873,6.4024143,,,,86,,,,,,,1497300.6,1423478.5,1458827.9,1474664.8,1515172.8,848991.75,
1081,297.24341653458646,6.8921103,,,,,,,,,,,427339.75,487445.2,439977.4,455835.38,403683.97,424738.8,
1132,297.2434225882079,7.0351396,,,,103,,,,,,,172814.12,190365.34,152617.12,160961.2,162006.61,164700.47,
1333,299.2589895972117,7.444738,,,,107,,,,,,,3774763.5,4395339.0,3070003.0,4345392.5,3254199.5,4602514.5,
2113,299.25899333748373,11.093915,,,,,,,,,,,0,23082.848,0,26699.531,67920.4,4256.3887,
1410,299.2590408323584,7.648302,,,,9,,,,,,,1.6153981E7,1.9109874E7,2.8847022E7,1.3252535E7,3.1769386E7,1.9092196E7,
966,299.25917709192225,6.5773664,,,,88,,,,,,,407090.62,411454.38,399648.84,427596.56,399219.53,390752.6,
378,300.087492843417,4.8246017,,,,,,,,,,,87664.05,76485.56,315008.0,122694.24,355020.25,389234.9,
401,300.087621911487,4.923632,,,,111,,,,,,,110218.63,102450.086,224915.86,129710.43,254991.08,306076.47,
263,300.087677306979,4.150604,,,,101,,,,,,,54468.35,55292.04,159821.38,69109.22,179804.25,203717.66,
207,300.1451729417367,3.7523801,,,,143,,,,,,,221658.5,233288.06,317503.25,319688.1,373543.38,481667.6,
218,300.1452162557592,3.800924,,,,152,,,,,,,217648.45,229218.62,143786.39,138702.84,178913.4,235862.69,
1335,300.2623381943791,7.444738,,,,107,,,,,,,701239.1,827081.75,559566.2,813168.4,599182.94,856631.3,
264,301.1656019423536,4.1533265,,,,101,,,,,,,885317.8,839390.7,944291.94,913659.3,1095925.5,855571.9,
245,301.16572048829386,4.0796127,,,,,,,,,,,114785.83,114351.86,125013.836,131633.25,137873.92,121831.05,
1042,301.23836996256773,6.8095303,,,,30,,,,,,,174372.23,154282.02,128097.125,129964.945,139273.23,121625.03,
1006,301.23839657467585,6.6912956,,,,136,,,,,,,922514.3,907150.6,699683.9,840812.6,778527.3,642559.94,
2089,304.9138618558621,10.5784235,,,,105,,,,,,,2190093.0,1872332.2,2037703.2,853268.44,2312090.8,858154.94,
1346,307.19479771280027,7.4091415,,,,,,,,,,,0,347477.28,208947.27,0,0,658807.4,
1209,307.2278028581082,7.264728,,,,,,,,,,,173265.9,185028.06,245022.3,116801.6,299000.6,97007.4,
1028,307.2278973196139,6.764254,,,,,,,,,,,331396.72,334740.66,293525.78,359401.88,263638.78,267581.56,
419,309.1707116200653,4.9971404,,,,24,,,,,,,736130.6,734205.56,726644.7,811634.1,844711.56,695219.4,
274,309.1707594691748,4.323471,,,,,,,,,,,35127.742,37348.574,39682.992,65082.67,53752.1,51647.89,
501,309.1707608706715,5.2722297,,,,82,,,,,,,692206.7,691271.56,766605.94,569373.7,879477.8,777800.4,
270,309.1708115801322,4.229637,,,,,,,,,,,47769.914,51069.86,79019.33,106006.26,96977.875,96844.67,
876,309.17409851145896,6.389695,,,,,,,,,,,1058895.1,461648.28,563272.56,941358.25,1461179.8,0,
920,309.1742136372474,6.4675317,,,,,,,,,,,16479.738,1257248.1,1616321.8,2348297.0,15739.703,1002664.6,
952,309.17423099993255,6.5108557,,,,,,,,,,,0,1092653.4,853675.56,931901.6,0,2790286.8,
499,309.20705572989425,5.2659183,,,,,,,,,,,943538.4,880527.6,1028440.8,1032404.44,1172741.6,1054666.5,
771,309.20714231748383,6.046023,,,,46,,,,,,,726419.0,491893.72,473204.66,453095.28,498163.94,375634.8,
713,309.20720598024894,5.923118,,,,56,,,,,,,108609.38,182822.47,219023.12,219683.64,242823.05,72427.67,
2091,311.1685202637691,10.553818,,,,,,,,,,,379007.34,418460.16,325021.8,0,364255.9,0,
2071,311.1685871623293,10.377896,,,,,,,,,,,160988.69,87473.18,75916.57,463036.53,184562.73,536323.7,
1746,311.1686612742554,8.136217,,,,44,,,,,,,463592.12,791874.4,809542.7,1041060.0,302279.4,685600.56,
888,311.168768811923,6.38835,,,,,,,,,,,462815.4,1723956.9,1733407.9,1872253.1,563628.0,2352272.5,
702,311.2225585325778,5.8915577,,,,50,,,,,,,127258.984,85119.61,119396.99,99792.6,227584.39,125246.93,
561,311.2227108900044,5.45032,,,,74,,,,,,,411319.28,407007.3,451765.0,677686.0,480732.6,743328.3,
593,311.22274719410274,5.5630555,,,,160,,,,,,,540989.06,613350.9,575047.9,750004.94,671169.2,665424.8,
422,311.222748061947,5.002354,,,,24,,,,,,,459197.3,463824.88,391119.44,556516.94,518859.2,457715.97,
483,311.2227505547973,5.218328,,,,142,,,,,,,1261786.4,1327036.9,1328660.4,1428461.1,1354807.2,1320918.9,
832,311.2227643487215,6.2334113,,,,172,,,,,,,567433.5,545493.4,561984.94,667791.9,607340.56,741911.56,
1216,311.2227730781452,7.2419972,,,,,,,,,,,543495.25,512476.06,454805.66,467738.34,638810.25,458246.44,
181,313.1880745596609,3.4647033,,,,31,,,,,,,320887.8,309998.72,496480.34,361547.4,607169.6,485710.5,
1452,313.2383709134299,7.67659,,,,9,,,,,,,634953.9,741956.4,660320.7,736760.06,750207.8,984435.75,
503,313.2384011085057,5.278518,,,,,,,,,,,236686.16,265385.38,185378.38,340356.72,245221.14,259001.92,
868,313.23847541312654,6.319308,,,,,,,,,,,178050.48,173021.23,131729.88,168150.3,148423.27,148328.11,
1185,313.2384995953469,7.167288,,,,,,,,,,,119255.734,155882.72,174319.7,103877.94,190146.62,76190.94,
933,313.2385729726399,6.5107245,,,,,,,,,,,131311.72,111403.81,116987.984,174075.88,133894.67,207592.9,
1397,313.2747410779943,7.5966754,,,,,,,,,,,906298.75,977204.8,590063.06,713152.94,590945.8,646777.4,
1845,313.27477327533546,8.273524,,,,16,,,,,,,152827.12,100315.74,133454.6,132029.08,212361.56,141343.19,
1622,313.27479739106496,7.8684144,,,,,,,,,,,154699.19,176943.02,209813.53,110406.74,211179.03,139204.64,
276,314.1034240196432,4.3351026,,,,26,,,,,,,541857.8,502131.1,365100.84,533041.9,403876.97,390010.94,
170,314.1034877220833,3.3735304,,,,,,,,,,,79237.01,73068.414,55715.266,104262.72,58925.77,63866.51,
699,315.2538414085014,5.8843865,,,,50,,,,,,,1620450.9,1732788.9,1513304.1,1666181.1,1607978.8,1385309.5,
660,315.25389249915503,5.7807064,,,,63,,,,,,,568899.75,536639.9,465385.97,581196.56,525867.44,554574.9,
1123,315.2539625815291,6.998583,,,,70,,,,,,,835313.4,428328.0,920582.25,588183.6,1044232.1,563163.06,
1082,315.2539748100755,6.9017963,,,,92,,,,,,,178936.28,161797.73,137097.94,151264.7,146870.67,129698.83,
1476,321.210268382941,7.658363,,,,9,,,,,,,64968.215,621011.4,529585.3,1632925.6,20525.994,11090.45,
974,321.22004044705653,6.597414,,,,,,,,,,,926093.7,937656.75,976135.3,992560.8,1136333.8,915206.25,
47,323.0788183671029,0.45145628,,,,,,,,,,,316873.38,480742.25,584398.4,569564.06,176387.02,559322.5,
814,323.2227644947873,6.168062,,,,58,,,,,,,4580795.5,4611802.0,4658567.0,4395270.0,4952922.0,3676172.2,
1027,323.2227959205248,6.7648697,,,,3,,,,,,,242991.92,247917.72,242073.62,227572.84,264589.84,173955.36,
1543,323.25902579548347,7.6977005,,,,9,,,,,,,859526.8,969523.94,669922.3,967583.94,816925.56,1232152.9,
1387,323.25909703967477,7.54415,,,,94,,,,,,,104542.31,128442.82,74356.98,109945.24,73174.76,97751.3,
958,323.2592543550084,6.5575294,,,,,,,,,,,48421.75,48076.383,54331.883,70358.03,63844.707,52021.566,
2085,325.18419182416903,10.418955,,,,,,,,,,,86693.38,3499.626,0,514158.6,147921.02,447052.88,
1734,325.1842631246971,8.13202,,,,44,,,,,,,416848.84,619641.7,683232.2,754059.1,674362.2,684430.8,
1078,325.18429222910044,6.840542,,,,,,,,,,,320829.9,2526559.0,2244451.8,1264710.2,269805.97,2310354.8,
1030,325.18431302886637,6.7745094,,,,,,,,,,,440504.6,1374457.1,1320453.4,2476512.2,736864.94,299673.22,
993,325.1843489657648,6.7250466,,,,,,,,,,,1981244.6,480081.03,593481.4,709422.1,2512262.0,230421.92,
1343,325.2383332241937,7.446297,,,,107,,,,,,,404124.22,335659.25,299009.84,438027.97,564168.4,574076.25,
1393,325.2383723188877,7.5753775,,,,,,,,,,,0,191930.92,225929.98,209929.62,0,303473.78,
1534,327.29036356309246,7.692162,,,,9,,,,,,,4281284.5,4846684.0,3281173.5,4920438.5,3875795.0,5861007.5,
1627,327.2903701789829,7.8800874,,,,,,,,,,,254541.12,284655.3,159805.1,207061.25,239428.88,227042.6,
1166,327.2904573041881,7.141142,,,,66,,,,,,,3094678.8,3490019.8,3696227.8,3368227.2,3564071.5,3277715.5,
1702,327.29047066646984,8.0863905,,,,,,,,,,,1051426.9,1622616.8,1833464.0,1292987.9,1649682.9,1566874.9,
533,329.1757325660145,5.355543,,,,,,,,,,,94651.09,128881.59,357382.78,216379.34,383724.44,255634.27,
726,333.1353580415538,5.9057975,,,,,,,,,,,52494.72,187944.56,239414.52,455467.53,53852.59,1219086.0,
1035,333.2202320035611,6.7918053,,,,,,,,,,,608044.0,586758.2,528835.1,660824.8,627659.3,517029.1,
1262,337.20544351325293,7.355671,,,,,,,,,,,0,912550.3,869883.3,2189408.8,88323.59,0,
1368,337.20548671844847,7.449932,,,,,,,,,,,0,1551819.2,1532574.5,577411.1,0,2145063.5,
1235,339.1998290851249,7.3150196,,,,,,,,,,,206831.2,2124730.5,1222860.0,896719.1,219477.64,661088.2,
1201,339.19984491179474,7.207441,,,,,,,,,,,374561.0,817596.06,803273.5,1311582.4,446854.47,159319.12,
1347,339.19997479243716,7.428156,,,,,,,,,,,53643.023,747416.2,612715.6,439416.9,77633.23,2440605.8,
1286,339.25392253887,7.4306474,,,,,,,,,,,4479767.0,6177683.0,4870202.0,7375802.5,3955162.5,5308040.0,
740,341.26950041817395,5.970885,,,,53,,,,,,,151758.66,108094.33,86676.85,143819.8,108760.625,62060.89,
1844,341.2695591339853,8.274293,,,,16,,,,,,,600890.4,404065.75,517064.22,487873.72,780527.7,492110.53,
1227,341.269608689069,7.30916,,,,,,,,,,,219499.39,182735.78,148269.22,135184.45,155592.69,159332.16,
1068,341.26964363529015,6.8626,,,,124,,,,,,,260299.56,256833.22,205369.28,253639.08,232623.81,215142.45,
1849,341.3058745767435,8.287061,,,,,,,,,,,78308.86,124840.12,150695.92,117846.35,131600.94,111513.44,
1293,341.3059273799051,7.403232,,,,,,,,,,,470177.16,549839.06,580031.3,492740.94,587356.75,520335.8,
323,343.22357753821353,4.6695805,,,,38,,,,,,,104308.82,108860.64,214813.52,221656.17,264852.5,336314.12,
353,343.22359846663,4.7693925,,,,,,,,,,,302498.22,328123.44,506390.84,566584.0,635863.06,726595.06,
1304,343.28519419864256,7.424583,,,,107,,,,,,,3112366.5,3994380.2,3409446.5,3806458.8,2869880.0,3851963.2,
