row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_D5-227-C1-b_Run224.mzML Peak area,NEG_D5-227-C1-c_Run227.mzML Peak area,NEG_D5-227-C1-a_Run221.mzML Peak area,Yeast_HE_D5-Ctrl_b_neg_20190515_Run40.mzML Peak area,Yeast_HE_D5-Ctrl_a_neg_20190515_Run37.mzML Peak area,Yeast_HE_D5-Ctrl_c_neg_20190515_Run43.mzML Peak area,
367,116.92839614799102,7.7656646,,,,54,,,,,,,2.0701118E7,1.8743468E7,1.9541244E7,0,0,0,
264,116.9284124537312,7.3659606,,,,3,,,,,,,1.6174894E7,1.562852E7,1.4617879E7,0,0,0,
13,116.97193839527108,0.32510504,,,,,,,,,,,0,0,0,983248.2,593772.5,930963.44,
20,117.01927263095085,0.6835558,,,,,,,,,,,1691605.5,1490164.5,1435797.8,0,0,0,
499,117.92845769894416,8.215739,,,,6,,,,,,,2796048.0,2563135.5,2747092.2,0,0,0,
419,117.92848734919691,7.86933,,,,51,,,,,,,4772604.0,4603745.5,4596033.0,0,0,0,
359,117.92850501212513,7.763928,,,,54,,,,,,,2395448.2,2163593.2,2242064.0,0,0,0,
138,118.06509208309906,5.675162,,,,49,,,,,,,0,0,0,1088992.5,832281.06,1140044.9,
610,118.89950913869147,8.935646,,,,,,,,,,,582173.56,643752.75,2435246.0,0,0,0,
518,118.8995096456938,8.340476,,,,,,,,,,,740417.9,640784.8,1655911.0,0,0,0,
408,118.92399444520835,7.8658566,,,,51,,,,,,,2666075.5,1587553.2,2456289.0,0,0,0,
744,118.92401329013852,10.333964,,,,,,,,,,,491696.97,500635.72,489633.12,0,0,0,
364,118.92401900393487,7.7940736,,,,,,,,,,,851537.6,1006955.25,1018548.0,0,0,0,
486,118.926637734757,8.21048,,,,,,,,,,,635813.56,893309.7,908269.44,0,0,0,
420,118.92664009288092,7.86933,,,,51,,,,,,,1194279.5,1189086.1,1147235.6,0,0,0,
360,118.92665894860575,7.763928,,,,54,,,,,,,594363.5,526810.8,548270.5,0,0,0,
587,118.92665936269645,8.880611,,,,35,,,,,,,3646289.0,3718813.0,3608218.0,0,0,0,
177,119.08557721730396,6.1017194,,,,39,,,,,,,0,0,0,2233152.8,1330526.4,1468033.6,
628,119.94674549502794,8.958356,,,,35,,,,,,,1216097.4,1087543.6,1589161.8,0,0,0,
558,119.94677323152551,8.650365,,,,,,,,,,,5008786.5,4898275.5,4770496.0,0,0,0,
37,120.04446351096699,2.8335507,,,,26,,,,,,,0,0,0,2504766.0,2561646.0,2225040.0,
31,121.02940343532259,2.6497185,,,,,,,,,,,924592.1,839256.4,831143.9,0,0,0,
790,123.90190716731074,10.414145,,,,23,,,,,,,2169043.8,2189107.8,2216186.5,0,0,0,
624,124.99666808247139,8.953126,,,,35,,,,,,,2341712.8,2134124.8,1611457.9,0,0,0,
815,125.98618990855489,10.497533,,,,9,,,,,,,0,0,0,2.1710632E7,2.3375738E7,2.2511954E7,
786,126.88086905605614,10.403477,,,,23,,,,,,,1009441.5,1020882.3,1029602.3,0,0,0,
18,128.95081370508464,0.4231714,,,,,,,,,,,0,0,0,2565770.5,2388062.0,2683212.5,
457,129.97559117568076,7.8902993,,,,,,,,,,,1421031.0,1463203.5,1816714.2,0,0,0,
629,129.9755951411044,8.958356,,,,35,,,,,,,4056280.0,4145494.5,2552114.0,0,0,0,
258,129.97560839441257,7.357199,,,,3,,,,,,,1263397.0,1310261.0,1373791.4,0,0,0,
789,130.52164045572985,10.41111,,,,63,,,,,,,0,0,0,2255533.8,2379528.2,2290723.8,
769,131.53348820498582,10.373242,,,,63,,,,,,,0,0,0,6902001.0,6743107.5,7144073.5,
327,131.53357256762453,7.6078906,,,,,,,,,,,0,0,0,2525547.2,989279.8,2123222.5,
620,132.86770659536776,8.9531,,,,35,,,,,,,1358948.8,1646031.4,1294660.8,0,0,0,
547,132.86772890962857,8.594487,,,,62,,,,,,,3912797.8,3475697.5,3499608.2,0,0,0,
696,132.86773073648195,10.162889,,,,,,,,,,,781992.3,1095104.9,1106775.4,0,0,0,
791,132.8677353341703,10.414145,,,,23,,,,,,,5738963.0,5757868.5,5778516.0,0,0,0,
510,132.90003093829918,8.221106,,,,6,,,,,,,707644.25,606851.4,651842.9,0,0,0,
458,132.90004238674814,7.8937974,,,,29,,,,,,,418539.84,384109.6,592581.5,0,0,0,
604,132.90007588657662,8.937381,,,,21,,,,,,,3518878.8,3472501.2,3353480.0,0,0,0,
583,132.9233254067143,8.86336,,,,35,,,,,,,1.9035716E7,1.849436E7,1.8089664E7,0,0,0,
622,134.86493176157728,8.953121,,,,35,,,,,,,934434.1,1054965.6,766270.7,0,0,0,
550,134.86496949254624,8.599746,,,,62,,,,,,,2423848.0,2347619.8,2221921.0,0,0,0,
697,134.86507544742105,10.161156,,,,,,,,,,,565861.9,535871.1,568142.25,0,0,0,
792,134.86536910680704,10.414145,,,,23,,,,,,,5964802.0,5927047.5,5934994.5,0,0,0,
507,134.8944916273376,8.217479,,,,6,,,,,,,1.2572214E7,1.18519E7,1.2985776E7,0,0,0,
465,134.89450651758776,7.89904,,,,29,,,,,,,8376680.5,7704674.5,1.188108E7,0,0,0,
605,134.89452938599146,8.937381,,,,21,,,,,,,7.06813E7,6.899521E7,6.6591692E7,0,0,0,
635,135.97078806989535,8.961829,,,,35,,,,,,,841882.0,810039.44,804166.9,0,0,0,
561,135.97081291715304,8.667752,,,,62,,,,,,,1581214.2,1351482.6,1430766.4,0,0,0,
532,136.02163129293106,8.420563,,,,,,,,,,,0,0,0,4750310.0,4908357.5,4705572.0,
26,136.03948262867408,1.7421871,,,,14,,,,,,,0,0,0,2152909.8,2348383.2,4251467.5,
793,136.86274867797087,10.4177065,,,,23,,,,,,,1810156.2,1823624.6,1819443.1,0,0,0,
38,138.05508238892747,2.8335507,,,,26,,,,,,,0,0,0,699165.94,729429.0,635383.44,
23,138.0550898729762,1.6896406,,,,,,,,,,,0,0,0,2189070.2,2169571.0,3493681.5,
739,138.99532350947152,10.331832,,,,63,,,,,,,0,0,0,4422416.5,4209994.0,4454389.5,
819,139.01789108739703,10.520473,,,,9,,,,,,,0,0,0,1.0482867E7,1.0097925E7,1.011755E7,
602,139.94437516719566,8.933903,,,,35,,,,,,,6730489.0,6835079.5,6085314.0,0,0,0,
755,139.98787748072073,10.366261,,,,63,,,,,,,0,0,0,2.7495566E7,2.6880322E7,2.7274766E7,
724,140.0681798605458,10.248431,,,,,,,,,,,0,0,0,560391.5,659295.6,596098.6,
407,140.0682495941808,7.864448,,,,46,,,,,,,0,0,0,387615.97,367544.5,402318.38,
297,140.06827301154033,7.374964,,,,7,,,,,,,0,0,0,469224.88,415988.38,470809.44,
29,140.06828125057984,2.4381814,,,,,,,,,,,0,0,0,86922.38,43240.918,86683.18,
56,140.0682886495974,3.7444277,,,,,,,,,,,0,0,0,104845.33,70989.58,104798.42,
749,141.95852633580583,10.333577,,,,,,,,,,,0,0,0,2114861.0,1692146.6,1749764.6,
2,141.95872405827464,0.033175692,,,,0,,,,,,,0,0,0,8401688.0,1.1490568E7,1.0876501E7,
10,141.95873565848458,0.32146966,,,,5,,,,,,,0,0,0,1.4746755E7,8587854.0,5522232.0,
756,141.98332401921644,10.366261,,,,63,,,,,,,0,0,0,1.0441034E7,1.036238E7,1.0472705E7,
585,142.92878445500926,8.875518,,,,35,,,,,,,4152233.5,3798125.0,4366298.0,0,0,0,
7,143.9591174068542,0.31966692,,,,,,,,,,,0,0,0,490633.8,283899.4,840383.1,
1,143.95914080933593,0.03498261,,,,,,,,,,,0,0,0,91169.72,221170.83,248489.75,
758,143.9808681955501,10.368001,,,,63,,,,,,,0,0,0,1370583.1,1370528.0,1361345.8,
589,144.9232821821264,8.891046,,,,35,,,,,,,9.795594E7,8.578585E7,9.594528E7,0,0,0,
699,144.98217381918678,10.175269,,,,12,,,,,,,0,0,0,7507640.0,2.1425664E7,1.5264123E7,
830,145.03525844783022,10.941455,,,,,,,,,,,0,0,0,9413920.0,9211714.0,9322635.0,
595,145.92344007007136,8.90311,,,,35,,,,,,,1.1129447E7,9586882.0,9984277.0,0,0,0,
614,146.96577638072156,8.949616,,,,35,,,,,,,9296579.0,6709578.0,7747127.5,0,0,0,
567,146.9657780880538,8.690837,,,,62,,,,,,,4.810886E7,4.391767E7,4.176698E7,0,0,0,
698,146.9802866973623,10.167393,,,,12,,,,,,,0,0,0,3439236.0,9715590.0,3229767.8,
829,147.03088270169232,10.845201,,,,,,,,,,,0,0,0,5764449.0,5561993.0,5763578.5,
154,147.08046984462675,5.8316307,,,,48,,,,,,,0,0,0,295731.25,233216.47,255060.53,
178,147.08053055948304,6.1017194,,,,39,,,,,,,0,0,0,3.37832E7,2.0449328E7,2.2549684E7,
478,150.88930985464904,8.241894,,,,,,,,,,,411117.12,645634.0,329115.94,0,0,0,
517,150.88933465604626,8.322533,,,,,,,,,,,2730443.5,1795734.9,2220924.8,0,0,0,
603,150.8893376446741,8.935637,,,,35,,,,,,,2595861.5,2758316.8,3689962.2,0,0,0,
750,152.99488280379987,10.343906,,,,63,,,,,,,0,0,0,1759399.0,1670331.0,1536843.1,
816,154.0049389944828,10.497665,,,,9,,,,,,,0,0,0,2515498.2,2444328.2,2517970.5,
25,154.04996796111053,1.7421814,,,,14,,,,,,,0,0,0,1008220.44,1111081.8,2011934.6,
746,154.99016772150532,10.33548,,,,63,,,,,,,0,0,0,3.06347E7,2.7373912E7,2.9119792E7,
781,156.9906075590908,10.378479,,,,63,,,,,,,0,0,0,7892164.0,7797681.0,7868386.5,
712,158.9640622870442,10.230295,,,,28,,,,,,,0,0,0,1906315.6,2624077.2,1869687.1,
783,158.9860313455945,10.381978,,,,63,,,,,,,0,0,0,3095836.5,3042893.8,3145120.2,
3,159.96921900056975,0.034979135,,,,0,,,,,,,0,0,0,4326045.5,4641526.5,4479709.5,
8,159.9692511474247,0.31784472,,,,5,,,,,,,0,0,0,4295066.0,4084891.5,5161697.0,
799,160.84193564886985,10.475337,,,,64,,,,,,,3784531.2,3795407.5,3885011.2,0,0,0,
593,160.9181924911891,8.88411,,,,,,,,,,,3467333.0,897220.2,1016431.7,0,0,0,
573,161.91346405315463,8.746601,,,,,,,,,,,6599059.0,6053890.0,5806507.0,0,0,0,
800,162.83895073207347,10.477112,,,,64,,,,,,,3560525.0,3557681.0,3604284.2,0,0,0,
735,163.99046213743657,10.328528,,,,63,,,,,,,0,0,0,3114640.2,3112184.2,2318191.0,
798,164.83588155814678,10.475334,,,,64,,,,,,,1045578.6,1054206.4,1069497.9,0,0,0,
802,164.92705701863557,10.48243,,,,63,,,,,,,1287744.0,1280670.6,1333648.6,0,0,0,
41,165.05549361552204,3.089609,,,,,,,,,,,770230.7,859388.8,774156.56,0,0,0,
179,165.09111488084397,6.1017194,,,,39,,,,,,,0,0,0,1798361.6,1058426.0,1163049.0,
787,165.9829019781305,10.40416,,,,63,,,,,,,0,0,0,2999492.8,2994280.8,2786776.0,
817,167.01279109961246,10.499281,,,,9,,,,,,,0,0,0,4.570683E7,4.358381E7,4.469897E7,
814,168.0160719200217,10.4940405,,,,9,,,,,,,0,0,0,2426957.2,2303669.5,2340229.5,
619,168.98621439334923,8.956605,,,,,,,,,,,732419.94,460788.25,516588.53,0,0,0,
736,169.97724299348775,10.328528,,,,63,,,,,,,0,0,0,2523196.0,2090951.4,2717459.5,
828,169.9773038008394,10.813591,,,,,,,,,,,0,0,0,4723972.0,1639406.1,1162215.4,
785,170.87068856461437,10.401696,,,,,,,,,,,776447.25,834017.56,841150.56,0,0,0,
831,171.9929344546499,10.990345,,,,,,,,,,,0,0,0,5685771.0,5334411.0,5775479.0,
40,172.09778782856122,3.0324562,,,,,,,,,,,548585.9,450822.56,515014.94,0,0,0,
43,172.1332863110197,3.19013,,,,33,,,,,,,0,0,0,1000862.06,1050209.2,1013033.6,
732,172.95630883965146,10.326572,,,,63,,,,,,,0,0,0,7586959.5,7769538.0,7882801.0,
17,172.97716508604807,0.39007828,,,,,,,,,,,0,0,0,1540978.1,1454416.0,1527799.4,
733,174.9532930730195,10.326572,,,,63,,,,,,,0,0,0,1189366.0,1219012.0,1864198.0,
794,174.95632219737047,10.419799,,,,63,,,,,,,1.4867285E7,1.4976992E7,1.5057382E7,2453941.5,2511086.8,2466169.5,
4,176.98454022260958,0.034979135,,,,0,,,,,,,0,0,0,1022336.06,1047339.4,1035003.7,
9,176.98454962692904,0.3196551,,,,5,,,,,,,0,0,0,933284.5,913744.7,407455.72,
405,180.97279142621497,7.8641148,,,,,,,,,,,332596.06,756743.56,527341.3,0,0,0,
714,180.97283853805175,10.232245,,,,11,,,,,,,1865719.2,1777911.4,1807361.2,0,0,0,
275,180.97284191633128,7.3677115,,,,3,,,,,,,591067.94,602149.94,510395.9,0,0,0,
763,181.01436325547766,10.369756,,,,63,,,,,,,0,0,0,5250397.0,4991951.5,5315389.0,
734,182.98510562868194,10.328315,,,,63,,,,,,,0,0,0,1.9318986E7,1.8995584E7,1.9853678E7,
761,183.00977404215914,10.369751,,,,63,,,,,,,0,0,0,1992402.0,1869142.9,1988661.4,
600,183.93411081240637,8.930412,,,,35,,,,,,,4.0943384E7,3.6912412E7,3.7141024E7,0,0,0,
826,184.002908729641,10.555592,,,,9,,,,,,,0,0,0,6825015.0,6884058.5,6564892.0,
762,184.98545751132562,10.369751,,,,63,,,,,,,0,0,0,8208764.0,8216978.5,8527034.0,
760,186.98088741042093,10.36975,,,,63,,,,,,,0,0,0,3197577.0,3141608.2,3281207.2,
15,186.98101435825677,0.32146966,,,,,,,,,,,0,0,0,146788.0,177004.67,190878.4,
825,191.9461076985093,10.549052,,,,,,,,,,,2761832.8,1894671.6,2463182.2,0,0,0,
751,192.92859036322557,10.348451,,,,,,,,,,,1000845.6,1020900.25,1013156.56,0,0,0,
256,192.92860837608222,7.360316,,,,,,,,,,,23443.078,17145.057,299376.47,0,0,0,
311,192.92863788943916,7.464066,,,,,,,,,,,21861.527,131368.97,266538.88,0,0,0,
44,194.11530587325248,3.19013,,,,33,,,,,,,0,0,0,5608868.5,5550690.0,5752086.5,
421,194.90560164103144,7.86933,,,,51,,,,,,,1059227.2,1006760.5,963333.9,0,0,0,
268,194.90561630719478,7.3659606,,,,3,,,,,,,330704.25,331637.66,276156.16,0,0,0,
133,195.10164424140734,5.6147423,,,,13,,,,,,,0,0,0,753661.0,763165.75,792258.3,
803,195.8106787143943,10.482432,,,,63,,,,,,,385504.94,378389.1,407849.78,0,0,0,
535,195.81071515157922,8.485667,,,,24,,,,,,,5239775.5,5335559.0,5115917.0,0,0,0,
747,196.01669460133292,10.33548,,,,63,,,,,,,0,0,0,1538541.5,1588109.5,1608647.9,
804,197.80772376529055,10.482432,,,,63,,,,,,,488968.56,488673.44,520580.16,0,0,0,
536,197.80776349957344,8.485667,,,,24,,,,,,,6630271.5,6799997.5,6932228.0,0,0,0,
805,199.8047670834102,10.482432,,,,63,,,,,,,220901.11,215864.97,233178.48,0,0,0,
537,199.80482438794505,8.485667,,,,24,,,,,,,3144993.5,3150183.0,3231617.8,0,0,0,
658,199.92906872512285,8.924756,,,,35,,,,,,,1896529.1,1941944.8,1882711.8,0,0,0,
660,200.85863896030753,9.054889,,,,50,,,,,,,1314570.1,849158.7,1356311.6,0,0,0,
584,200.8586692184762,8.866685,,,,35,,,,,,,2962825.2,3240959.8,3171329.2,0,0,0,
51,201.05962880800863,3.6546624,,,,,,,,,,,0,0,0,150574.69,183206.77,383144.03,
820,201.9756361012609,10.522572,,,,9,,,,,,,0,0,0,910274.3,894870.0,944537.5,
572,201.97567951600092,8.724799,,,,,,,,,,,0,0,0,1094939.9,1050704.6,1111101.2,
16,202.18023437985713,0.3863978,,,,,,,,,,,0,0,0,965623.06,828940.25,840620.8,
21,202.18024112306998,0.7063114,,,,,,,,,,,0,0,0,221008.98,183787.23,170202.81,
116,203.06203052001558,5.280399,,,,,,,,,,,0,0,0,289328.8,368459.94,399944.6,
69,203.06207471263846,3.9052315,,,,,,,,,,,0,0,0,175056.88,159196.42,221874.0,
731,205.0170545757708,10.323266,,,,63,,,,,,,0,0,0,6269994.5,6009908.0,6322871.5,
801,205.83948750312524,10.480653,,,,63,,,,,,,1452013.9,1466243.2,1484597.8,0,0,0,
753,207.0174361777268,10.362767,,,,63,,,,,,,0,0,0,5852630.0,5736909.5,5721414.5,
806,207.83651038163825,10.482432,,,,63,,,,,,,1381336.4,1383641.1,1408613.4,0,0,0,
810,208.03925482574527,10.485463,,,,9,,,,,,,0,0,0,2890163.0,2781455.0,2846321.0,
754,209.01285151800357,10.362767,,,,63,,,,,,,0,0,0,2227056.2,2168588.8,2182367.2,
144,211.0754024069105,5.67697,,,,49,,,,,,,0,0,0,1541299.8,1131671.8,1620104.2,
92,211.97068427871758,4.687585,,,,34,,,,,,,0,0,0,4098365.8,3885960.8,4073209.0,
730,213.9827467290967,10.323082,,,,63,,,,,,,0,0,0,3004029.2,2954334.5,2121385.2,
553,213.98289257339138,8.583336,,,,,,,,,,,0,0,0,1185502.4,1994470.4,997182.8,
411,213.9829245018706,7.873421,,,,,,,,,,,0,0,0,1027605.4,1919399.9,1473685.1,
779,215.9837084943381,10.376728,,,,63,,,,,,,0,0,0,1538013.6,1490980.4,1537714.2,
565,216.88024434283273,8.687335,,,,62,,,,,,,2240227.0,1904866.0,2012235.5,0,0,0,
705,216.92269153934384,10.203182,,,,28,,,,,,,0,0,0,2452230.2,3525483.2,1746166.8,
47,217.0420839959052,3.5225315,,,,,,,,,,,660038.75,524772.44,439592.0,0,0,0,
175,217.04214501604932,6.100059,,,,,,,,,,,817927.4,508439.94,487627.25,0,0,0,
28,217.10472265837234,2.2417057,,,,,,,,,,,0,0,0,1119584.6,873157.44,874888.25,
35,217.10711657549123,2.7953131,,,,,,,,,,,0,0,0,251867.11,302399.5,562677.25,
52,217.10713089419266,3.6564724,,,,,,,,,,,0,0,0,96024.46,123977.27,165238.33,
60,217.10721273558502,3.8454866,,,,,,,,,,,0,0,0,56348.49,77007.41,150358.2,
580,217.9007655818924,8.838742,,,,,,,,,,,3218258.8,918095.2,482256.78,0,0,0,
557,218.98596699637537,8.644961,,,,62,,,,,,,2829321.5,2883886.8,2478041.8,0,0,0,
185,219.05700879860242,6.105232,,,,39,,,,,,,0,0,0,1139331.4,647338.25,737153.9,
48,219.05706279792415,3.5234516,,,,,,,,,,,0,0,0,704063.7,472468.16,571939.8,
206,220.11215041661774,6.3073406,,,,31,,,,,,,0,0,0,1579625.2,1028722.6,1622712.4,
386,221.17510545569192,7.7733307,,,,18,,,,,,,0,0,0,323904.6,611463.44,499227.66,
71,222.14644680556896,4.052981,,,,,,,,,,,0,0,0,555364.0,555436.4,540602.9,
728,223.98820929510302,10.313156,,,,63,,,,,,,0,0,0,4126823.8,4378309.0,4118898.0,
824,225.02936185531175,10.545257,,,,9,,,,,,,0,0,0,2297900.0,2080563.0,2227100.2,
139,225.09101887918735,5.675162,,,,49,,,,,,,0,0,0,2506728.2,1899133.2,2575933.2,
76,226.1801232543065,4.3745365,,,,22,,,,,,,0,0,0,117282.11,138396.81,127039.375,
339,226.18015194951076,7.696942,,,,66,,,,,,,0,0,0,582207.6,1075306.4,849377.25,
387,226.18015990412798,7.7733307,,,,18,,,,,,,0,0,0,477243.1,875251.06,677584.6,
716,226.95139997858305,10.233948,,,,28,,,,,,,0,0,0,3827481.2,7775669.0,3718035.5,
681,226.95143402781298,9.937849,,,,,,,,,,,0,0,0,2297287.8,1343061.5,2240422.0,
87,227.96660618892346,4.683395,,,,56,,,,,,,2120627.2,2120846.8,2102406.0,0,0,0,
388,228.1958483300781,7.7733307,,,,18,,,,,,,0,0,0,617810.2,1119824.1,886804.6,
103,228.19589444550067,4.81681,,,,44,,,,,,,0,0,0,135601.77,216914.27,210690.34,
581,229.9007159982773,8.843989,,,,35,,,,,,,9977960.0,9736365.0,1.0028511E7,0,0,0,
94,229.9812724527679,4.687585,,,,34,,,,,,,0,0,0,9201769.0,8713632.0,9118387.0,
97,230.9844951385709,4.687585,,,,,,,,,,,0,0,0,755746.25,722326.3,758790.56,
95,231.979088620557,4.687585,,,,34,,,,,,,0,0,0,9007000.0,8553489.0,8944106.0,
96,232.98231905896486,4.687585,,,,34,,,,,,,0,0,0,762901.06,706129.5,750166.3,
73,233.0725841733212,4.3618855,,,,,,,,,,,0,0,0,316282.84,430908.72,681919.6,
49,233.07260638344323,3.5542364,,,,,,,,,,,0,0,0,61915.23,111962.734,174515.22,
183,235.07120274715103,6.103478,,,,39,,,,,,,0,0,0,755374.6,478825.16,515278.03,
84,236.0805290459165,4.5446835,,,,47,,,,,,,0,0,0,2062183.1,2251770.5,3239293.5,
78,236.1620438374823,4.4469895,,,,,,,,,,,0,0,0,66461.484,82167.91,77752.49,
391,236.16205193617088,7.775116,,,,,,,,,,,0,0,0,325925.53,597995.0,469060.94,
234,237.221258779756,6.9768314,,,,27,,,,,,,0,0,0,143574.7,64129.83,192841.34,
287,237.2212924967455,7.373159,,,,7,,,,,,,0,0,0,1070492.8,859413.0,1270616.2,
46,239.08896620915345,3.3526404,,,,,,,,,,,0,0,0,621064.56,585025.5,785703.9,
797,242.94322024292012,10.452237,,,,63,,,,,,,2209590.0,2163594.0,2135222.2,0,0,0,
546,243.89907385045308,8.594417,,,,62,,,,,,,2.4852612E7,2.3113778E7,2.3418044E7,0,0,0,
86,244.06669896737822,4.548229,,,,,,,,,,,0,0,0,343792.88,392515.88,535368.5,
180,244.0765672812528,6.101717,,,,39,,,,,,,0,0,0,913132.8,497848.2,605505.1,
389,244.19070288955425,7.7733307,,,,18,,,,,,,0,0,0,340914.88,658246.4,528462.7,
63,245.08584556411105,3.8454866,,,,4,,,,,,,0,0,0,465661.06,520364.78,900811.2,
554,245.89457700209618,8.622273,,,,62,,,,,,,9846713.0,9145907.0,9267843.0,0,0,0,
99,247.08825450817008,4.703587,,,,,,,,,,,0,0,0,474250.84,456514.1,599881.7,
