Filename,2024_NEG_CC-Media_1_Run18.mzML,2024_NEG_CC-Media_1_Run54.mzML,2024_NEG_CC-Media_1_Run74.mzML,2024_NEG_CC_1_Run21.mzML,2024_NEG_CC_2_Run48.mzML,2024_NEG_CC_3_Run62.mzML
83/605.0258mz/4.07min,743252.25,720408.1,679434.2,890392.4,670023.4,738648.9
84/438.1768mz/4.15min,737171.94,671623.44,783488.5,114875.92,75901.414,93676.086
86/421.1867mz/4.15min,7143322.0,6908913.0,7291781.5,1159734.9,804098.2,977752.5
87/603.01mz/4.17min,354005.72,320513.6,323042.4,387478.75,308302.4,342897.6
88/419.0263mz/4.18min,321818.72,292426.53,285419.25,327468.75,294482.56,290100.75
89/447.0213mz/4.21min,346492.72,340966.06,304729.28,339719.78,316512.9,332371.66
90/263.0383mz/4.27min,370760.47,355409.88,336472.12,347975.78,334334.7,330672.06
92/282.9837mz/4.4min,372839.25,367039.0,356636.1,397801.0,375756.44,353557.5
93/242.1762mz/4.42min,454055.2,476184.34,423925.6,504428.47,480038.28,483300.25
94/497.0371mz/4.44min,920532.6,891098.1,855317.56,1045720.06,917589.7,1010404.8
95/793.0186mz/4.49min,552297.5,645969.56,824908.94,578193.4,626179.7,961622.25
96/560.999mz/4.49min,356648.84,52823.047,83135.234,86153.47,100456.695,68704.13
99/341.0486mz/4.56min,769819.6,731420.9,720233.25,816816.8,701846.44,743425.94
100/404.0444mz/4.56min,455578.47,430917.06,472300.03,483724.84,442972.72,416306.72
101/422.9768mz/4.56min,811658.5,781681.25,762188.4,861216.7,751914.5,766555.3
103/653.0255mz/4.57min,472876.2,648001.25,710117.7,551684.56,624998.6,842026.56
106/497.0371mz/4.67min,1231582.6,1470514.6,1483060.0,1315325.6,1395156.0,1874843.0
107/228.9699mz/4.74min,482431.5,452592.47,477695.2,494201.06,455355.97,457055.28
108/227.9666mz/4.74min,6235810.0,6008578.5,6047580.0,6061078.0,5891523.0,5632661.0
109/229.9645mz/4.74min,6141723.5,5797708.0,5931467.0,6014812.0,5972596.0,5573851.0
110/230.9678mz/4.74min,502040.44,481220.8,478405.1,476722.94,474965.25,443309.94
111/266.9888mz/4.76min,1636597.2,1497906.2,1466277.5,1691425.6,1532154.0,1368003.4
112/268.9857mz/4.76min,534256.3,494510.3,472073.7,568111.9,515641.25,455835.0
113/637.0305mz/4.78min,3480199.5,4533580.0,4849526.0,4013649.8,4042159.5,5572367.5
116/481.0421mz/4.92min,3987048.2,4435128.5,4513336.0,3987698.8,4070791.8,5142831.0
117/544.0379mz/4.92min,1560393.9,1868738.9,1981453.8,1574437.8,1655809.9,2149699.5
118/426.9678mz/4.97min,8676965.0,9410482.0,8544583.0,10754062.0,10561936.0,9637257.0
119/428.9624mz/4.97min,303575.16,378267.6,319286.0,403793.75,396905.7,366830.4
120/396.2154mz/4.99min,0.0,0.0,0.0,909457.56,536284.44,775604.8
121/397.219mz/4.99min,0.0,0.0,0.0,152305.28,94906.47,131348.61
122/484.2681mz/5.03min,0.0,0.0,0.0,1311657.5,797769.3,1249536.9
123/501.2583mz/5.03min,0.0,0.0,0.0,270422.0,156216.22,254273.72
124/653.0254mz/5.04min,50463.01,59587.9,76167.6,54784.625,58481.97,78698.12
125/396.2154mz/5.1min,0.0,0.0,0.0,2768363.8,1713910.9,2769893.5
126/397.2189mz/5.1min,0.0,0.0,0.0,515677.44,307468.3,516834.34
127/424.2468mz/5.13min,0.0,0.0,0.0,162407.5,51520.05,152315.69
128/484.2681mz/5.14min,0.0,0.0,0.0,3616339.8,2537889.0,3780737.5
129/501.2583mz/5.14min,0.0,0.0,0.0,690669.44,487320.1,743505.94
130/424.2468mz/5.21min,0.0,0.0,0.0,174595.0,83637.05,161953.9
131/214.8799mz/5.28min,213178.03,1304446.0,267963.12,180988.45,172823.66,249797.44
132/241.8989mz/5.28min,130462.44,1610663.0,356379.22,228872.84,285992.38,258810.86
133/187.8609mz/5.3min,107922.086,563962.7,213625.47,111107.55,47199.15,212259.11
134/779.365mz/5.29min,70632.34,21298.58,20426.826,772023.94,432716.03,565327.4
135/424.2468mz/5.55min,0.0,0.0,0.0,804076.6,500993.0,756293.56
136/214.8799mz/5.61min,134985.78,75661.84,1137599.1,29718.564,124110.51,180272.89
137/241.8989mz/5.59min,324283.62,97056.08,2262877.0,159073.42,303515.4,351395.53
138/512.2994mz/5.6min,0.0,0.0,0.0,128773.26,76161.95,122300.74
139/705.3283mz/5.63min,68009.695,25577.787,22592.043,489167.97,264946.7,327699.4
140/424.2469mz/5.66min,0.0,0.0,0.0,3059949.2,2058347.2,3118588.8
141/512.2994mz/5.71min,0.0,0.0,0.0,519598.2,375007.28,535724.9
143/315.2541mz/5.8min,0.0,0.0,0.0,116824.41,66822.36,104149.8
144/562.0038mz/5.83min,64103.527,64402.75,56522.895,59231.617,56904.168,71395.22
145/195.906mz/6.01min,0.0,0.0,0.0,0.0,198852.66,0.0
146/214.8799mz/6.0min,68773.24,134735.53,72440.48,16127.288,777054.6,216166.8
147/241.8989mz/5.96min,314531.12,397361.34,318291.72,262851.7,1409367.0,287083.3
148/187.8609mz/6.02min,0.0,0.0,0.0,0.0,172636.62,0.0
149/315.2541mz/6.01min,11262.858,15142.001,5673.1357,115011.51,74739.94,107926.07
150/265.1479mz/6.02min,510514.5,776412.3,432931.3,580032.0,215177.77,434567.06
151/311.2229mz/6.03min,432052.5,400411.72,416165.12,0.0,0.0,0.0
152/297.153mz/6.07min,406750.53,703972.5,437968.16,395955.84,110417.33,265969.28
153/271.2279mz/6.06min,0.0,0.0,0.0,326082.88,179300.84,254945.56
154/297.153mz/6.14min,337986.5,491787.62,388312.53,331055.12,203168.47,234035.16
155/452.2782mz/6.13min,0.0,0.0,0.0,930154.94,628842.3,912900.4
156/315.2541mz/6.14min,0.0,0.0,0.0,427414.44,236347.86,343795.9
157/540.3308mz/6.19min,0.0,0.0,0.0,141203.97,98026.41,145578.94
158/452.2782mz/6.24min,0.0,0.0,0.0,5552533.5,3698379.8,5394294.0
159/478.2939mz/6.3min,0.0,0.0,0.0,3028820.2,1575212.0,2638266.0
160/540.3309mz/6.3min,0.0,0.0,0.0,962392.06,768470.1,1034304.5
161/480.2991mz/6.3min,0.0,0.0,0.0,110371.08,53516.062,92865.33
162/566.3466mz/6.37min,0.0,0.0,0.0,405563.7,244704.3,382524.7
163/271.2279mz/6.39min,0.0,0.0,0.0,311101.3,202246.3,241514.03
164/957.5953mz/6.41min,0.0,0.0,0.0,480843.44,162516.58,467697.62
165/478.2939mz/6.41min,0.0,0.0,0.0,11101540.0,6233555.0,10607851.0
166/480.2991mz/6.41min,0.0,0.0,0.0,410062.38,241661.5,375621.4
168/566.3466mz/6.47min,0.0,0.0,0.0,2011159.4,1302038.1,2015869.9
169/297.2436mz/6.48min,30689.91,26520.266,29769.15,184996.92,104478.22,140608.97
170/590.1196mz/6.5min,524695.2,540174.9,556753.94,698235.94,581986.1,543353.6
171/573.1293mz/6.5min,242176.97,244228.95,265173.4,354637.03,294492.62,291222.03
173/311.1687mz/6.53min,1421856.9,1981558.8,1645582.6,1737269.8,996377.56,1040250.3
174/506.3252mz/6.57min,0.0,0.0,0.0,93383.7,42075.996,93380.98
175/297.2436mz/6.61min,0.0,0.0,0.0,705437.75,385062.38,588924.56
176/654.1321mz/6.62min,658553.7,695528.6,719981.6,581853.06,503467.03,456634.3
177/637.1419mz/6.63min,208494.94,249824.58,260762.36,742697.44,601160.5,607186.3
178/311.1687mz/6.64min,974930.3,1225817.2,1100874.5,1119345.5,769201.5,845185.9
179/634.4456mz/6.7min,0.0,0.0,0.0,369355.9,1579137.0,522098.38
180/299.2592mz/6.68min,0.0,0.0,0.0,3388781.8,2094375.1,2726822.8
181/300.2626mz/6.68min,0.0,0.0,0.0,635136.06,394256.47,537180.06
182/573.1293mz/6.68min,142856.73,171168.64,159445.64,941699.8,713468.5,713067.56
184/520.3046mz/6.68min,0.0,0.0,0.0,619270.9,116308.875,434940.44
185/297.2436mz/6.71min,0.0,0.0,0.0,512959.03,280110.88,388409.72
186/480.3096mz/6.71min,0.0,0.0,0.0,286617.2,170661.86,255503.1
187/701.1544mz/6.71min,132437.38,167018.61,177470.55,494174.22,379687.0,414025.75
188/635.4489mz/6.74min,0.0,0.0,0.0,222824.84,481375.47,798919.9
189/481.313mz/6.71min,0.0,0.0,0.0,64564.203,29706.723,54680.31
190/718.1445mz/6.72min,535094.25,591679.56,581802.75,480480.12,511589.5,432678.16
192/590.1195mz/6.74min,263325.88,548496.1,304249.6,490574.34,423334.53,358289.6
193/295.2279mz/6.77min,0.0,0.0,0.0,635072.9,420324.03,733403.8
194/634.4456mz/6.8min,0.0,0.0,0.0,1081319.0,495835.03,2177745.5
195/782.1569mz/6.8min,373075.9,430411.1,433655.62,445723.06,453937.53,381696.1
196/765.167mz/6.81min,71698.13,97253.87,107657.914,172986.48,148000.11,137694.28
197/654.1321mz/6.82min,1724834.5,1836968.9,1879147.2,2064544.8,1920280.2,1705146.6
198/481.3129mz/6.82min,0.0,0.0,0.0,435096.6,273035.9,376125.8
199/297.2436mz/6.83min,0.0,0.0,0.0,64958.69,36413.973,48204.07
200/480.3096mz/6.83min,0.0,0.0,0.0,1841383.1,1111156.0,1604569.0
201/565.2874mz/6.83min,0.0,0.0,0.0,63614.79,40421.87,62948.715
202/637.1419mz/6.83min,526783.7,447940.84,729633.7,1089877.2,879505.8,864786.06
203/506.3252mz/6.84min,0.0,0.0,0.0,73450.65,29290.664,67937.4
204/846.1694mz/6.89min,273153.03,285747.12,279870.06,264970.97,259154.84,210270.86
206/299.2593mz/6.88min,5963.6836,5290.9995,0.0,1381080.1,789359.4,1129585.2
207/718.1446mz/6.92min,2062879.9,2131508.8,2111458.8,2079944.8,1988720.1,1797253.2
208/701.1544mz/6.93min,518124.9,769562.06,795859.1,1460637.8,1087938.4,1153093.6
209/634.4456mz/6.89min,0.0,0.0,0.0,2215181.0,367107.66,741169.1
210/506.3252mz/6.95min,0.0,0.0,0.0,350362.84,155509.84,330003.3
211/893.1922mz/6.97min,0.0,27913.385,42407.164,130107.67,88092.734,101601.46
212/765.1668mz/6.97min,363466.75,636623.25,625515.25,1274761.0,978850.2,1051485.1
214/910.182mz/6.99min,163221.5,166397.72,180067.72,166454.08,128955.56,165948.08
215/782.157mz/6.99min,1653984.4,1720511.0,1748828.4,1539943.1,1502992.6,1321836.4
216/637.1418mz/7.02min,118526.945,254818.08,263331.44,378073.94,303270.38,297694.16
217/325.1844mz/7.04min,1414982.1,1381738.2,1182744.5,1551514.4,559043.25,249968.67
219/271.2279mz/7.02min,26276.9,32969.836,27994.75,107667.586,64508.71,98072.875
221/974.1943mz/7.03min,118227.52,127319.4,101463.51,107611.22,105920.06,79763.15
222/297.2435mz/7.05min,0.0,0.0,0.0,56548.3,32786.95,42907.766
223/846.1693mz/7.05min,1129336.0,1307499.2,1203573.8,1345833.6,1181344.4,1034757.06
224/829.1793mz/7.05min,232793.86,444147.88,510779.16,560772.94,697226.44,516600.7
226/1131.5713mz/7.07min,0.0,0.0,0.0,391379.3,227956.94,306260.06
227/565.2823mz/7.07min,0.0,0.0,0.0,4275468.5,3070236.8,3672834.5
228/628.2779mz/7.08min,0.0,0.0,0.0,541845.3,399700.44,474629.47
229/701.1544mz/7.08min,281405.16,621188.7,648374.5,633211.5,594818.6,503871.22
231/718.1446mz/7.1min,1046881.56,996291.25,993654.9,1018797.2,944577.1,920326.56
232/893.1918mz/7.11min,147340.64,366801.38,354322.53,406572.78,359201.22,329077.0
233/910.1819mz/7.11min,760883.25,829623.06,798930.6,1033536.75,970170.44,921434.94
234/782.157mz/7.14min,1283077.1,1247259.8,1113899.9,1433329.9,1154045.8,1226037.1
235/765.1668mz/7.14min,318463.8,821451.06,885946.44,842092.8,658899.6,569113.25
236/974.1943mz/7.15min,591279.3,517552.6,571138.5,637664.1,544151.2,579330.7
237/957.2041mz/7.15min,85308.336,259349.1,248557.28,243276.08,227653.95,191187.2
238/750.5292mz/7.18min,0.0,7339618.0,5724831.0,0.0,5020343.5,55678.727
239/846.1693mz/7.2min,1152150.5,1032699.06,1016805.94,1189718.9,1027176.0,1102724.8
240/829.1793mz/7.22min,269145.75,837101.94,800923.3,727205.6,810228.7,601849.06
241/1021.2165mz/7.2min,36926.984,187220.12,176974.94,94627.56,126281.734,104691.37
243/421.2264mz/7.22min,1543095.5,1354569.5,1366709.8,1746980.5,1348720.8,1459535.8
244/271.2279mz/7.23min,16963.104,27517.48,23091.701,110824.055,19309.414,44293.64
245/325.1844mz/7.23min,707378.7,656438.9,586616.8,771818.06,386909.53,501402.4
246/910.1819mz/7.25min,920664.75,836139.9,807910.25,812440.2,670823.94,695453.3
247/893.1917mz/7.26min,208345.1,687881.4,728906.44,959961.4,949905.25,798476.25
249/974.1942mz/7.3min,605807.1,656602.9,618903.7,526122.8,403348.22,248745.39
252/327.127mz/7.3min,0.0,0.0,0.0,684717.25,428707.94,579598.2
253/116.9286mz/7.33min,824096.44,729084.9,745948.25,631202.44,839607.25,425759.62
255/134.8947mz/7.34min,191317.61,253075.06,441822.44,970854.1,489083.0,694814.2
257/957.204mz/7.31min,151072.47,576965.4,581705.5,986759.4,949056.3,790959.75
258/701.1543mz/7.32min,0.0,78661.99,98036.62,192599.95,165374.25,139067.83
259/1021.2163mz/7.34min,86789.15,432230.5,450575.6,734050.25,698108.94,589618.4
260/245.8947mz/7.32min,76685.266,0.0,0.0,12518.979,0.0,147436.88
261/195.8109mz/7.36min,0.0,0.0,0.0,0.0,0.0,212913.92
262/197.8079mz/7.36min,0.0,0.0,0.0,0.0,0.0,278545.7
263/243.8995mz/7.34min,478428.8,73165.37,62500.375,123518.81,42743.773,358852.88
264/782.157mz/7.36min,152883.02,147490.23,168418.52,182637.08,117734.69,146332.42
265/765.1668mz/7.36min,27418.176,199873.19,220917.45,308910.38,327568.9,251471.95
266/717.5272mz/7.42min,0.0,10754722.0,1438815.9,0.0,995696.94,0.0
267/716.5239mz/7.39min,0.0,21377418.0,20885016.0,0.0,2619304.5,65482.46
268/846.1694mz/7.4min,181452.5,189281.94,199889.48,240288.77,171629.27,204489.31
269/829.1793mz/7.4min,47982.93,253535.8,290375.5,359697.16,332707.75,217189.1
270/447.3075mz/7.46min,0.0,0.0,0.0,169792.36,111865.5,174851.34
271/910.182mz/7.43min,187891.19,249593.8,216366.47,245553.72,194867.58,191937.72
272/430.3172mz/7.46min,0.0,0.0,0.0,272284.72,269242.6,231416.16
273/893.1917mz/7.44min,45863.645,291317.5,322252.84,486137.25,463943.2,394202.44
274/694.4669mz/7.44min,0.0,0.0,0.0,17336508.0,8635586.0,15176437.0
275/711.457mz/7.44min,0.0,0.0,0.0,2306088.8,744679.8,1987839.0
276/974.1941mz/7.45min,205678.16,203266.56,234966.17,148274.03,147046.16,115553.2
277/957.2039mz/7.46min,35653.51,314503.56,330942.75,577123.25,509992.34,492055.88
278/1021.2163mz/7.48min,36438.9,294263.12,281097.78,537783.75,440395.12,415731.0
279/717.5272mz/7.53min,0.0,2260340.5,9158775.0,0.0,1673930.9,0.0
280/430.3172mz/7.52min,0.0,0.0,0.0,476947.94,239915.45,319809.8
281/447.3075mz/7.53min,0.0,0.0,0.0,421367.6,214176.55,308145.88
282/161.9136mz/7.55min,568924.5,468483.75,409192.7,571088.25,455602.4,358223.8
283/744.5548mz/7.58min,0.0,6285295.5,1280532.8,0.0,0.0,5090.6807
284/134.8947mz/7.59min,599277.4,475241.56,771033.6,2355043.2,2061461.2,1914831.9
286/501.3546mz/7.59min,0.0,0.0,0.0,2889139.2,1496521.6,2334772.8
287/484.3644mz/7.6min,0.0,0.0,0.0,1209560.2,590624.4,917544.1
288/299.2592mz/7.6min,0.0,0.0,0.0,517657.3,297108.78,436065.16
290/122.9758mz/7.68min,0.0,0.0,0.0,129808.84,86957.734,93194.33
291/455.2106mz/7.68min,0.0,0.0,0.0,1022370.25,546547.8,801581.94
292/716.5239mz/7.64min,0.0,2776036.0,4065058.0,0.0,11403737.0,111853.65
293/186.9706mz/7.71min,10743.104,92037.56,120549.54,264990.75,228435.4,247537.62
294/116.9286mz/7.73min,2052267.8,1607187.6,1562418.0,3511324.0,2529460.8,2993136.2
295/115.9208mz/7.72min,941693.0,947389.25,1111488.5,1454585.4,868638.5,2500541.5
297/134.8947mz/7.71min,1204715.9,919789.5,436162.44,2403186.8,2294143.8,2298602.8
299/161.9136mz/7.72min,369761.66,232972.16,400479.0,413790.38,414419.94,730192.1
300/299.2592mz/7.77min,0.0,0.0,0.0,96527.62,12159.191,20990.783
301/720.4824mz/7.8min,0.0,0.0,0.0,601669.75,565953.06,890286.0
302/100.9337mz/7.86min,442760.06,1370036.8,725656.94,661730.56,743749.5,2152338.0
303/161.9136mz/7.83min,653377.94,270991.25,409684.12,363944.34,313101.78,322473.06
304/116.9286mz/7.84min,12393366.0,9459970.0,9250374.0,2649981.5,2341646.5,2326403.0
305/115.9208mz/7.84min,2716332.5,2872983.5,2125517.5,5156863.0,3592083.5,5494121.0
307/355.1579mz/7.84min,185620.92,59089.965,46117.81,5181977.5,2858076.0,3674641.2
308/186.9706mz/7.84min,87716.66,256084.97,250572.06,395209.28,355512.16,393394.06
309/578.3829mz/7.84min,0.0,0.0,0.0,537635.8,281214.78,451221.06
310/144.9235mz/7.87min,2207950.2,1668841.6,1684144.0,3223718.5,2571170.5,2811093.0
311/122.9758mz/7.87min,0.0,5013.757,0.0,190800.8,130429.98,108767.945
312/703.5632mz/7.85min,0.0,0.0,0.0,204662.1,126549.28,147436.88
313/134.8947mz/7.85min,1570173.4,3109408.5,815535.2,1313767.5,1313725.6,1422707.4
315/685.5011mz/7.86min,0.0,0.0,0.0,196996.38,118310.266,140590.67
316/634.4455mz/7.92min,0.0,79115.58,42419.445,17272704.0,9653180.0,14152182.0
318/567.4017mz/7.93min,0.0,0.0,0.0,644376.44,375720.56,402892.1
320/685.5011mz/7.93min,0.0,0.0,0.0,1384855.6,1021663.5,1071591.6
321/100.9337mz/7.97min,1048909.5,1955329.6,440016.25,1346549.8,1618283.8,1891711.1
322/122.9758mz/7.95min,0.0,0.0,0.0,259761.42,188347.1,236951.31
323/180.9812mz/7.9min,0.0,28084.541,72272.47,234355.89,203267.44,295909.3
324/281.2486mz/7.94min,0.0,0.0,0.0,400204.72,137909.22,223156.5
326/668.5111mz/7.94min,0.0,0.0,0.0,517202.06,173843.86,257369.77
327/383.1776mz/7.94min,0.0,0.0,0.0,487479.2,254442.86,327749.84
330/379.1792mz/7.94min,0.0,0.0,0.0,614135.0,316152.62,443947.94
331/381.1737mz/7.94min,0.0,0.0,0.0,12026891.0,6593789.0,8592809.0
332/186.9706mz/7.95min,59611.477,279871.1,156907.08,578678.75,546710.2,577833.9
333/115.9208mz/7.98min,1885097.5,3296047.5,1143598.4,5215941.5,4280714.5,5161455.5
334/144.9235mz/7.99min,2721741.8,1964439.4,2003131.4,3009317.8,2621249.8,3623765.0
335/703.5632mz/7.96min,0.0,0.0,0.0,318556.75,234166.16,306740.06
338/134.8947mz/8.01min,1565606.4,511641.12,921579.44,2651161.5,2377956.5,2567694.0
339/161.9136mz/7.96min,625335.75,398203.4,279730.94,431427.06,360505.9,429453.44
340/720.4822mz/7.99min,0.0,0.0,0.0,80359.63,6244.365,121732.8
341/134.8947mz/8.07min,1683286.6,1007358.56,643762.7,1968338.2,1925549.8,1645648.4
342/742.5395mz/8.08min,0.0,4822725.5,4365545.0,0.0,702190.06,0.0
344/186.9706mz/8.11min,163860.03,322023.03,313540.66,318090.03,302207.12,207863.12
345/100.9337mz/8.07min,1855549.6,3793995.0,675002.5,759258.7,592429.1,1140582.0
346/529.3859mz/8.07min,0.0,0.0,0.0,1635350.4,752821.75,1209784.9
347/669.5061mz/8.07min,0.0,0.0,0.0,649242.75,311647.12,449642.0
348/512.3957mz/8.08min,0.0,0.0,0.0,432822.66,219883.14,325990.62
349/652.516mz/8.08min,0.0,0.0,0.0,322104.06,153865.92,212090.19
350/660.4613mz/8.11min,0.0,0.0,0.0,6925559.0,4180439.0,5830251.0
351/665.4403mz/8.18min,0.0,109354.01,697041.9,0.0,0.0,0.0
352/115.9208mz/8.19min,22956276.0,18390328.0,3097980.0,1109313.1,1309689.5,3272745.2
353/100.9337mz/8.21min,5787218.0,795094.4,984094.8,1755621.1,895883.75,450734.94
354/683.4854mz/8.18min,0.0,0.0,0.0,891626.9,440251.56,592989.5
355/667.4909mz/8.21min,0.0,0.0,0.0,287403.12,165385.25,208250.97
358/100.9337mz/8.27min,1949023.9,4204680.0,5465797.0,805405.94,1220602.0,2495451.2
362/703.5633mz/8.28min,0.0,0.0,0.0,2041118.4,1413211.8,1662352.1
363/180.9812mz/8.31min,44881.953,103006.25,136601.33,221794.52,195598.72,313835.38
364/381.1949mz/8.28min,0.0,0.0,0.0,290946.12,125091.016,198975.56
366/650.5002mz/8.28min,0.0,0.0,0.0,374424.53,66065.734,148996.69
369/186.9706mz/8.33min,343102.28,142165.0,527509.6,1379549.6,1402241.4,1461867.8
370/383.1893mz/8.28min,138783.19,104686.17,81722.69,6036727.5,2595960.8,4178555.2
371/115.9208mz/8.28min,4010668.2,5247871.5,18440454.0,15939919.0,11631265.0,10189245.0
372/122.9758mz/8.32min,24090.814,29717.36,5698.798,277312.34,171340.14,199805.2
374/134.8947mz/8.29min,1607085.2,3052754.2,5517853.5,5096363.0,3577977.2,5017768.0
375/683.4855mz/8.29min,0.0,0.0,0.0,476523.2,304177.78,341733.22
377/144.9235mz/8.31min,13417294.0,10864106.0,10769115.0,8339973.0,7705497.0,7372342.0
378/161.9136mz/8.31min,510288.72,701128.9,648384.94,1030833.75,905500.25,1320749.2
379/100.9337mz/8.32min,1092597.6,2772637.5,3341746.5,1122458.5,691006.7,1675860.0
380/667.4906mz/8.28min,0.0,0.0,0.0,1188587.5,913566.8,966859.6
382/648.4607mz/8.39min,0.0,0.0,0.0,443367.1,327589.84,405531.06
384/134.8947mz/8.4min,9571101.0,2419678.2,2318082.0,1913497.9,1840936.1,2364712.2
385/161.9136mz/8.41min,5685793.5,3046384.8,2713872.2,902665.4,1064480.1,1150611.6
387/186.9706mz/8.41min,482011.4,726477.7,747682.3,350417.66,826025.6,486124.03
388/683.4851mz/8.41min,0.0,0.0,0.0,170900.12,107201.21,205609.45
389/100.9337mz/8.38min,868866.6,1330634.2,461190.38,840325.1,822099.0,264724.84
390/711.457mz/8.43min,0.0,0.0,0.0,418797.16,289699.66,446058.9
391/665.475mz/8.44min,0.0,0.0,0.0,560801.0,315234.78,430254.75
392/697.5374mz/8.46min,0.0,0.0,0.0,615398.6,346648.7,445378.47
393/100.9337mz/8.42min,701282.4,460505.47,943681.2,599070.4,810787.75,694925.1
395/652.5163mz/8.48min,0.0,0.0,0.0,184652.77,74929.375,137143.22
396/669.5064mz/8.48min,0.0,0.0,0.0,1815548.1,840940.1,1372063.6
398/583.433mz/8.51min,0.0,0.0,0.0,606330.1,339381.62,489031.56
400/711.5167mz/8.54min,0.0,0.0,0.0,1094673.4,655353.0,801634.9
401/146.9659mz/8.53min,19083320.0,12796357.0,3116247.2,1077917.4,1487607.9,795263.0
402/221.8746mz/8.62min,2857266.8,4567691.5,4650669.5,1260835.2,1532948.1,1362741.0
403/223.8723mz/8.61min,2031791.9,3253303.2,3300927.0,904012.94,1128217.9,798143.75
404/1035.7314mz/8.59min,0.0,0.0,0.0,1313194.6,372446.47,1203093.2
405/248.8936mz/8.62min,12497570.0,4106182.2,3943007.5,2021043.0,2318880.0,2358224.0
406/683.5216mz/8.59min,0.0,0.0,0.0,432212.72,169439.0,366309.2
408/250.8917mz/8.64min,5518471.0,1829081.5,1797804.5,900798.0,1136388.5,1028378.3
410/695.5218mz/8.62min,0.0,0.0,0.0,1005657.6,577640.75,677596.1
411/697.5366mz/8.62min,0.0,0.0,0.0,706354.06,372323.44,529036.4
412/499.3753mz/8.63min,0.0,0.0,0.0,902901.0,435408.2,756183.06
415/655.5634mz/8.68min,0.0,0.0,0.0,5740539.5,2980280.8,4364645.5
417/717.5792mz/8.72min,0.0,0.0,0.0,1205468.6,883646.2,713159.9
418/245.8948mz/8.73min,10194107.0,7792976.0,8498430.0,6012013.0,5680209.0,5271789.0
419/243.8993mz/8.73min,26420690.0,20319792.0,22048624.0,15627318.0,14672924.0,13773033.0
420/651.4955mz/8.73min,0.0,0.0,0.0,607114.94,458840.16,494360.16
421/711.5162mz/8.74min,0.0,0.0,0.0,340811.53,156473.5,209729.77
422/709.5012mz/8.74min,0.0,0.0,0.0,697393.6,222327.19,272709.4
423/695.5203mz/8.75min,0.0,0.0,0.0,571011.0,218527.86,308606.53
424/693.5062mz/8.75min,0.0,0.0,0.0,1649538.6,660783.75,785434.06
425/186.9058mz/8.76min,7505236.0,5627421.0,6033905.5,5738327.5,4949710.0,4821247.0
426/694.5094mz/8.76min,0.0,0.0,0.0,697547.75,264723.72,271715.28
427/221.8746mz/8.75min,577480.6,1375505.8,537606.6,3821850.5,4302809.5,3934483.8
428/223.8723mz/8.72min,370492.25,996628.3,1168027.2,2715464.5,3088502.2,2839537.0
