row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_D5-211-C3-b_Run149.mzML Peak area,NEG_D5-211-C3-c_Run152.mzML Peak area,NEG_D5-211-C3-a_Run146.mzML Peak area,Yeast_HE_D5-Ctrl_b_neg_20190515_Run40.mzML Peak area,Yeast_HE_D5-Ctrl_a_neg_20190515_Run37.mzML Peak area,Yeast_HE_D5-Ctrl_c_neg_20190515_Run43.mzML Peak area,Unnamed: 19
708,114.0164663177275,10.371555,,,,22.0,,,,,,,0.0,0.0,0.0,1105818.0,1043150.6,1113333.8,
559,114.9340388070095,8.953705000000001,,,,40.0,,,,,,,5469987.0,5732924.0,5327160.0,0.0,0.0,0.0,
417,114.9340411393054,7.878572999999999,,,,7.0,,,,,,,2027686.9,1894282.2,2118586.2,0.0,0.0,0.0,
575,115.92065732348749,8.962447000000001,,,,40.0,,,,,,,363652320.0,399729200.0,402231840.0,0.0,0.0,0.0,
728,115.96396473687366,10.383458000000001,,,,22.0,,,,,,,0.0,0.0,0.0,2001137.5,2156360.2,2425267.5,
394,116.92841481686511,7.875334,,,,7.0,,,,,,,38543800.0,35753150.0,40500460.0,0.0,0.0,0.0,
13,116.97193839527107,0.32510504,,,,,,,,,,,0.0,0.0,0.0,983248.2,593772.5,930963.44,
21,117.01928242860876,0.6834646,,,,,,,,,,,3017475.0,4149555.8,4694477.5,0.0,0.0,0.0,
395,117.9285249616296,7.875334,,,,7.0,,,,,,,4464483.5,4131375.0,4663169.0,0.0,0.0,0.0,
135,118.06509208309906,5.675162,,,,17.0,,,,,,,0.0,0.0,0.0,1088992.5,832281.06,1140044.9,
552,118.89952828919772,8.948646,,,,,,,,,,,1897776.2,497390.8,1970429.4,0.0,0.0,0.0,
476,118.8995433301618,8.348155,,,,,,,,,,,1350145.9,623446.9,1439682.9,0.0,0.0,0.0,
349,118.924022594918,7.7723603,,,,35.0,,,,,,,1067268.2,1071374.4,1041955.56,0.0,0.0,0.0,
396,118.92402365266945,7.875334,,,,7.0,,,,,,,654059.94,592942.6,654128.94,0.0,0.0,0.0,
471,118.92406939733765,8.305678,,,,,,,,,,,135199.4,31689.702999999998,169514.17,0.0,0.0,0.0,
669,118.92407905920072,10.272504,,,,,,,,,,,553013.44,522137.53,557984.3,0.0,0.0,0.0,
561,118.9266727921904,8.953705000000001,,,,40.0,,,,,,,3005887.0,3093536.2,2934972.2,0.0,0.0,0.0,
339,118.92667525777313,7.7723603,,,,,,,,,,,407085.12,644127.0,386990.06,0.0,0.0,0.0,
397,118.92667976015724,7.875334,,,,7.0,,,,,,,809463.94,1048212.4,828325.94,0.0,0.0,0.0,
172,119.08557721730395,6.1017194,,,,53.0,,,,,,,0.0,0.0,0.0,2233152.8,1330526.4,1468033.6,
565,119.9467541104106,8.964191,,,,,,,,,,,1048726.0,1013546.1,1119535.5,0.0,0.0,0.0,
507,119.94679287722666,8.578125,,,,,,,,,,,5486129.0,5505316.5,5562532.5,0.0,0.0,0.0,
37,120.044463510967,2.8335507,,,,11.0,,,,,,,0.0,0.0,0.0,2504766.0,2561646.0,2225040.0,
732,123.90197394499607,10.4120035,,,,49.0,,,,,,,1873688.8,2057761.1,1842878.0,0.0,0.0,0.0,
596,124.99666810236776,8.969434,,,,40.0,,,,,,,1290859.0,1214112.4,1500401.1,0.0,0.0,0.0,
757,125.98618990855488,10.497533,,,,44.0,,,,,,,0.0,0.0,0.0,21710632.0,23375738.0,22511954.0,
18,128.95081370508464,0.4231714,,,,,,,,,,,0.0,0.0,0.0,2565770.5,2388062.0,2683212.5,
593,129.97561101923858,8.967687,,,,40.0,,,,,,,1215585.5,1059529.5,1714280.5,0.0,0.0,0.0,
731,130.52164045572985,10.41111,,,,22.0,,,,,,,0.0,0.0,0.0,2255533.8,2379528.2,2290723.8,
712,131.53348820498582,10.373242,,,,22.0,,,,,,,0.0,0.0,0.0,6902001.0,6743107.5,7144073.5,
301,131.5335725676245,7.6078906,,,,,,,,,,,0.0,0.0,0.0,2525547.2,989279.8,2123222.5,
584,132.86772535414022,8.965942,,,,40.0,,,,,,,1356595.0,1741391.5,1685946.0,0.0,0.0,0.0,
522,132.86772991676048,8.686803,,,,,,,,,,,2264768.0,1041251.0,2192541.2,0.0,0.0,0.0,
640,132.86776315108412,10.170911,,,,,,,,,,,651075.6,936739.6,979503.44,0.0,0.0,0.0,
734,132.86780696063826,10.417356,,,,49.0,,,,,,,5408361.0,5295221.5,5435049.5,0.0,0.0,0.0,
458,132.90006658423798,8.219626,,,,20.0,,,,,,,229580.17,250712.92,264602.16,0.0,0.0,0.0,
424,132.90008150746382,7.8855534,,,,7.0,,,,,,,224690.08,211747.0,236777.6,0.0,0.0,0.0,
568,132.90008140034195,8.960678,,,,40.0,,,,,,,2864285.2,2893285.0,2411127.8,0.0,0.0,0.0,
478,132.90010659736768,8.365834,,,,,,,,,,,160947.55,247633.8,729048.0,0.0,0.0,0.0,
577,132.92333368038004,8.964191,,,,40.0,,,,,,,17442400.0,17677764.0,17067432.0,0.0,0.0,0.0,
583,134.86495733668062,8.965932,,,,40.0,,,,,,,1057254.1,807809.25,1086478.0,0.0,0.0,0.0,
526,134.8649885818419,8.692185,,,,,,,,,,,519512.34,392819.0,1290516.8,0.0,0.0,0.0,
641,134.86506828284624,10.175874,,,,,,,,,,,478350.97,430108.88,447755.75,0.0,0.0,0.0,
735,134.86543120858428,10.417356,,,,49.0,,,,,,,5531741.0,5374994.0,5539104.0,0.0,0.0,0.0,
460,134.8945186145748,8.22141,,,,20.0,,,,,,,5478877.0,5934874.5,6135408.0,0.0,0.0,0.0,
569,134.89453526551506,8.960678,,,,40.0,,,,,,,56734560.0,56023650.0,49193296.0,0.0,0.0,0.0,
413,134.89454288304717,7.8770785000000005,,,,7.0,,,,,,,4547528.0,4170825.8,4900935.5,0.0,0.0,0.0,
479,134.89455606115465,8.364087,,,,,,,,,,,5825681.5,8096004.0,12348816.0,0.0,0.0,0.0,
597,135.97080952920703,8.969434,,,,40.0,,,,,,,713434.8,953542.3,833710.4,0.0,0.0,0.0,
517,135.97082391207456,8.650008999999999,,,,1.0,,,,,,,1049666.9,848408.1,1136695.9,0.0,0.0,0.0,
492,136.02163129293106,8.420563000000001,,,,,,,,,,,0.0,0.0,0.0,4750310.0,4908357.5,4705572.0,
27,136.03948262867408,1.7421871,,,,50.0,,,,,,,0.0,0.0,0.0,2152909.8,2348383.2,4251467.5,
733,136.86283220416385,10.415569999999999,,,,49.0,,,,,,,1687303.6,1656653.8,1699706.1,0.0,0.0,0.0,
38,138.05508238892747,2.8335507,,,,11.0,,,,,,,0.0,0.0,0.0,699165.94,729429.0,635383.44,
24,138.0550898729762,1.6896406000000002,,,,,,,,,,,0.0,0.0,0.0,2189070.2,2169571.0,3493681.5,
683,138.99532350947152,10.331832,,,,22.0,,,,,,,0.0,0.0,0.0,4422416.5,4209994.0,4454389.5,
761,139.01789108739703,10.520472999999999,,,,44.0,,,,,,,0.0,0.0,0.0,10482867.0,10097925.0,10117550.0,
558,139.94438488263845,8.951949,,,,40.0,,,,,,,4683799.0,5567640.5,6356060.5,0.0,0.0,0.0,
698,139.9878774807207,10.366261,,,,22.0,,,,,,,0.0,0.0,0.0,27495566.0,26880322.0,27274766.0,
668,140.0681798605458,10.248431,,,,,,,,,,,0.0,0.0,0.0,560391.5,659295.6,596098.6,
375,140.0682495941808,7.864447999999999,,,,48.0,,,,,,,0.0,0.0,0.0,387615.97,367544.5,402318.38,
272,140.06827301154033,7.374964,,,,2.0,,,,,,,0.0,0.0,0.0,469224.88,415988.38,470809.44,
30,140.06828125057984,2.4381814,,,,,,,,,,,0.0,0.0,0.0,86922.38,43240.918,86683.18,
53,140.0682886495974,3.7444277,,,,,,,,,,,0.0,0.0,0.0,104845.33,70989.58,104798.42,
692,141.95852633580583,10.333577,,,,,,,,,,,0.0,0.0,0.0,2114861.0,1692146.6,1749764.6,
2,141.95872405827464,0.033175692,,,,0.0,,,,,,,0.0,0.0,0.0,8401688.0,11490568.0,10876501.0,
10,141.95873565848458,0.32146966,,,,3.0,,,,,,,0.0,0.0,0.0,14746755.0,8587854.0,5522232.0,
699,141.98332401921644,10.366261,,,,22.0,,,,,,,0.0,0.0,0.0,10441034.0,10362380.0,10472705.0,
550,142.9287980043486,8.936096000000001,,,,40.0,,,,,,,3719980.8,3969351.8,3925275.5,0.0,0.0,0.0,
7,143.9591174068542,0.31966692,,,,,,,,,,,0.0,0.0,0.0,490633.8,283899.4,840383.1,
1,143.9591408093359,0.03498261,,,,,,,,,,,0.0,0.0,0.0,91169.72,221170.83,248489.75,
701,143.9808681955501,10.368001,,,,22.0,,,,,,,0.0,0.0,0.0,1370583.1,1370528.0,1361345.8,
563,144.92329658731418,8.957400999999999,,,,40.0,,,,,,,94941840.0,93580850.0,98620296.0,0.0,0.0,0.0,
639,144.98217381918678,10.175269,,,,24.0,,,,,,,0.0,0.0,0.0,7507640.0,21425664.0,15264123.0,
774,145.03525844783022,10.941455,,,,,,,,,,,0.0,0.0,0.0,9413920.0,9211714.0,9322635.0,
585,146.96577059686962,8.965942,,,,40.0,,,,,,,3307646.2,2846818.8,3702608.0,0.0,0.0,0.0,
523,146.96578983562006,8.655365,,,,,,,,,,,25542530.0,8084541.0,27563028.0,0.0,0.0,0.0,
508,146.96580730398594,8.60257,,,,,,,,,,,8400520.0,24370948.0,8861781.0,0.0,0.0,0.0,
637,146.98028669736232,10.167392999999999,,,,24.0,,,,,,,0.0,0.0,0.0,3439236.0,9715590.0,3229767.8,
772,147.03088270169232,10.845201,,,,,,,,,,,0.0,0.0,0.0,5764449.0,5561993.0,5763578.5,
151,147.08046984462675,5.8316307,,,,29.0,,,,,,,0.0,0.0,0.0,295731.25,233216.47,255060.53,
173,147.08053055948304,6.1017194,,,,53.0,,,,,,,0.0,0.0,0.0,33783200.0,20449328.0,22549684.0,
557,150.88934780243503,8.951936,,,,40.0,,,,,,,2927531.0,2827832.2,2695150.0,0.0,0.0,0.0,
484,150.88937128684867,8.360586999999999,,,,,,,,,,,1983252.4,2096481.2,2350678.8,0.0,0.0,0.0,
693,152.99488280379987,10.343906,,,,22.0,,,,,,,0.0,0.0,0.0,1759399.0,1670331.0,1536843.1,
758,154.0049389944828,10.497665,,,,44.0,,,,,,,0.0,0.0,0.0,2515498.2,2444328.2,2517970.5,
26,154.04996796111053,1.7421813999999998,,,,50.0,,,,,,,0.0,0.0,0.0,1008220.44,1111081.8,2011934.6,
689,154.99016772150532,10.33548,,,,22.0,,,,,,,0.0,0.0,0.0,30634700.0,27373912.0,29119792.0,
725,156.99060755909082,10.378478999999999,,,,22.0,,,,,,,0.0,0.0,0.0,7892164.0,7797681.0,7868386.5,
660,158.9640622870442,10.230295,,,,54.0,,,,,,,0.0,0.0,0.0,1906315.6,2624077.2,1869687.1,
727,158.9860313455945,10.381978,,,,22.0,,,,,,,0.0,0.0,0.0,3095836.5,3042893.8,3145120.2,
3,159.96921900056975,0.034979135,,,,0.0,,,,,,,0.0,0.0,0.0,4326045.5,4641526.5,4479709.5,
8,159.96925114742467,0.31784472,,,,3.0,,,,,,,0.0,0.0,0.0,4295066.0,4084891.5,5161697.0,
739,160.8420182977399,10.469348,,,,14.0,,,,,,,3404665.8,3292992.0,3463471.5,0.0,0.0,0.0,
533,161.91347552303594,8.786355,,,,,,,,,,,3759435.2,3576725.5,4039655.2,0.0,0.0,0.0,
740,162.83903759879792,10.469348,,,,14.0,,,,,,,3170068.0,3070601.0,3212198.5,0.0,0.0,0.0,
679,163.99046213743657,10.328528,,,,22.0,,,,,,,0.0,0.0,0.0,3114640.2,3112184.2,2318191.0,
741,164.83596677133298,10.471127000000001,,,,14.0,,,,,,,913091.3,872044.1,927705.9,0.0,0.0,0.0,
742,164.92715850387202,10.474681,,,,22.0,,,,,,,1396613.0,1409306.8,1379550.9,0.0,0.0,0.0,
174,165.09111488084397,6.1017194,,,,53.0,,,,,,,0.0,0.0,0.0,1798361.6,1058426.0,1163049.0,
729,165.98290197813049,10.404160000000001,,,,22.0,,,,,,,0.0,0.0,0.0,2999492.8,2994280.8,2786776.0,
759,167.01279109961246,10.499281,,,,44.0,,,,,,,0.0,0.0,0.0,45706830.0,43583810.0,44698970.0,
756,168.0160719200217,10.4940405,,,,44.0,,,,,,,0.0,0.0,0.0,2426957.2,2303669.5,2340229.5,
680,169.97724299348775,10.328528,,,,22.0,,,,,,,0.0,0.0,0.0,2523196.0,2090951.4,2717459.5,
771,169.9773038008394,10.813591,,,,,,,,,,,0.0,0.0,0.0,4723972.0,1639406.1,1162215.4,
775,171.9929344546499,10.990345,,,,,,,,,,,0.0,0.0,0.0,5685771.0,5334411.0,5775479.0,
41,172.13328631101967,3.19013,,,,13.0,,,,,,,0.0,0.0,0.0,1000862.06,1050209.2,1013033.6,
676,172.95630883965146,10.326572,,,,22.0,,,,,,,0.0,0.0,0.0,7586959.5,7769538.0,7882801.0,
17,172.97716508604807,0.39007828,,,,,,,,,,,0.0,0.0,0.0,1540978.1,1454416.0,1527799.4,
677,174.9532930730195,10.326572,,,,22.0,,,,,,,0.0,0.0,0.0,1189366.0,1219012.0,1864198.0,
724,174.9563727668066,10.435464,,,,22.0,,,,,,,15933967.0,15372094.0,15789107.0,2453941.5,2511086.8,2466169.5,
4,176.9845402226096,0.034979135,,,,0.0,,,,,,,0.0,0.0,0.0,1022336.06,1047339.4,1035003.7,
9,176.984549626929,0.31965509999999997,,,,3.0,,,,,,,0.0,0.0,0.0,933284.5,913744.7,407455.72,
661,180.97288934994802,10.231169,,,,4.0,,,,,,,2442697.0,2139263.8,2276088.5,0.0,0.0,0.0,
773,180.9733049101627,10.891083,,,,,,,,,,,775668.2,534003.1,769808.5,0.0,0.0,0.0,
706,181.0143632554777,10.369756,,,,22.0,,,,,,,0.0,0.0,0.0,5250397.0,4991951.5,5315389.0,
678,182.985105628682,10.328315,,,,22.0,,,,,,,0.0,0.0,0.0,19318986.0,18995584.0,19853678.0,
704,183.00977404215917,10.369750999999999,,,,22.0,,,,,,,0.0,0.0,0.0,1992402.0,1869142.9,1988661.4,
555,183.93411814983537,8.950196,,,,40.0,,,,,,,20502710.0,20206318.0,22187402.0,0.0,0.0,0.0,
481,183.93413883724392,8.39553,,,,,,,,,,,1220731.9,1223216.8,1633252.8,0.0,0.0,0.0,
768,184.002908729641,10.555591999999999,,,,44.0,,,,,,,0.0,0.0,0.0,6825015.0,6884058.5,6564892.0,
705,184.98545751132562,10.369750999999999,,,,22.0,,,,,,,0.0,0.0,0.0,8208764.0,8216978.5,8527034.0,
703,186.9808874104209,10.36975,,,,22.0,,,,,,,0.0,0.0,0.0,3197577.0,3141608.2,3281207.2,
15,186.9810143582568,0.32146966,,,,,,,,,,,0.0,0.0,0.0,146788.0,177004.67,190878.4,
769,191.94621439234922,10.558197999999999,,,,,,,,,,,2573854.2,2399513.8,2283619.5,0.0,0.0,0.0,
243,192.92863088992482,7.3081565,,,,,,,,,,,176279.84,148223.5,135561.39,0.0,0.0,0.0,
297,192.92863406546502,7.5889072,,,,,,,,,,,345804.38,152713.28,182634.11,0.0,0.0,0.0,
321,192.9286342985406,7.71052,,,,,,,,,,,92615.29,664492.1,105922.266,0.0,0.0,0.0,
694,192.92868428847862,10.353228999999999,,,,,,,,,,,960962.5,979364.25,947237.56,0.0,0.0,0.0,
42,194.11530587325248,3.19013,,,,13.0,,,,,,,0.0,0.0,0.0,5608868.5,5550690.0,5752086.5,
130,195.1016442414073,5.6147423,,,,42.0,,,,,,,0.0,0.0,0.0,753661.0,763165.75,792258.3,
497,195.8107507269844,8.507752,,,,52.0,,,,,,,6694076.0,7106788.5,7711677.0,0.0,0.0,0.0,
743,195.81080323481467,10.474681,,,,22.0,,,,,,,361203.88,377421.53,366519.47,0.0,0.0,0.0,
690,196.0166946013329,10.33548,,,,22.0,,,,,,,0.0,0.0,0.0,1538541.5,1588109.5,1608647.9,
496,197.80778553467533,8.500514,,,,52.0,,,,,,,8437828.0,9529910.0,10393693.0,0.0,0.0,0.0,
744,197.80785361386256,10.474681,,,,22.0,,,,,,,469223.75,493336.03,472165.5,0.0,0.0,0.0,
494,199.8048444181645,8.493518,,,,52.0,,,,,,,3937943.2,4455777.0,4556193.5,0.0,0.0,0.0,
745,199.80489696734196,10.474681,,,,22.0,,,,,,,208282.8,216157.6,214914.02,0.0,0.0,0.0,
551,199.92908118403642,8.943605,,,,40.0,,,,,,,1565337.6,2515581.0,2527407.8,0.0,0.0,0.0,
483,199.92910336763146,8.339264,,,,,,,,,,,231840.94,353171.84,496694.16,0.0,0.0,0.0,
612,200.8586767602784,9.069942,,,,,,,,,,,710732.6,1298242.0,744422.44,0.0,0.0,0.0,
541,200.85867707571603,8.860251,,,,40.0,,,,,,,3521051.2,3712259.8,3432972.2,0.0,0.0,0.0,
49,201.05962880800863,3.6546623999999994,,,,,,,,,,,0.0,0.0,0.0,150574.69,183206.77,383144.03,
762,201.9756361012609,10.522572,,,,44.0,,,,,,,0.0,0.0,0.0,910274.3,894870.0,944537.5,
529,201.97567951600087,8.724799,,,,,,,,,,,0.0,0.0,0.0,1094939.9,1050704.6,1111101.2,
16,202.18023437985713,0.3863978,,,,,,,,,,,0.0,0.0,0.0,965623.06,828940.25,840620.8,
22,202.18024112307,0.7063114,,,,,,,,,,,0.0,0.0,0.0,221008.98,183787.23,170202.81,
113,203.0620305200156,5.280399,,,,,,,,,,,0.0,0.0,0.0,289328.8,368459.94,399944.6,
66,203.06207471263846,3.9052315,,,,,,,,,,,0.0,0.0,0.0,175056.88,159196.42,221874.0,
675,205.0170545757708,10.323266,,,,22.0,,,,,,,0.0,0.0,0.0,6269994.5,6009908.0,6322871.5,
746,205.83960055397685,10.474681,,,,22.0,,,,,,,1280588.0,1303438.4,1295633.8,0.0,0.0,0.0,
696,207.01743617772684,10.362767,,,,22.0,,,,,,,0.0,0.0,0.0,5852630.0,5736909.5,5721414.5,
747,207.83662742880446,10.474681,,,,22.0,,,,,,,1194475.4,1238086.0,1218273.1,0.0,0.0,0.0,
751,208.03925482574527,10.485463000000001,,,,44.0,,,,,,,0.0,0.0,0.0,2890163.0,2781455.0,2846321.0,
697,209.01285151800357,10.362767,,,,22.0,,,,,,,0.0,0.0,0.0,2227056.2,2168588.8,2182367.2,
141,211.0754024069105,5.67697,,,,17.0,,,,,,,0.0,0.0,0.0,1541299.8,1131671.8,1620104.2,
85,211.97068427871758,4.6875849999999994,,,,33.0,,,,,,,0.0,0.0,0.0,4098365.8,3885960.8,4073209.0,
674,213.98274672909668,10.323082000000001,,,,22.0,,,,,,,0.0,0.0,0.0,3004029.2,2954334.5,2121385.2,
512,213.98289257339138,8.583336,,,,,,,,,,,0.0,0.0,0.0,1185502.4,1994470.4,997182.8,
376,213.98292450187057,7.8734210000000004,,,,,,,,,,,0.0,0.0,0.0,1027605.4,1919399.9,1473685.1,
722,215.98370849433812,10.376728,,,,22.0,,,,,,,0.0,0.0,0.0,1538013.6,1490980.4,1537714.2,
646,216.92269153934384,10.203182,,,,54.0,,,,,,,0.0,0.0,0.0,2452230.2,3525483.2,1746166.8,
45,217.0421449317126,3.5230534,,,,,,,,,,,974535.7,1102772.1,1107309.1,0.0,0.0,0.0,
184,217.0421936919199,6.105944,,,,,,,,,,,607718.75,640214.7,636316.0,0.0,0.0,0.0,
29,217.1047226583724,2.2417057000000002,,,,,,,,,,,0.0,0.0,0.0,1119584.6,873157.44,874888.25,
35,217.10711657549126,2.7953131,,,,,,,,,,,0.0,0.0,0.0,251867.11,302399.5,562677.25,
50,217.1071308941926,3.6564724,,,,,,,,,,,0.0,0.0,0.0,96024.46,123977.27,165238.33,
57,217.10721273558502,3.8454866,,,,,,,,,,,0.0,0.0,0.0,56348.49,77007.41,150358.2,
518,218.98595639804108,8.65676,,,,1.0,,,,,,,2688560.5,2719116.0,2824056.0,0.0,0.0,0.0,
180,219.0570087986024,6.105232,,,,53.0,,,,,,,0.0,0.0,0.0,1139331.4,647338.25,737153.9,
46,219.05706279792412,3.5234516000000005,,,,,,,,,,,0.0,0.0,0.0,704063.7,472468.16,571939.8,
202,220.11215041661774,6.3073406,,,,55.0,,,,,,,0.0,0.0,0.0,1579625.2,1028722.6,1622712.4,
353,221.17510545569192,7.7733307,,,,26.0,,,,,,,0.0,0.0,0.0,323904.6,611463.44,499227.66,
68,222.14644680556896,4.052981,,,,,,,,,,,0.0,0.0,0.0,555364.0,555436.4,540602.9,
672,223.98820929510305,10.313156,,,,22.0,,,,,,,0.0,0.0,0.0,4126823.8,4378309.0,4118898.0,
766,225.02936185531175,10.545257000000001,,,,44.0,,,,,,,0.0,0.0,0.0,2297900.0,2080563.0,2227100.2,
136,225.09101887918732,5.675162,,,,17.0,,,,,,,0.0,0.0,0.0,2506728.2,1899133.2,2575933.2,
73,226.1801232543065,4.3745365,,,,9.0,,,,,,,0.0,0.0,0.0,117282.11,138396.81,127039.375,
314,226.18015194951082,7.696942,,,,57.0,,,,,,,0.0,0.0,0.0,582207.6,1075306.4,849377.25,
354,226.180159904128,7.7733307,,,,26.0,,,,,,,0.0,0.0,0.0,477243.1,875251.06,677584.6,
665,226.95139997858303,10.233948,,,,54.0,,,,,,,0.0,0.0,0.0,3827481.2,7775669.0,3718035.5,
623,226.95143402781295,9.937849,,,,,,,,,,,0.0,0.0,0.0,2297287.8,1343061.5,2240422.0,
91,227.9665062595211,4.6887364,,,,60.0,,,,,,,2122199.0,2115998.0,2109242.0,0.0,0.0,0.0,
355,228.1958483300781,7.7733307,,,,26.0,,,,,,,0.0,0.0,0.0,617810.2,1119824.1,886804.6,
100,228.19589444550067,4.81681,,,,21.0,,,,,,,0.0,0.0,0.0,135601.77,216914.27,210690.34,
537,229.9007272819912,8.823205,,,,40.0,,,,,,,7255884.0,7397874.5,8386374.0,0.0,0.0,0.0,
87,229.9812724527679,4.6875849999999994,,,,33.0,,,,,,,0.0,0.0,0.0,9201769.0,8713632.0,9118387.0,
90,230.9844951385709,4.6875849999999994,,,,,,,,,,,0.0,0.0,0.0,755746.25,722326.3,758790.56,
88,231.97908862055698,4.6875849999999994,,,,33.0,,,,,,,0.0,0.0,0.0,9007000.0,8553489.0,8944106.0,
89,232.9823190589649,4.6875849999999994,,,,33.0,,,,,,,0.0,0.0,0.0,762901.06,706129.5,750166.3,
