"","Filename","2024_POS_Anid-EV-alcA_CTRL_1_Run176.mzML","2024_POS_Anid-EV-alcA_CTRL_2_Run197.mzML","2024_POS_Anid-EV-alcA_CTRL_3_Run229.mzML","2024_POS_Anid-p4_1_Run185.mzML","2024_POS_Anid-p4_1_Run194.mzML","2024_POS_Anid-p4_1_Run223.mzML"
"47","907/229.1546mz/2.06min","325416.22","390312.22","845588.94","176812.19","399428.03","366626.03"
"48","908/233.1131mz/2.1min","102822.09","51941.133","2088846.8","1305289.4","1647743.5","85637.445"
"49","909/255.0964mz/2.13min","22216.797","47698.543","677799.9","249479.05","178626.78","30750.523"
"50","910/282.1195mz/2.03min","109269.78","176707.33","3769436.8","3354338.5","4868322.0","266758.1"
"51","911/220.0601mz/2.11min","411001.94","711189.3","863268.3","371580.0","593661.6","492731.44"
"52","918/146.1176mz/2.12min","1193992.0","1432932.6","136448.62","18435.387","15316.008","262422.62"
"53","919/226.1185mz/2.12min","20326682.0","25086366.0","1150729.9","810624.2","1924254.2","15316477.0"
"54","923/244.1907mz/2.12min","423693.53","428852.1","457462.1","635884.06","426916.03","664997.9"
"55","926/331.1863mz/2.12min","804572.94","1735646.0","171943.84","827579.9","188247.62","435680.94"
"56","927/233.1498mz/2.12min","692653.3","1042838.1","955909.0","1745530.8","941485.7","241310.77"
"57","928/216.0865mz/2.12min","614841.56","1156047.6","121552.78","447479.56","197753.0","431403.66"
"58","929/262.1186mz/2.13min","670968.0","976224.5","34481.355","21981.275","11523.295","306717.16"
"59","930/370.1602mz/2.13min","130333.664","628015.06","170272.81","137855.98","279338.84","693874.3"
"60","931/243.1338mz/2.13min","541221.9","604728.8","1022897.7","1738268.2","758603.3","295157.78"
"61","934/149.0709mz/2.13min","1340187.1","2670773.8","977791.6","1081220.5","279493.66","1280977.4"
"62","936/205.0971mz/2.14min","50532.68","103981.69","10380.647","3649.49","5121.6855","1433060.9"
"63","938/254.1862mz/2.14min","211286.7","1013238.94","960432.25","402686.6","111774.35","142625.69"
"64","940/261.1444mz/2.13min","924630.44","1126142.5","1004858.2","1684124.1","760687.3","387002.94"
"65","943/179.0814mz/2.17min","179994.31","365849.1","181434.84","172327.14","39123.18","37339.57"
"66","945/254.1386mz/2.14min","100796.695","117228.43","6653244.5","3267320.2","3378537.5","684068.1"
"67","946/281.1133mz/2.19min","106716.266","345510.38","51834.97","983515.25","457182.6","129247.86"
"68","947/214.0711mz/2.14min","1125556.6","1410276.6","378223.2","505032.0","64305.215","869136.2"
"69","948/181.0859mz/2.15min","0.0","0.0","793695.8","66536.34","214256.25","123450.38"
"70","949/257.1132mz/2.15min","2561969.8","2949579.2","1780238.6","634481.5","1502369.5","1367605.1"
"71","951/284.1239mz/2.14min","1888947.4","2250720.0","92492.77","35513.984","99891.39","872324.56"
"72","952/186.1125mz/2.15min","254703.39","345902.62","688107.8","672244.25","412033.22","246102.92"
"73","953/158.0812mz/2.16min","2670762.0","4675272.0","6221414.5","2094327.4","1649102.1","1266648.5"
"74","954/207.1128mz/2.15min","231868.2","539156.25","4155.809","8050.2686","3243.224","137897.69"
"75","957/324.1917mz/2.15min","3599872.2","3912160.8","5063895.5","2168627.8","2251364.5","3932388.8"
"76","961/263.1028mz/2.16min","61306.957","47015.895","107622.664","830394.4","34178.992","219413.69"
"77","971/281.1494mz/2.17min","93033.266","73610.01","305067.66","562515.7","142783.42","146050.73"
"78","973/169.0688mz/2.18min","665591.3","1166303.6","0.0","0.0","9654.067","79106.85"
"79","975/190.0862mz/2.23min","357380.84","987629.75","96809.984","3658.1987","6655.2197","17715.836"
"80","982/241.1546mz/2.17min","1044944.8","2057273.4","1277800.5","1093912.1","429053.78","657319.25"
"81","983/168.0655mz/2.17min","9682978.0","14182017.0","40142.64","537817.8","681251.56","2897778.2"
"82","986/190.0474mz/2.18min","2234327.5","1984319.6","0.0","5773.878","0.0","352059.38"
"83","987/126.0549mz/2.17min","3483121.2","4738262.5","17565.797","26810.93","102856.78","996714.06"
"84","988/90.0549mz/2.16min","88526.31","59631.445","357104.94","137741.27","158928.73","25529.883"
"85","990/463.3005mz/2.18min","0.0","0.0","7632.802","0.0","642991.9","0.0"
"86","992/233.1576mz/2.19min","310239.72","319543.88","6411954.0","5847747.0","22341806.0","225209.86"
"87","993/342.1658mz/2.18min","2857549.5","6459406.5","1029639.44","1068387.9","3301929.5","7400982.0"
"88","994/100.0392mz/2.17min","668427.44","908757.5","3352.6726","3306.1162","3621.44","82271.56"
"89","996/461.2103mz/2.18min","47496.582","153272.12","2479193.5","779796.94","980971.7","65511.855"
"90","997/242.1001mz/2.18min","1751898.1","1748486.1","6464803.0","3655215.5","3823032.2","1372492.9"
"91","998/227.1026mz/2.18min","8228367.0","14089481.0","5392118.5","5366033.5","3559098.2","4659628.5"
"92","999/220.1179mz/2.18min","11846775.0","15116501.0","68317180.0","30656848.0","36338700.0","8783600.0"
"93","1000/221.1212mz/2.18min","1119267.9","1431027.8","6604214.0","2964755.8","3628262.2","817585.8"
"94","1001/243.1039mz/2.18min","59311.836","60878.605","519953.78","246805.2","277356.9","66406.625"
"95","1002/202.1072mz/2.18min","626917.3","1159286.9","3138995.5","1396593.8","2453442.5","911891.9"
"96","1008/352.15mz/2.19min","50490.54","790148.0","17732.297","93414.414","81314.95","488570.44"
"97","1009/266.1022mz/2.21min","496318.47","539901.06","412006.66","123041.15","256362.58","263296.06"
"98","1010/213.1599mz/2.23min","16670.207","92311.18","465822.47","34273.855","27105.707","15993.014"
"99","1012/254.1022mz/2.26min","594084.3","742657.75","634654.0","298666.34","344307.56","403404.88"
"100","1013/251.1025mz/2.19min","2299696.2","3309104.2","216484.94","3631179.2","953748.1","2602664.8"
