ID1,ID2,EdgeType,Score,Annotation
2673,2678,MS1 annotation,5.000,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0478
2675,2676,MS1 annotation,5.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9927
2675,2678,MS1 annotation,5.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0371
2676,2678,MS1 annotation,5.000,[M+NH4]+ [M+Na]+ dm/z=4.9556
2678,2684,MS1 annotation,5.000,[M-H2O+Na]+ [M+NH4]+ dm/z=13.0552
2685,2689,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9816
2732,2733,MS1 annotation,3.000,[M+H]+ [2M+Na]+ dm/z=521.3437
2733,2743,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9820
2734,2744,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9820
2781,2782,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9821
2782,2786,MS1 annotation,3.000,[2M-2H2O+2H]+2 [M+Na]+ dm/z=39.9926
2805,2808,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9815
2805,2807,MS1 annotation,3.000,[2M+H]+ [M+Na]+ dm/z=497.3502
2818,2822,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9818
2820,2825,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9818
2820,2826,MS1 annotation,3.000,[M+K]+ [M+H]+ dm/z=37.9557
2821,2831,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9815
2822,2827,MS1 annotation,3.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9926
2825,2826,MS1 annotation,3.000,[M+K]+ [M+Na]+ dm/z=15.9738
2848,2852,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9818
2858,2859,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9820
2862,2865,MS1 annotation,3.000,[M+Na]+ [M-2H2O+H]+ dm/z=58.0032
2864,2865,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9927
2900,2910,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9814
2901,2910,MS1 annotation,3.000,[M+Na]+ [2M+H]+ dm/z=497.3503
2950,2954,MS1 annotation,3.000,[M+Na]+ [M+K]+ dm/z=15.9737
2950,2952,MS1 annotation,3.000,[M+H]+ [M+K]+ dm/z=37.9550
2952,2954,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9813
2981,2985,MS1 annotation,2.000,[2M+2H]+2 [M-H2O+NH4]+ dm/z=0.9841
2989,2992,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9925
2990,2992,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9817
3028,3029,MS1 annotation,2.000,[2M+2H]+2 [M+Na]+ dm/z=21.9819
3039,3108,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9927
3046,3056,MS1 annotation,3.000,[M+Na]+ [2M+H]+ dm/z=473.3501
3051,3056,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9819
3053,3058,MS1 annotation,3.000,[M+H]+ [M+K]+ dm/z=37.9545
3053,3055,MS1 annotation,3.000,[M+Na]+ [M+K]+ dm/z=15.9729
3055,3058,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9816
3073,3089,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9820
3086,3088,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9817
3087,3099,MS1 annotation,2.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9923
3087,3099,MS1 annotation,2.000,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.9923
3095,3108,MS1 annotation,3.000,[M+Na]+ [M-2H2O+H]+ dm/z=58.0036
3104,3105,MS1 annotation,2.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9929
3143,3145,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9819
3178,3179,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9559
3178,3181,MS1 annotation,3.000,[2M+2H]+2 [M+Na]+ dm/z=21.9821
3179,3181,MS1 annotation,3.000,[2M+2H]+2 [M+NH4]+ dm/z=17.0263
3195,3197,MS1 annotation,3.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9923
3195,3198,MS1 annotation,3.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0030
3196,3200,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
3200,3201,MS1 annotation,3.000,[2M+2H]+2 [M+Na]+ dm/z=21.9820
3202,3204,MS1 annotation,3.000,[M+Na]+ [2M+H]+ dm/z=499.3658
3204,3205,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9816
3207,3221,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9818
3282,3287,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9818
3293,3296,MS1 annotation,4.000,[M+H]+ [M+Na]+ dm/z=21.9821
3293,3301,MS1 annotation,4.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9926
3293,3297,MS1 annotation,4.000,[M+NH4]+ [M+Na]+ dm/z=4.9558
3295,3305,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9818
3296,3297,MS1 annotation,4.000,[M+NH4]+ [M+H]+ dm/z=17.0263
3297,3301,MS1 annotation,4.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0368
3342,3343,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9819
3342,3350,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9554
3343,3350,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0264
3344,3345,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9821
3360,3361,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
3368,3374,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
3381,3382,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
3383,3388,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
3385,3387,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9556
3390,3392,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
3434,3436,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9563
3434,3435,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0260
3435,3436,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9823
3486,3487,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9821
3524,3527,MS1 annotation,2.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0030
3534,3535,MS1 annotation,2.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0030
3587,3614,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9818
3607,3613,MS1 annotation,4.000,[M+Na]+ [M-2H2O+H]+ dm/z=58.0023
3611,3613,MS1 annotation,4.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9930
3611,3613,MS1 annotation,4.000,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.9930
3613,3617,MS1 annotation,4.000,[M+H]+ [M+Na]+ dm/z=21.9820
3623,3624,MS1 annotation,2.000,[M-H2O+Na]+ [M+H]+ dm/z=3.9708
3626,3631,MS1 annotation,2.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9927
3637,3639,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0265
3639,3640,MS1 annotation,3.000,[2M-2H2O+2H]+2 [M+NH4]+ dm/z=35.0370
3645,3646,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9818
3648,3651,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9821
3648,3651,MS1 annotation,2.000,[M+Na]+ [2M+2H]+2 dm/z=21.9821
3664,3669,MS1 annotation,2.000,[2M+2H]+2 [M+Na]+ dm/z=21.9821
3665,3672,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9552
3670,3680,MS1 annotation,3.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9927
3670,3673,MS1 annotation,3.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0032
3676,3679,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9819
3676,3678,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9554
3678,3679,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0265
3682,3685,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9555
3688,3692,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9556
3690,3694,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
3767,3778,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9817
3849,3857,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9820
3870,3871,MS1 annotation,2.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9927
3870,3871,MS1 annotation,2.000,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.9927
3886,3888,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9925
3887,3895,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9925
3888,3889,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9821
3895,3897,MS1 annotation,3.000,[2M+2H]+2 [M+Na]+ dm/z=21.9819
3952,3954,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9820
4019,4040,MS1 annotation,2.000,[M-2H2O-H+2Na]+ [2M+H]+ dm/z=174.2134
4026,4027,MS1 annotation,4.000,[M+Na]+ [M+H]+ dm/z=21.9818
4027,4033,MS1 annotation,4.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9924
4027,4039,MS1 annotation,4.000,[2M+H]+ [M+Na]+ dm/z=422.3417
4076,4077,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9823
4081,4087,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9819
4171,4176,MS1 annotation,2.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0040
4176,4196,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9826
4176,4180,MS1 annotation,2.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9927
4225,4226,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9820
4233,4235,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9818
4278,4346,MS1 annotation,2.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9926
4304,4310,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9820
4308,4310,MS1 annotation,3.000,[M+Na]+ [M-2H2O+H]+ dm/z=58.0032
4382,4383,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9552
4386,4387,MS1 annotation,2.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9926
4390,4391,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9554
4395,4397,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9821
4398,4402,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9818
4398,4399,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0266
4399,4402,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
4441,4453,MS1 annotation,2.000,[2M-2H2O+K]+ [M+Na]+ dm/z=142.1143
4467,4546,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9819
4475,4481,MS1 annotation,2.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9932
4507,4581,MS1 annotation,3.000,[M+Na]+ [M-2H2O+H]+ dm/z=58.0033
4507,4561,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9925
4530,4555,MS1 annotation,2.000,[2M+2H]+2 [M+Na]+ dm/z=21.9821
4534,4579,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9818
4537,4586,MS1 annotation,3.000,[M+Na]+ [M-2H2O+NH4]+ dm/z=40.9773
4537,4551,MS1 annotation,2.000,[M+H]+ [M+NH4]+ dm/z=17.0265
4539,4562,MS1 annotation,2.000,[M-H2O+Na]+ [M+H]+ dm/z=3.9711
4549,4553,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9837
4551,4586,MS1 annotation,3.000,[M+Na]+ [M-2H2O+H]+ dm/z=58.0038
4552,4562,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9811
4561,4570,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9818
4570,4581,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9927
4633,4639,MS1 annotation,2.000,[M-H+2Na]+ [2M+NH4]+ dm/z=77.1352
4641,4665,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
4641,4644,MS1 annotation,3.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9924
4644,4665,MS1 annotation,3.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0372
4648,4659,MS1 annotation,4.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9924
4648,4650,MS1 annotation,4.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0371
4649,4662,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
4649,4656,MS1 annotation,3.000,[2M-2H2O+2H]+2 [M+NH4]+ dm/z=35.0373
4650,4659,MS1 annotation,4.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
4650,4661,MS1 annotation,4.000,[M+H]+ [M+NH4]+ dm/z=17.0266
4656,4662,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9926
4656,4662,MS1 annotation,3.000,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.9926
4659,4661,MS1 annotation,4.000,[M+H]+ [M+Na]+ dm/z=21.9819
4695,4696,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9821
4716,4724,MS1 annotation,4.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0373
4716,4731,MS1 annotation,4.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9926
4724,4731,MS1 annotation,4.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
4724,4732,MS1 annotation,4.000,[M+H]+ [M+NH4]+ dm/z=17.0265
4731,4732,MS1 annotation,4.000,[M+H]+ [M+Na]+ dm/z=21.9818
4765,4767,MS1 annotation,3.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0372
4767,4771,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9927
4769,4782,MS1 annotation,2.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9922
4791,4801,MS1 annotation,3.000,[2M+Na]+ [M+H]+ dm/z=432.3000
4791,4799,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9817
4878,4881,MS1 annotation,2.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9928
4933,4952,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9817
4967,4976,MS1 annotation,4.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0370
4970,4977,MS1 annotation,4.000,[M+Na]+ [M+H]+ dm/z=21.9820
4970,4976,MS1 annotation,4.000,[M+NH4]+ [M+H]+ dm/z=17.0264
4975,4979,MS1 annotation,3.000,[2M-2H2O+2H]+2 [M+NH4]+ dm/z=35.0371
4975,4980,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9556
4976,4977,MS1 annotation,4.000,[M+Na]+ [M+NH4]+ dm/z=4.9556
4979,4980,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9927
4979,4980,MS1 annotation,3.000,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.9927
4989,5002,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9819
5106,5108,MS1 annotation,3.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0372
5106,5117,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9926
5106,5108,MS1 annotation,3.000,[M+NH4]+ [2M-2H2O+2H]+2 dm/z=35.0372
5106,5117,MS1 annotation,3.000,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.9926
5108,5117,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
5202,5203,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9923
5203,5234,MS1 annotation,3.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0029
5324,5328,MS1 annotation,3.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0371
5326,5328,MS1 annotation,3.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9927
5331,5332,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9821
5331,5332,MS1 annotation,2.000,[M+Na]+ [2M+2H]+2 dm/z=21.9821
5409,5412,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9556
5411,5414,MS1 annotation,2.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9929
5459,5462,MS1 annotation,4.000,[M+K]+ [M+Na]+ dm/z=15.9738
5459,5464,MS1 annotation,4.000,[M+H]+ [M+Na]+ dm/z=21.9817
5462,5468,MS1 annotation,4.000,[2M+Na]+ [M+K]+ dm/z=374.3030
5462,5464,MS1 annotation,4.000,[M+H]+ [M+K]+ dm/z=37.9556
5464,5468,MS1 annotation,4.000,[2M+Na]+ [M+H]+ dm/z=412.2585
5484,5486,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
5487,5488,MS1 annotation,2.000,[M+H]+ [M+NH4]+ dm/z=17.0264
5493,5494,MS1 annotation,2.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9922
5493,5494,MS1 annotation,2.000,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.9922
5552,5554,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9550
5691,5693,MS1 annotation,2.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9916
5691,5693,MS1 annotation,2.000,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.9916
5720,5721,MS1 annotation,2.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9921
5720,5721,MS1 annotation,2.000,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.9921
5747,5749,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9821
5814,5816,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9550
5867,5875,MS1 annotation,2.000,[2M-2H2O+2H]+2 [M+Na]+ dm/z=39.9921
6016,6022,MS1 annotation,2.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9923
6200,6201,MS1 annotation,2.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9922
6284,6285,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9923
6285,6294,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9820
6362,6363,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9819
6362,6364,MS1 annotation,3.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9924
6393,6401,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
6469,6475,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9815
6537,6542,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9819
6540,6542,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9924
