row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_NEG_Y-p12_1_Run95.mzML Peak area,2024_NEG_Y-p12_3_Run133.mzML Peak area,2024_NEG_Y-EV_1_CTRL_Run89.mzML Peak area,2024_NEG_Y-p12_2_Run112.mzML Peak area,2024_NEG_Y-EV_2_CTRL_Run118.mzML Peak area,2024_NEG_Y-EV_3_CTRL_Run139.mzML Peak area,
187,178.0509284220042,3.35974,,,,,,,,,,,356209.66,258855.23,239134.67,180633.77,320237.62,426447.7,
162,180.0576569022983,2.8681812,,,,,,,,,,,168070.84,155769.28,194758.06,162957.56,212220.14,311428.88,
483,186.90574736158075,8.732472,,,,36,,,,,,,821737.3,2717074.5,4199124.0,1750936.8,2605403.0,555231.56,
494,186.97059753242124,8.963724,,,,,,,,,,,0,60380.25,469572.8,12952.2295,94405.53,9125.249,
426,186.97060504883302,7.8406377,,,,,,,,,,,239051.08,153995.36,158214.22,214794.55,207601.62,173259.78,
440,186.97060671890958,7.9408016,,,,,,,,,,,180910.19,149441.77,149128.28,209140.52,245474.12,176463.62,
471,186.97061828626957,8.409275,,,,,,,,,,,386176.62,500012.03,1899462.2,490511.47,553320.6,488940.22,
14,187.0918769205651,0.35394967,,,,44,,,,,,,803518.44,842427.94,683029.1,831801.1,757510.7,485941.12,
251,187.8609780341164,5.5219164,,,,,,,,,,,244137.81,0,258517.75,367639.75,12625.705,0,
543,187.86098273498658,10.481503,,,,,,,,,,,578748.56,679726.56,454903.53,570809.9,941019.0,289349.16,
100,188.05654118166413,0.6491373,,,,,,,,,,,1123996.9,498549.44,630920.44,1206545.2,723025.44,387029.88,
56,188.05661519522323,0.4177247,,,,,,,,,,,256855.14,150910.66,174027.4,298494.62,185161.44,198262.47,
126,188.09283708903263,1.4741014,,,,,,,,,,,2451276.5,1996149.8,2753425.2,2307014.2,3052674.2,4167605.8,
488,188.90393505502922,8.731032,,,,,,,,,,,292199.7,313716.3,1836061.1,444929.53,638194.56,307394.0,
179,189.07683238995244,3.131252,,,,45,,,,,,,342593.38,364635.62,532595.44,283627.3,571095.8,1085541.8,
139,190.05466433115592,2.414974,,,,,,,,,,,163350.8,429633.84,214606.98,193246.48,147239.72,1032941.6,
79,191.00837267721636,0.5331083,,,,5,3,[M-H2O+2H]+2,,2,72;79,398.01315,1186060.9,1522426.8,1301568.2,1112724.4,1394385.9,1793126.4,
76,191.0107561512215,0.52879053,,,,5,,,,,,,752010.4,1052868.6,1377021.0,1042872.56,921158.3,1308342.9,
70,191.019802629325,0.5242739,,,,5,,,,,,,3.334816E8,2.1210917E8,1.9226083E8,2.0215381E8,2.0073515E8,5.27917E8,
44,191.01981047043228,0.38820484,,,,11,,,,,,,1.3288912E8,1.3640773E8,1.4455867E8,1.3390572E8,1.3601358E8,1.7934059E8,
123,191.02881572034622,1.0398712,,,,,,,,,,,22746.037,44379.363,36741.926,14547.613,75478.5,128911.02,
77,191.02885412948277,0.5240236,,,,5,,,,,,,620602.0,1046063.5,1126590.9,330068.72,1096207.4,1454209.9,
74,191.0311774093249,0.5260326,,,,5,4,[2M+Na]+,,2,74;84,84.02156,2210377.5,1573668.9,2126518.8,1257783.1,1866585.5,2255396.2,
36,191.03119227321278,0.38640904,,,,11,1,[2M+Na]+,,2,36;39,84.02135,1048998.4,934049.44,1033296.7,1046977.3,973798.8,1129069.6,
539,195.81090508716707,10.435933,,,,,,,,,,,216644.45,382201.75,374551.5,320061.06,424620.7,352871.8,
538,197.8079435888835,10.435933,,,,,,,,,,,332566.4,318289.56,503374.1,503484.53,589876.94,304198.44,
188,209.99918221644415,3.396798,,,,,,,,,,,312655.78,345588.34,330493.84,346854.53,314521.47,296439.47,
262,214.87991536074196,5.875876,,,,,,,,,,,0,0,12858.122,5353.7466,0,848842.7,
243,214.87994994988526,5.1614985,,,,,,,,,,,7228.259,1026744.06,5727.6196,4507.212,8655.119,18032.37,
249,214.87996839489045,5.497224,,,,10,,,,,,,953484.44,5194.5723,1034369.3,1116775.4,162974.88,0,
546,214.87999810517158,10.513184,,,,38,,,,,,,3013796.5,2886888.2,2486789.5,2862879.2,2710750.2,3068332.2,
16,215.03277132520236,0.3575795,,,,44,,,,,,,284454.4,248738.77,390507.22,310772.0,380808.28,327890.84,
485,221.87458483472423,8.7354965,,,,36,,,,,,,143531.2,2252441.2,4116407.2,562138.0,2206743.2,329957.6,
138,223.07241869364884,2.3666306,,,,,,,,,,,208313.0,210005.47,315993.7,221055.31,362429.84,352128.34,
484,223.87231760161345,8.731658,,,,36,,,,,,,72904.195,1603369.0,2969693.2,390350.97,1565024.5,222510.9,
155,224.09277481423518,2.7715073,,,,59,,,,,,,179168.05,151665.22,126442.28,133594.19,176541.03,496896.03,
183,224.09280676370676,3.2452471,,,,39,,,,,,,489284.28,421082.97,445819.62,415594.84,411615.53,1179200.9,
230,227.96659849862647,4.744802,,,,14,,,,,,,6279438.0,6260410.0,6044906.0,6294862.5,6444993.5,6507448.5,
233,228.96988005746007,4.744802,,,,,,,,,,,495611.72,492993.97,490618.6,495058.16,506263.34,503694.16,
174,229.15572535349773,3.075981,,,,,,,,,,,361265.5,288953.8,335455.78,306822.34,339752.78,821279.56,
231,229.9644795302737,4.744802,,,,14,,,,,,,6200285.0,6249110.0,5962377.5,6136712.0,6257572.0,6281956.0,
232,230.96777954774234,4.744802,,,,14,,,,,,,482311.66,472679.25,453998.22,488489.72,476826.62,507543.5,
143,237.0880773792369,2.5181093,,,,54,,,,,,,808791.0,637497.44,961308.0,802098.0,972926.0,1005261.06,
186,238.07207881004106,3.3404362,,,,,,,,,,,185439.75,141839.75,182107.0,157087.8,196388.78,393158.6,
263,241.8988831657905,5.8636746,,,,,,,,,,,44814.098,27631.29,207070.92,112903.33,26724.01,991451.3,
244,241.89890167480618,5.116615,,,,,,,,,,,133404.94,1279870.5,175609.48,77372.29,77517.83,154568.83,
3,241.8989075510767,0.29231864,,,,,,,,,,,719705.56,782907.1,292329.75,483448.0,533110.2,410037.97,
250,241.8989219811265,5.4979725,,,,10,,,,,,,1452524.6,91047.6,1765625.1,1597617.6,740412.5,33502.234,
246,241.89892802656178,5.4370217,,,,,,,,,,,115842.34,99096.625,202874.22,1014359.5,1288056.5,15654.265,
547,241.89896867955724,10.514731,,,,38,,,,,,,4467617.0,4129370.0,4835767.5,3846547.2,4514197.0,4094301.8,
245,242.17614114390403,5.13321,,,,,,,,,,,99415.71,62980.156,72657.17,112146.33,67048.016,180981.14,
216,242.17617002266243,4.4272037,,,,,,,,,,,473970.47,469683.44,483586.22,449162.97,444830.47,497085.88,
545,243.89929949092004,10.495753,,,,18,,,,,,,7787388.0,6960827.0,7453913.0,7244923.0,8137977.0,7319117.0,
481,243.89930495981568,8.692393,,,,53,,,,,,,16070.702,1942423.1,9907516.0,390760.97,1905565.6,106486.266,
482,245.89476529714048,8.691023,,,,53,,,,,,,0,717008.06,3817627.5,105768.42,718980.5,0,
544,245.89479914882955,10.494503,,,,18,,,,,,,3044087.0,2668681.5,2530920.2,2889320.0,3125082.0,2783030.5,
487,248.89355898957714,8.724614,,,,36,,,,,,,91542.6,2382915.5,7127003.0,402631.9,2598794.0,29714.27,
194,249.0227015073123,3.4866943,,,,,,,,,,,6237065.5,6756302.5,6407318.5,6267812.5,6707730.0,6543680.0,
490,250.8916742834774,8.747713,,,,,,,,,,,0,422687.22,3164954.8,92196.305,437111.88,7862.05,
12,254.92636141249753,0.34449324,,,,21,,,,,,,285583.4,262384.97,266673.25,259731.95,290558.12,236624.12,
541,255.82215602321307,10.439723,,,,,,,,,,,26071.572,171698.94,326901.88,81883.36,294749.56,24761.066,
169,258.0771454360026,2.9820116,,,,,,,,,,,35083.824,32890.973,28898.996,29944.086,38957.68,114398.67,
191,258.0771476771085,3.3996656,,,,,,,,,,,175764.58,140881.39,162731.03,152134.34,163000.75,414691.03,
158,265.0176217445815,2.8277857,,,,,,,,,,,1648653.9,1767903.0,1650498.6,1633249.6,1697598.5,1611131.0,
181,265.01762701446677,3.1730917,,,,,,,,,,,3112268.0,3163521.2,3220640.2,3140353.0,2998618.2,2735092.0,
269,265.1478923697171,5.985801,,,,,,,,,,,0,0,327532.84,0,0,0,
260,265.14791206706496,5.853102,,,,,,,,,,,558285.44,429832.25,0,509450.97,198893.11,322987.28,
284,265.1809334658249,6.302645,,,,23,,,,,,,602488.3,498826.66,779828.25,642363.0,804351.8,995149.8,
234,266.98883932018407,4.7600923,,,,57,,,,,,,1519315.4,1576678.1,1341550.4,1557113.9,1477297.2,1509454.0,
235,268.98573277781065,4.7600923,,,,57,,,,,,,502841.66,509380.28,410500.8,510147.3,464914.88,482757.22,
116,271.06166489459696,0.878993,,,,,,,,,,,1689523.4,1791115.2,1731091.4,1737736.1,1575236.0,1101571.5,
210,271.99832495682466,4.1187816,,,,,,,,,,,171149.34,190004.06,165465.16,174459.52,147111.36,158568.39,
152,272.0775948335227,2.7411067,,,,,,,,,,,138816.34,127728.695,135736.58,118506.73,148433.56,356803.3,
137,272.07760518452346,2.3248746,,,,,,,,,,,113803.086,96144.69,101462.875,95269.37,107388.11,341064.5,
195,279.99585105044764,3.514927,,,,3,,,,,,,1.854762E7,2.220794E7,1.918585E7,1.8763178E7,1.832988E7,1.8195384E7,
154,286.09322009129056,2.7715073,,,,59,,,,,,,274139.66,216456.7,244878.42,233100.48,277315.25,710545.56,
182,286.0932593643292,3.2452471,,,,39,,,,,,,740128.3,615366.3,676439.1,622027.0,699600.5,1756810.0,
134,288.0725387453367,2.1661837,,,,,,,,,,,500788.8,435541.44,422992.06,432156.44,359066.75,1185276.6,
136,290.0882006680451,2.327677,,,,,,,,,,,1805967.5,1597372.0,2449404.8,2428333.8,2665860.8,6628149.5,
193,292.0463024598705,3.4336221,,,,,,,,,,,47879.758,38626.03,45453.562,39868.242,48407.527,124667.19,
146,292.0463028209122,2.5385153,,,,,,,,,,,91499.83,67951.36,81182.52,76434.94,86465.484,194920.5,
171,292.04633731680093,3.0023584,,,,,,,,,,,207064.61,172517.78,191136.42,173939.27,216288.08,504699.72,
342,293.2122936503063,6.923101,,,,12,,,,,,,624777.9,526047.4,797518.7,648090.44,900611.94,942030.5,
117,298.0697710572693,0.87417,,,,,,,,,,,540112.3,520821.97,349965.1,597388.7,946913.44,606448.3,
161,298.0932410670409,2.869111,,,,49,,,,,,,66938.73,90704.56,104070.305,77747.08,134513.0,156303.84,
151,298.093282435669,2.7153327,,,,47,,,,,,,1199033.1,1438163.8,2152100.8,1455600.6,2145004.0,2047585.8,
353,299.25919757442074,7.019055,,,,8,,,,,,,30610.93,23146.617,54202.168,32967.945,64904.77,61993.23,
319,299.2592082088014,6.6775208,,,,19,,,,,,,150970.95,165935.02,217165.16,198859.83,251367.44,298922.03,
336,299.2592154045271,6.8990464,,,,16,,,,,,,278424.4,400315.97,429637.3,391074.62,421693.53,517147.3,
327,299.25923003531017,6.8130393,,,,35,,,,,,,469744.06,543759.75,863758.6,625176.9,869422.56,748208.0,
153,304.10383741957463,2.7669783,,,,,,,,,,,4383144.0,3681407.2,4091128.2,3708845.8,4297834.0,1.056827E7,
85,306.07660811465894,0.5546842,,,,,,,,,,,300110.6,535628.56,1070204.0,883391.7,782729.3,588393.6,
53,306.07661698784443,0.40068075,,,,11,,,,,,,434890.94,719265.7,602862.4,636190.25,630029.06,360895.47,
208,309.1014215559073,3.99488,,,,,,,,,,,436089.0,403651.25,401630.47,419551.06,425955.4,425567.22,
172,310.0569007201055,3.0023584,,,,,,,,,,,1952360.9,1732550.2,1837153.6,1706627.5,1906308.9,4493857.5,
81,310.9689081838623,0.5324547,,,,,,,,,,,2106633.5,2495153.0,1823882.5,2819368.5,1659487.0,3495286.8,
61,310.97879933691945,0.43048802,,,,25,,,,,,,950628.94,961333.56,947503.44,949926.06,1040999.94,946370.94,
96,310.97889951085165,0.6369404,,,,34,,,,,,,941329.56,844026.75,536245.5,470399.28,1052574.5,811640.56,
498,311.1686781251921,9.026948,,,,,,,,,,,98275.28,434156.7,458654.62,109026.85,474588.28,151949.39,
310,311.16870691517494,6.5162883,,,,,,,,,,,84480.7,94103.98,1006255.06,79471.12,41230.363,62962.875,
511,311.16870696516685,10.230652,,,,0,,,,,,,224363.16,163375.92,76688.695,223660.28,157923.16,190894.34,
299,311.1687144951553,6.4050617,,,,,,,,,,,93325.75,807910.7,1013555.2,703242.8,830203.5,566413.0,
280,311.1687147074637,6.2995014,,,,,,,,,,,1173049.5,868616.25,100499.47,1299239.9,664774.8,1187996.6,
290,311.16871547665465,6.340552,,,,,,,,,,,854441.6,1014266.8,175582.45,900756.25,860628.3,841251.4,
167,320.0776382296451,2.9797926,,,,15,,,,,,,143748.17,114061.47,123456.59,116960.44,128056.48,385347.88,
192,320.0776668643291,3.4024737,,,,27,,,,,,,544308.56,450361.66,518614.5,471794.88,525066.94,1321670.0,
135,322.0602818184004,2.2900717,,,,,,,,,,,439178.97,1528580.8,700599.56,634674.4,390128.78,1830993.4,
371,325.184327275988,7.1010423,,,,,,,,,,,0,14090.333,668422.5,0,37521.62,0,
497,325.1843535372331,9.029611,,,,,,,,,,,63102.402,106920.65,407907.78,82891.984,153982.66,66758.04,
345,325.1843709167841,6.9162555,,,,,,,,,,,41083.707,448418.3,1086621.4,75691.96,488986.3,27555.057,
317,325.1843776691872,6.7040305,,,,,,,,,,,949125.0,294549.4,61632.332,1055132.8,120502.33,905262.25,
331,325.18438238057934,6.7906737,,,,24,,,,,,,517195.9,247669.98,167602.98,547223.2,479567.56,557967.44,
510,325.18438979565605,10.229434,,,,0,,,,,,,140612.16,64597.52,95049.414,150141.66,90886.95,127244.08,
551,328.9795879784568,10.547836,,,,61,,,,,,,310322.25,230039.02,277631.22,202590.47,225123.66,212243.66,
131,328.97960221609065,2.1133726,,,,4,,,,,,,1146922.9,1308096.6,1287814.6,1179658.5,1309428.2,1167734.8,
168,338.08830939901856,2.9797926,,,,15,,,,,,,1429262.9,1225429.4,1273225.5,1197184.6,1359826.1,3427858.2,
