"","Filename","NEG_TJGI2pt1_EV_gpdA_CTRL_1_Run14.mzML","NEG_TJGI2pt1_EV_gpdA_CTRL_2_Run144.mzML","NEG_TJGI2pt1_EV_gpdA_CTRL_3_Run195.mzML","NEG_TJGIp11_1_Run26.mzML","NEG_TJGIp11_2_Run124.mzML","NEG_TJGIp11_3_Run150.mzML"
"24","101/315.1562mz/2.85min","123505.51","516156.75","472470.75","659804.56","858830.44","736061.5"
"25","102/426.1898mz/2.88min","120845.28","217184.0","214696.7","252305.08","236602.33","210344.14"
"26","103/341.1005mz/2.93min","12610.019","107723.97","118550.06","68312.06","59012.645","70527.62"
"27","105/167.035mz/2.92min","60195.508","46118.234","71221.016","437835.56","611378.9","580268.44"
"28","106/181.0718mz/2.94min","65953.75","0.0","0.0","400481.28","155820.1","140502.48"
"29","107/171.1027mz/2.95min","257055.6","42814.19","37708.93","201062.7","65393.94","94032.88"
"30","108/186.1135mz/2.95min","1674071.9","1777681.5","1475168.5","633690.5","378235.4","391172.28"
"31","109/426.1898mz/2.97min","823611.0","1445008.5","1351070.6","1629773.6","1450117.8","1299437.1"
"32","110/192.0666mz/2.97min","674453.3","478064.7","520074.75","971315.06","1302227.5","922248.5"
"33","111/172.098mz/2.96min","260570.53","440715.56","426508.38","297224.44","367742.8","278189.47"
"34","112/153.0557mz/2.98min","205231.05","700604.56","825801.06","60872.29","71437.805","94691.09"
"35","113/341.1005mz/2.99min","123143.69","162445.8","182483.23","466759.8","384962.84","513821.9"
"36","114/456.2003mz/2.99min","69451.23","115060.05","118270.31","92822.234","53302.52","67264.06"
"37","115/165.0557mz/3.02min","710869.06","951157.7","894746.1","481049.0","747104.2","551101.4"
"38","116/195.0663mz/3.06min","0.0","14326.823","28879.705","483593.56","329013.75","374888.78"
"39","117/173.0819mz/3.04min","484495.03","371902.28","408927.53","534773.7","455490.03","461473.4"
"40","118/164.0354mz/3.05min","596248.4","621138.6","616422.75","456223.8","593779.25","507423.9"
"41","119/186.0772mz/3.06min","751721.4","827539.5","852534.44","581848.2","627342.3","571161.5"
"42","121/456.2004mz/3.1min","479606.62","690616.44","641559.7","568428.7","363640.22","395252.94"
"43","123/227.129mz/3.19min","178045.78","181693.89","193533.22","48792.426","60314.035","24520.217"
"44","124/245.0932mz/3.2min","1894369.5","2654307.2","2527735.5","1642259.2","2063395.1","1644995.1"
"45","125/527.167mz/3.25min","0.0","0.0","0.0","0.0","36430.64","165209.5"
"46","126/329.124mz/3.21min","224558.52","176168.56","274336.78","237978.83","258123.45","260001.17"
"47","127/195.0663mz/3.19min","33409.28","27895.129","50549.05","120366.44","40774.582","44625.1"
"48","129/178.051mz/3.25min","575404.44","568215.5","574364.94","546595.94","691299.6","598221.8"
"49","130/181.0507mz/3.26min","218811.7","288029.0","298500.4","906890.1","1214930.8","1137255.1"
"50","131/187.0976mz/3.3min","56617.836","54389.21","143267.12","65836.21","80745.4","56784.992"
"51","132/262.1376mz/3.33min","213608.73","209094.14","238543.3","102457.72","421614.12","94546.53"
"52","133/144.0455mz/3.27min","513206.5","301320.53","319832.7","515495.7","452597.44","415907.97"
"53","134/261.1343mz/3.27min","344645.75","421772.78","395828.06","896742.6","854198.4","789719.0"
"54","135/527.1669mz/3.3min","0.0","0.0","0.0","247079.02","569200.7","420580.97"
"55","136/177.0557mz/3.3min","88605.086","74620.5","109777.08","47937.6","47997.45","56009.684"
"56","137/173.082mz/3.31min","30709.826","56400.992","29860.58","0.0","0.0","0.0"
"57","138/487.3056mz/3.32min","35397.53","0.0","0.0","15892.491","0.0","0.0"
"58","139/121.0295mz/3.32min","66558.18","86094.164","87827.99","88259.086","129637.64","109951.78"
"59","140/138.0197mz/3.32min","1879500.2","1327426.9","1155854.9","2190062.0","1638776.5","1438158.5"
"60","141/265.0716mz/3.34min","52174.27","0.0","0.0","145461.22","233086.47","165177.7"
"61","142/193.0506mz/3.35min","145733.64","86492.84","98646.414","1166417.4","1158607.2","1371411.6"
"62","143/292.1189mz/3.36min","0.0","0.0","0.0","57057.938","62299.42","81757.46"
"63","144/329.1218mz/3.36min","136420.83","280547.44","272541.03","334159.84","400446.75","399531.7"
"64","146/261.1344mz/3.36min","3143275.0","3644073.5","3471753.5","7820008.5","7452219.5","6948661.0"
"65","147/187.0976mz/3.36min","92946.82","125076.46","211190.56","238945.94","238916.6","215542.8"
"66","148/245.0455mz/3.38min","30733.21","29190.623","23235.484","216464.38","322787.84","322201.16"
"67","149/269.1031mz/3.41min","36412.746","37768.895","50124.723","0.0","0.0","0.0"
"68","150/460.1379mz/3.43min","62093.695","0.0","0.0","549344.56","697385.3","724593.0"
"69","151/177.0557mz/3.41min","92775.5","97754.79","137077.78","35252.645","31446.924","39297.277"
"70","153/509.1562mz/3.45min","48140.594","0.0","0.0","366181.38","410370.34","378626.2"
"71","155/527.167mz/3.48min","0.0","0.0","0.0","75894.57","131066.48","128027.086"
"72","156/187.0976mz/3.45min","7811067.5","5778342.0","6005728.0","10685504.0","8103253.0","9872984.0"
"73","157/209.0795mz/3.45min","512816.75","468116.38","478276.28","617702.1","500080.72","655202.94"
"74","158/145.087mz/3.45min","345834.47","632303.06","517989.66","338725.1","434120.12","346052.4"
"75","159/181.0507mz/3.43min","23774.266","42887.4","55565.93","173559.86","328166.62","321702.2"
"76","160/237.0769mz/3.45min","411952.44","47797.266","58999.906","1016147.9","801026.94","773245.4"
"77","161/228.1031mz/3.5min","522694.94","179305.78","184535.11","504023.84","252571.72","276808.8"
"78","162/165.0557mz/3.5min","54281.195","43442.84","30326.121","130834.445","168737.62","155268.11"
"79","163/244.0979mz/3.51min","266149.03","84239.516","98090.37","473541.53","296181.06","325856.4"
"80","164/269.1031mz/3.53min","439501.22","464396.16","589770.7","172741.11","186769.53","183462.47"
"81","166/177.0557mz/3.53min","770437.7","822041.0","1061123.5","331455.12","334545.56","342559.66"
"82","167/527.167mz/3.53min","0.0","0.0","0.0","115761.57","228384.72","185308.62"
"83","168/145.087mz/3.53min","728878.44","854496.75","800462.4","602551.06","636889.56","531660.5"
"84","169/195.0663mz/3.54min","65132.766","60196.402","89083.94","28315.52","28584.512","29991.55"
"85","170/227.1289mz/3.54min","0.0","84119.94","47461.285","23924.314","50856.65","24601.486"
"86","171/265.0718mz/3.55min","147725.3","20786.168","31029.707","595191.25","919629.94","592781.94"
"87","172/195.0299mz/3.55min","0.0","0.0","0.0","52365.58","103512.26","62180.227"
"88","173/191.0748mz/3.59min","140575.33","340395.0","444797.8","67324.89","335486.9","320682.97"
"89","174/370.0965mz/3.58min","91560.04","0.0","0.0","347626.16","446269.75","487602.6"
"90","175/144.0455mz/3.57min","3563355.5","1725043.1","2189190.0","7526298.0","6711820.0","6332795.5"
"91","176/466.2209mz/3.59min","147359.38","77799.5","72748.99","79646.35","70259.766","59584.39"
"92","177/237.0768mz/3.56min","416276.1","0.0","0.0","122163.17","41505.766","38928.477"
"93","178/652.2166mz/3.63min","0.0","0.0","0.0","63253.42","109637.91","903833.44"
"94","179/193.0506mz/3.66min","41594.434","69757.664","66917.1","129153.086","179629.38","181519.4"
"95","180/265.0718mz/3.6min","161277.52","0.0","0.0","532859.0","114255.164","70357.38"
"96","181/466.221mz/3.66min","277676.1","528740.9","502405.34","547280.56","479730.1","442635.88"
"97","182/652.2166mz/3.67min","0.0","0.0","0.0","873001.1","1115361.4","1343645.8"
"98","184/292.1191mz/3.69min","474759.53","428621.88","530174.2","2941259.8","3178507.5","3831233.0"
"99","185/471.1659mz/3.7min","88657.53","214109.84","246078.38","99672.47","101873.42","89596.57"
"100","186/214.1449mz/3.7min","560923.9","277626.44","353474.4","33157.004","15275.341","11529.27"
