row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_TJGIp1_3_Run186.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_2_Run115.mzML Peak area,NEG_TJGIp1_2_Run100.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_3_Run204.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_1_Run32.mzML Peak area,NEG_TJGIp1_1_Run35.mzML Peak area,Unnamed: 19
397,389.1606714747873,4.907552,,,,155.0,,,,,,,73857.266,81038.36,76254.875,97415.836,119567.16,128236.6,
320,389.1634406165363,4.655627,,,,,,,,,,,0.0,50645.594000000005,23631.207000000002,7392.9619999999995,118326.484,113487.68,
1436,391.2984257503363,7.6664786,,,,32.0,,,,,,,587384.1,802191.4,815217.2,691110.06,1780381.0,1200849.9,
410,393.2160884298498,4.9550815,,,,,,,,,,,33675.574,70058.1,60043.22,77062.664,364275.75,309158.3,
1310,393.2680509009864,7.403211,,,,,,,,,,,184835.12,687378.6,1458982.1,186320.62,0.0,1884418.5,
1428,393.2680846478796,7.6483817,,,,,,,,,,,0.0,339738.34,739341.6,0.0,1893925.9,681827.9,
1722,395.2471643944889,8.120185000000001,,,,,,,,,,,0.0,230319.6,346270.5,0.0,786507.25,0.0,
1921,395.35302561258317,8.724957,,,,108.0,,,,,,,4560224.0,8224734.0,8818185.0,5069910.0,8912637.0,7830177.0,
370,397.12889639155264,4.78864,,,,28.0,,,,,,,795050.0,1136894.9,742559.4,1084366.2,801521.06,538180.25,
434,397.2018960673491,5.046894,,,,33.0,,,,,,,6594638.0,10522227.0,6723897.5,11614278.0,8754540.0,6616892.0,
1100,397.2264359893829,6.949501,,,,,,,,,,,0.0,1984665.0,1839430.6,0.0,2757624.8,0.0,
1065,397.2265011532718,6.909261,,,,,,,,,,,0.0,1748619.9,1502680.1,0.0,0.0,3321791.5,
1015,397.22650985702063,6.770405,,,,,,,,,,,1327153.9,461222.75,392597.06,2002455.8,0.0,852657.75,
1470,397.332111667629,7.681244,,,,9.0,,,,,,,739577.44,750347.0,906705.4,895757.9,1282605.1,911846.5,
1607,397.3321579083134,7.8068023,,,,27.0,,,,,,,1423907.1,1673354.0,1646908.9,1912342.2,2024097.1,1199425.8,
1950,397.3686530427749,8.99934,,,,,,,,,,,1381428.1,3597591.8,2400707.2,2683975.2,1975120.9,1392117.9,
1320,399.18426831403417,7.4439720000000005,,,,107.0,,,,,,,256589.12,223184.19,350671.94,236409.83,228716.73,209917.02,
1406,399.18426857080186,7.6268899999999995,,,,,,,,,,,557551.1,1247946.5,817022.5,1319527.4,680901.94,324757.7,
1250,399.32665460212263,7.3297405,,,,45.0,,,,,,,1901459.4,1766793.1,2295092.2,2005102.9,1874687.8,1502684.4,
1876,399.3477627782695,8.440698,,,,17.0,,,,,,,19660704.0,40230424.0,30717056.0,32170220.0,30229494.0,23280896.0,
1963,399.34778018608773,9.260674,,,,,,,,,,,8114.896,363493.62,217338.06,186298.25,170869.77,105843.98,
1924,399.3478295856992,8.739251,,,,,,,,,,,572671.7,2511577.5,1848394.6,1252454.0,2093898.2,1458304.1,
1946,399.3479427132598,8.936167999999999,,,,117.0,,,,,,,128859.445,764250.5,458867.47,340972.44,541793.0,313910.03,
1394,399.3479620029834,7.6078567999999995,,,,,,,,,,,227689.36,207129.56,248528.61,239448.19,99832.086,261720.1,
1824,399.3480898942736,8.168717,,,,,,,,,,,103949.586,425936.78,286619.28,264408.12,454837.94,226366.14,
1471,399.34823471604966,7.681255999999999,,,,9.0,,,,,,,255368.61,322145.53,310923.53,369649.2,699592.56,561580.06,
1941,400.35134080167296,8.9296665,,,,,,,,,,,0.0,194753.42,33125.78,22571.702999999998,67091.52,3338.978,
440,401.1602996514711,5.04948,,,,,,,,,,,231906.27,415832.12,244884.34,465500.34,366812.66,267392.72,
261,401.16048321289765,4.145193,,,,,,,,,,,32563.895,52492.41,32649.12,66253.01,57799.2,48343.312000000005,
295,401.1606375714431,4.451821,,,,,,,,,,,42399.254,43164.473,44435.184,53782.703,72626.34,70130.14,
20,404.10429104318933,0.37415648,,,,4.0,,,,,,,2553183.5,2099367.0,2614747.8,2521299.2,1601217.0,2139921.8,
1238,409.2360107817653,7.277934599999999,,,,,,,,,,,90738.96,959640.0,1132808.1,287227.47,72478.625,3243082.2,
1355,409.23601697973,7.407514999999999,,,,,,,,,,,16016.695,359707.94,238635.72,198826.84,2469645.5,1402231.8,
1184,409.2360201021045,7.158083,,,,,,,,,,,533783.25,3710922.0,4236297.5,730863.25,57224.64,458193.8,
1127,409.23613043182803,7.0450883,,,,,,,,,,,4324607.0,655638.8,709397.06,6560042.0,3119.438,288141.9,
1484,409.23619011826315,7.682760000000001,,,,9.0,,,,,,,159397.08,360151.9,458369.06,349038.06,2799859.0,1501957.0,
541,410.22152877418523,5.363357,,,,,,,,,,,708635.94,0.0,1000720.75,0.0,44991.543,6509.721,
341,411.18094354785757,4.7322435,,,,,,,,,,,145497.3,119619.93,124619.22,124938.05,91687.69,125772.07,
359,411.1809757827532,4.781055,,,,28.0,,,,,,,344491.3,598382.25,342510.3,642980.44,500586.2,328630.84,
1863,411.3477980117577,8.354757000000001,,,,,,,,,,,1210420.0,1978285.6,1925028.9,1602279.0,1746084.4,1574410.6,
1384,411.34783989489733,7.5160213,,,,,,,,,,,123118.71,103312.99,156378.81,100436.445,131921.81,140888.98,
1687,411.3479636466473,8.006378999999999,,,,,,,,,,,64253.52,135270.12,164638.81,111821.75,187120.56,107328.67,
1959,411.3842155214703,9.220227000000001,,,,,,,,,,,1133411.2,3812110.8,2701086.2,2407045.0,1768160.9,1462805.5,
1106,412.2492564974672,6.965561,,,,,,,,,,,92261.65,82933.48,78920.89,100432.945,65499.06,71689.34,
1046,412.24931559953836,6.8155656,,,,,,,,,,,294632.97,258573.52,289001.78,323657.72,290047.28,324170.03,
1356,412.27038947016183,7.403686500000001,,,,,,,,,,,0.0,373421.66,260351.62,0.0,903123.8,109215.93,
307,413.19681909319434,4.553176000000001,,,,,,,,,,,233721.4,453394.06,246566.5,492137.28,353756.03,253668.05,
336,413.19681908333564,4.6577263,,,,,,,,,,,67591.016,214289.88,70616.52,231061.86,113037.49,79285.89,
1905,413.3635783451326,8.610275,,,,15.0,,,,,,,5349397.0,16963364.0,11264295.0,11603929.0,11530711.0,8362197.5,
1947,413.3636379851426,8.900183,,,,117.0,,,,,,,0.0,424369.7,228352.69,172096.36,337242.2,88636.016,
404,415.2336842684833,4.9357014,,,,,,,,,,,2300140.8,2911767.2,2305095.5,3353425.2,2664670.2,2077847.4,
1260,415.2851741492173,7.334711599999999,,,,45.0,,,,,,,371400.78,386628.25,404211.03,425374.94,378937.72,317586.7,
1575,415.2853075720786,7.769447,,,,,,,,,,,181940.89,174182.2,280927.53,235443.22,249225.89,166410.7,
1034,416.301802554054,6.7971,,,,,,,,,,,334522.0,393229.56,333497.38,510876.12,319531.1,299471.34,
334,417.15532982544624,4.675182,,,,40.0,,,,,,,272530.5,739289.2,286653.75,836365.3,731578.44,429734.9,
297,417.15556055036836,4.47642,,,,,,,,,,,27437.752,47392.152,31664.656000000003,53822.187999999995,80683.484,80020.95,
1353,419.1082444725417,7.452587599999999,,,,69.0,,,,,,,1139703.8,1506353.0,1404361.0,1469843.4,1742906.8,1668719.9,
538,420.2503370656693,5.3590703,,,,165.0,,,,,,,16018855.0,235357.42,15243440.0,264385.16,731742.0,427252.34,
1357,421.1052339573969,7.453431599999999,,,,69.0,,,,,,,1480373.9,1919648.9,1823392.6,1895371.0,2232594.8,2144110.5,
1509,421.1052775152957,7.6858974,,,,9.0,,,,,,,377908.9,469552.3,452105.2,545265.06,598619.7,460083.5,
1074,421.22642670441536,6.882159,,,,,,,,,,,107357.79,1023925.44,939078.7,0.0,0.0,3429940.0,
1104,421.22650770246,6.940235,,,,,,,,,,,0.0,1132701.9,1104974.6,0.0,1156452.5,1960040.4,
1955,423.38435524325683,9.112601,,,,,,,,,,,415514.44,643498.9,568910.2,400785.56,546190.5,380466.56,
545,425.1968320087285,5.371016,,,,158.0,,,,,,,1260314.1,2801358.5,1332124.5,2987897.8,2329314.8,1448549.9,
1453,425.2576154581876,7.676628999999999,,,,,,,,,,,742401.44,495923.56,627090.56,752983.5,0.0,3683266.5,
1649,425.2580346191567,7.9479065,,,,,,,,,,,0.0,0.0,133424.55,0.0,1611447.5,0.0,
135,426.1897680629546,2.9682152000000004,,,,110.0,,,,,,,458743.7,378038.34,449432.84,423064.12,308615.3,449812.22,
127,426.18977041043314,2.89268,,,,,,,,,,,274473.53,245380.86,275576.75,272410.38,140842.95,256583.08,
396,426.9676286038146,4.9424877,,,,,,,,,,,13097936.0,10754315.0,12192832.0,15559797.0,10805178.0,12630886.0,
1379,427.28527522840835,7.496889599999999,,,,,,,,,,,76334.875,110793.32,113841.66,114687.41,121319.6,125251.82,
1927,427.3790766679809,8.7816515,,,,,,,,,,,1244561.9,4553279.5,3083341.8,3007684.8,2642711.0,2136100.0,
1424,429.30082168108316,7.6601734,,,,9.0,,,,,,,692652.4,675652.56,790121.9,686716.1,977764.94,879759.6,
1214,429.3008502293669,7.265911,,,,74.0,,,,,,,1071216.0,1042544.25,1014946.4,1232789.1,1006375.0,808359.8,
1119,429.30095350643484,6.993164500000001,,,,71.0,,,,,,,434204.94,436611.3,408992.28,527936.7,378411.53,381375.9,
889,430.2597106072768,6.376682,,,,,,,,,,,333288.28,322599.6,320812.3,335609.5,351439.0,365279.97,
346,431.20727271186865,4.724643700000001,,,,78.0,,,,,,,33003.4,65441.727,27133.076,81623.37,33383.883,29807.502,
420,431.2072968803286,5.0007209999999995,,,,24.0,,,,,,,738164.4,1228564.8,757824.4,1385005.4,1042579.0,823643.25,
521,431.20734830872084,5.3315363,,,,,,,,,,,142775.92,318759.25,194763.66,370082.9,279648.97,210565.94,
303,431.22843656218805,4.582073,,,,,,,,,,,524683.7,1462930.0,1230684.9,1728554.2,875095.8,1167748.6,
1257,431.280099170436,7.330459599999999,,,,45.0,,,,,,,2350687.0,2221454.5,2668114.2,2494504.8,2641946.0,2602890.5,
1695,431.28013158091227,8.031345,,,,,,,,,,,235480.69,256370.48,300603.75,241166.56,421142.0,301474.78,
376,433.1054507274703,4.817587400000001,,,,,,,,,,,472678.88,742432.8,598093.6,460095.03,1285588.4,1101951.6,
1500,433.23580781666914,7.684381,,,,9.0,,,,,,,172971.83,271532.28,327602.53,377514.72,786311.06,771121.8,
1066,433.23599376345885,6.8080050000000005,,,,,,,,,,,812849.4,4024751.8,4599583.5,1001464.1,4736539.5,8011635.5,
1005,433.2360213076645,6.679522,,,,,,,,,,,5248706.5,10712133.0,11790113.0,6634894.0,259629.48,6004912.5,
1135,433.2360483181437,6.9731936,,,,,,,,,,,271669.94,427948.22,529248.94,250911.06,5648537.0,2642278.0,
951,433.2360556560761,6.5810266,,,,,,,,,,,11320390.0,2069504.5,2153777.5,15648438.0,254335.53,248859.23,
383,433.25917339572715,4.8426089999999995,,,,34.0,,,,,,,188512.03,346068.75,317123.7,368462.6,516681.53,472022.22,
1427,433.2953033165052,7.6833043000000005,,,,,,,,,,,2460208.5,559887.7,67908.805,3242086.5,102996.79,49044.035,
1572,433.2956702020952,7.7405663,,,,,,,,,,,2578947.5,1139876.9,1244478.0,3233064.5,1333622.5,1591750.9,
1175,433.29578084326795,7.153255000000001,,,,120.0,,,,,,,586923.9,478086.47,552380.94,639399.06,536852.44,557667.6,
1391,433.30903866043116,7.567292999999999,,,,18.0,,,,,,,538424.56,475519.75,635643.3,516925.44,704504.75,666553.44,
1598,433.3319424220929,7.797497999999999,,,,27.0,,,,,,,398147.84,436313.16,455103.7,558031.94,650048.7,278514.84,
1283,433.332210457888,7.3805447,,,,29.0,,,,,,,169614.86,211988.61,197978.44,259330.77,171059.78,100593.42,
1180,434.29939279028986,7.152399000000001,,,,,,,,,,,128071.875,104068.18,115298.11,138853.89,110027.91,117042.17,
1331,435.2518014011598,7.42267,,,,,,,,,,,4048.0742,208233.38,508720.28,74244.55,689756.25,535846.7,
1220,435.25181841258933,7.26214,,,,,,,,,,,369298.25,430125.16,261626.08,575338.3,12449.256000000001,477032.7,
1513,435.25200040049685,7.6836332999999994,,,,9.0,,,,,,,22123.736,195516.88,197338.6,97129.18,1083740.2,719328.56,
1134,435.2521055394848,7.093804400000001,,,,,,,,,,,693363.8,27200.371,96023.734,2287998.5,0.0,3447.301,
1305,435.27784499878663,7.447741499999999,,,,,,,,,,,0.0,224043.33,241511.8,0.0,52210.64,384009.16,
1864,435.27825402326516,8.417819999999999,,,,122.0,,,,,,,3344438.0,4876797.0,4294883.5,3727109.5,5909430.0,4834689.0,
1358,438.32221523385437,7.452587599999999,,,,69.0,,,,,,,187935.9,240650.84,274528.34,228358.02,587537.8,456038.72,
41,439.08684455652406,0.41074994,,,,4.0,,,,,,,754499.2,814102.06,851935.7,462734.47,591382.06,733319.94,
1915,439.3791823921509,8.69887,,,,,,,,,,,998024.7,2484233.2,2665513.0,1474961.0,2293368.5,2272992.2,
392,441.1916041647091,4.874692400000001,,,,106.0,,,,,,,638729.2,1077088.9,423965.8,803307.75,642346.5,486627.47,
435,441.1917051698375,5.048655999999999,,,,33.0,,,,,,,1953206.5,3121721.8,2158885.5,3784023.5,2940355.0,2172954.8,
258,441.1917455392807,4.145193,,,,100.0,,,,,,,216633.77,293074.84,216491.81,337964.78,259134.75,213268.55,
311,441.19176116335615,4.5756144999999995,,,,,,,,,,,740395.8,1516162.1,772581.1,1723260.2,1365760.8,705268.75,
463,441.1918085086705,5.155364,,,,7.0,,,,,,,3087451.2,5827154.5,3162615.8,6814329.0,4648954.5,3362641.8,
292,441.19182070013517,4.4509454,,,,125.0,,,,,,,599057.4,631233.9,585533.94,707154.75,648908.25,598827.7,
271,441.19188660522576,4.253769,,,,,,,,,,,111227.234,122521.586,110946.69,147903.78,145434.58,137934.67,
1176,441.252327655234,7.061857700000001,,,,,,,,,,,0.0,1437832.0,354113.66,0.0,2252538.5,1653164.5,
1076,441.2523438843602,6.897187,,,,,,,,,,,596540.2,647466.06,552323.06,1642762.2,0.0,2956617.2,
1063,441.30082694242265,6.861063000000001,,,,,,,,,,,303772.4,296595.88,306493.5,319308.28,232243.42,280179.0,
1217,441.3008894775569,7.270204,,,,74.0,,,,,,,265554.66,228953.4,272318.88,270250.25,169006.75,159630.62,
1159,441.3009115293792,7.136933999999999,,,,65.0,,,,,,,1013437.2,968754.1,1018780.8,1079311.9,962561.25,824729.06,
1370,441.300936325104,7.478607000000001,,,,163.0,,,,,,,1074007.8,1277561.5,1324745.9,1258621.4,1085045.0,1172824.5,
1560,441.3010547304908,7.71784,,,,39.0,,,,,,,566444.75,555159.06,640199.94,849716.1,844567.44,548022.94,
980,441.30114212457084,6.6093955,,,,68.0,,,,,,,172761.95,196339.17,181580.11,181006.9,179254.19,155691.34,
429,442.19510201207845,5.0469728,,,,,,,,,,,556100.7,862318.1,552123.6,1028116.2,770929.1,556597.8,
395,442.1954403138905,4.8747168,,,,,,,,,,,74371.7,262210.72,90391.74,176472.98,113197.09,96294.266,
453,442.29214352260965,5.1020904,,,,109.0,,,,,,,265818.2,422886.38,287139.66,503922.94,673674.0,575968.6,
365,443.13461110379416,4.784523,,,,28.0,,,,,,,3388249.2,4907500.0,3248226.5,4950858.0,3471636.8,2395691.5,
217,443.28757333762286,3.8277142,,,,,,,,,,,469602.28,168305.3,517083.38,197430.0,552096.4,922445.1,
2115,443.31653555253916,11.079347,,,,,,,,,,,136533.6,61448.914000000004,178833.58,376742.47,153321.27,239559.2,
2101,443.3165585173277,10.904992,,,,,,,,,,,109455.37,43906.875,176481.25,178872.81,34568.93,798059.7,
1251,443.3165763280837,7.3297405,,,,45.0,,,,,,,10209554.0,9338031.0,11988147.0,10801107.0,9516733.0,8016543.0,
1635,443.3167051602509,7.956405999999999,,,,,,,,,,,213387.75,364734.2,394404.06,377095.56,330422.62,264861.72,
1117,443.31673629592996,6.9860880000000005,,,,57.0,,,,,,,171827.08,167899.23,189457.47,170204.62,136858.83,146160.62,
1619,443.3167434533143,7.854512700000001,,,,,,,,,,,125527.445,141365.61,173349.42,163501.72,105404.766,156403.42,
1202,444.27531598461263,7.213506,,,,,,,,,,,307509.16,245313.39,300593.38,328320.38,276729.84,256489.86,
833,444.27536470870905,6.23694,,,,,,,,,,,114171.2,106033.83,119117.375,115169.14,88455.38,97713.49,
1278,445.2593880111519,7.3266089999999995,,,,,,,,,,,64928.105,360834.06,383083.25,61386.465,445601.62,479810.12,
1417,445.29576467505416,7.652109599999999,,,,9.0,,,,,,,383863.28,466820.9,526292.4,505694.22,574143.2,548356.06,
1029,445.29601064990646,6.7651668,,,,,,,,,,,3135425.5,2660556.2,2583865.2,3689636.8,2925339.2,3246534.2,
589,446.2547606544287,5.534466,,,,,,,,,,,547989.4,527297.6,569223.7,588794.06,460949.22,561893.56,
943,446.25477674400025,6.5376544,,,,,,,,,,,85157.78,62298.58,69220.336,82509.9,68423.016,75121.72,
1287,446.29914679525564,7.3865204,,,,29.0,,,,,,,199732.39,221645.86,237792.56,241040.8,261970.81,234794.19,
309,447.2750319457608,4.5576514999999995,,,,,,,,,,,46355.473,122989.35,56097.953,135559.11,93779.62,42243.383,
482,447.27506829684137,5.213796,,,,142.0,,,,,,,102163.35,346879.28,133778.06,375678.47,243650.1,126110.234,
1694,447.2751552104592,8.061319000000001,,,,,,,,,,,181291.64,227456.81,235921.7,232433.25,0.0,639049.06,
1826,447.2752732741236,8.144528999999999,,,,,,,,,,,0.0,671939.7,599281.7,0.0,699176.44,257319.9,
1609,447.311462883054,7.812001700000001,,,,,,,,,,,607275.2,422760.8,466665.03,704786.2,356157.9,459348.38,
441,449.21782373925936,5.0564313,,,,149.0,,,,,,,76811.195,150589.55,72938.266,174785.25,117930.516,97734.89,
368,449.2179952853376,4.786097,,,,28.0,,,,,,,774805.7,1507449.9,771127.06,1847177.5,1327797.1,933304.9,
824,452.27836462463165,6.1944995,,,,59.0,,,,,,,3173609.2,3042586.2,3234717.5,3228881.8,2833275.2,3633032.2,
785,452.2786958421838,6.08182,,,,5.0,,,,,,,237408.14,218087.95,219116.84,239954.6,208572.16,269583.75,
1363,455.0849172002863,7.456575,,,,69.0,,,,,,,300177.38,341480.16,345882.12,342318.44,739824.7,731426.7,
2096,455.1709664125345,10.871792,,,,,,,,,,,0.0,26714.566000000003,0.0,217806.16,59829.515999999996,0.0,
2104,455.1710105417389,11.027569999999999,,,,,,,,,,,0.0,3714.4187,0.0,36899.195,185525.47,0.0,
2112,455.171037771122,11.07497,,,,,,,,,,,0.0,0.0,0.0,99501.664,11607.418,0.0,
360,455.1710763578569,4.7819595,,,,28.0,,,,,,,11662078.0,17785418.0,11299384.0,18890380.0,14617400.0,10218290.0,
464,455.1711915301493,5.1554036,,,,7.0,,,,,,,1203786.1,2653753.8,1232447.4,3163897.8,2024646.1,1184833.6,
1412,455.2469804383602,7.6498895000000005,,,,42.0,,,,,,,3817829.8,4798684.5,4716399.5,4830391.5,4342285.0,3234920.5,
1889,455.24708239402685,8.468566000000001,,,,132.0,,,,,,,10826.778999999999,113097.125,136077.05,36423.883,194358.1,105249.34,
358,456.17443653319566,4.781063,,,,28.0,,,,,,,3172511.8,4940149.5,3068947.0,5231508.0,3984966.2,2753509.8,
462,456.17455757757074,5.154548999999999,,,,7.0,,,,,,,296061.28,688520.06,304537.56,797088.1,510978.84,292320.47,
460,456.30785406410246,5.126562,,,,112.0,,,,,,,1381754.4,1648487.8,1493953.5,1982366.5,3377518.2,3003811.0,
1413,456.3115404183091,7.6498895000000005,,,,42.0,,,,,,,310692.6,368125.97,414732.8,449310.44,285946.5,300838.5,
1365,457.0818738201296,7.459711,,,,69.0,,,,,,,479392.2,584143.25,578352.4,568221.0,1227264.0,1184508.0,
94,457.18673928554495,2.1772112999999997,,,,,,,,,,,0.0,0.0,0.0,4478.738,0.0,163431.19,
329,457.18681613111113,4.67405,,,,40.0,,,,,,,12710982.0,30895830.0,13803202.0,34807456.0,25935772.0,14647533.0,
2100,457.186832086315,10.881341,,,,,,,,,,,0.0,10809.315,0.0,70227.18,630871.25,319117.44,
123,457.18685475496187,2.8035226000000004,,,,,,,,,,,0.0,0.0,0.0,5248.1226,540976.44,0.0,
288,457.18704434209985,4.437313,,,,,,,,,,,44525.684,80735.65,51150.01,189170.4,144823.02,97857.36,
1291,457.2961875705095,7.396679400000001,,,,,,,,,,,534267.1,579812.44,893712.8,910569.44,551938.2,564927.6,
1095,457.2961977576408,6.9376397,,,,70.0,,,,,,,1121509.2,1051441.9,1076101.4,1144742.4,969760.6,1039236.1,
855,457.2962091948912,6.2726440000000006,,,,115.0,,,,,,,194075.44,166706.72,293556.0,201978.36,147949.78,120934.055,
804,457.29621572058716,6.149523,,,,,,,,,,,151260.69,135891.02,133187.62,165641.05,132758.06,135701.97,
982,457.29637257298873,6.617379700000001,,,,68.0,,,,,,,404891.38,398456.6,388103.94,429509.22,352861.7,483983.0,
325,458.1900369595743,4.67218,,,,,,,,,,,3535669.2,8651135.0,3675924.0,9198860.0,7235061.5,3897027.5,
349,458.28709609415785,4.733603,,,,162.0,,,,,,,1695699.8,3074047.0,1770641.4,3719425.2,4205249.0,3178143.0,
330,459.19242523820867,4.67221,,,,,,,,,,,616374.9,1477480.5,649885.75,1647235.2,1249025.5,690843.1,
1838,459.2784361700397,8.287915,,,,,,,,,,,421368.03,373785.03,313672.8,414857.62,793533.6,788160.4,
211,459.28252999862303,3.7727203,,,,,,,,,,,9589176.0,3894287.8,10608217.0,4279734.0,9106985.0,16671110.0,
350,459.2906317776104,4.7335734,,,,162.0,,,,,,,403315.56,752469.9,340556.56,904059.4,1007287.94,770137.9,
1675,459.29395197093527,8.056183,,,,,,,,,,,230788.52,63444.53,57045.195,539295.7,0.0,331852.25,
1815,459.29412229101507,8.121171,,,,,,,,,,,112709.95,551475.3,429696.88,57076.035,501719.66,809473.44,
1558,459.31162413836824,7.7129307,,,,39.0,,,,,,,391145.0,448725.44,430595.22,589803.9,493711.16,428268.1,
1361,459.3116387027479,7.4549727,,,,69.0,,,,,,,1259701.6,1264937.9,1478428.2,1426344.5,1374343.2,1609005.9,
1128,459.3117551102503,7.0076833,,,,71.0,,,,,,,2839287.8,2648066.2,2845857.8,2855704.8,2641661.2,2788182.8,
924,459.3118649605032,6.571097,,,,88.0,,,,,,,2120021.8,2025118.5,2180320.8,2044559.9,1197113.9,1789316.4,
1021,459.31182375414414,6.7397800000000005,,,,,,,,,,,605603.8,604200.0,603583.1,667160.3,517484.12,571657.6,
1360,460.31485518473505,7.4549727,,,,69.0,,,,,,,348347.38,348033.3,412126.94,356970.84,384199.22,457355.0,
1070,461.2911177522676,6.8644223,,,,124.0,,,,,,,254292.02,299070.72,260615.06,222405.17,246832.55,279481.5,
1222,461.32727699105214,7.2835410000000005,,,,113.0,,,,,,,1412908.8,1233905.5,1554974.2,1469250.1,1531596.6,1116240.9,
1075,461.3274915556236,6.8814545,,,,,,,,,,,197704.89,179458.03,212609.34,180968.94,192531.61,231750.89,
393,463.2337350637659,4.8747077,,,,106.0,,,,,,,391392.8,927566.06,446495.06,1030323.5,814895.9,558288.3,
795,463.3067999255899,6.115732700000001,,,,121.0,,,,,,,532395.8,435762.66,535982.4,537238.6,438873.7,476352.53,
988,463.3071417553971,6.647898,,,,,,,,,,,115689.414,92315.13,109935.97,128976.984,79692.445,133442.08,
1901,463.3099664070585,8.635322,,,,99.0,,,,,,,1237410.9,1737279.0,1335875.8,1742616.8,2633572.2,2027527.2,
1918,468.4056128128945,8.707886,,,,,,,,,,,111612.945,447550.12,378508.9,240472.28,461995.8,375880.16,
1570,469.28340784279936,7.7699966,,,,,,,,,,,411427.9,94236.84,104483.87,1003507.56,0.0,1280642.6,
1673,469.283800257972,7.998564999999999,,,,,,,,,,,0.0,683442.75,436163.38,0.0,1734310.2,0.0,
549,470.32334687066594,5.398363,,,,85.0,,,,,,,18606340.0,24280202.0,20701786.0,25963080.0,33852812.0,28951230.0,
628,470.32338127729236,5.6933419999999995,,,,140.0,,,,,,,189698.5,359051.84,235712.84,426373.9,504617.0,357359.56,
546,471.20216913028844,5.3824773,,,,158.0,,,,,,,319719.4,617368.5,328637.1,667104.5,508713.62,336267.66,
436,471.20219262833984,5.05035,,,,33.0,,,,,,,145827.95,225231.53,165322.52,287701.22,243040.83,198956.17,
426,472.3026124157068,5.0240617,,,,72.0,,,,,,,1062439.4,1700372.8,1152057.9,2029951.1,2725310.2,2278961.8,
1871,472.36393438650083,8.433553,,,,,,,,,,,342241.88,555402.94,171887.33,418479.25,172011.33,294564.34,
254,473.18159315212137,4.1328864,,,,6.0,,,,,,,1508640.4,2972359.5,1516050.9,3154496.5,2290079.8,1419484.8,
402,473.21787554209374,4.923632,,,,111.0,,,,,,,191532.73,720169.4,213230.9,828830.2,519649.8,172476.84,
477,473.2179389819165,5.199351999999999,,,,131.0,,,,,,,173731.88,377685.06,169194.6,429041.7,236492.78,141747.16,
524,473.2182457020379,5.343306,,,,,,,,,,,139891.66,306371.66,133418.56,337352.38,260018.03,136603.73,
1613,473.28223482593916,7.7911589999999995,,,,,,,,,,,87444.67,9606814.0,10247577.0,101897.05,17908908.0,765177.06,
1990,473.2822718613886,9.862169999999999,,,,,,,,,,,365930.34,284925.2,386045.94,364569.6,324428.72,306582.4,
1421,473.28236294965865,7.659147,,,,9.0,,,,,,,15108589.0,17839000.0,19726894.0,15018623.0,427233.8,25352516.0,
863,473.29075386328003,6.299185,,,,159.0,,,,,,,306341.94,267209.03,455715.84,294107.72,204020.12,255435.33,
1115,473.2907618127121,6.951072999999999,,,,,,,,,,,4169929.2,4472311.0,4550347.5,4146499.8,4522207.0,5131384.0,
979,473.2910261719162,6.608516000000001,,,,,,,,,,,987731.75,954828.3,973329.6,936956.2,510097.94,893347.2,
512,473.3593784814674,5.3350550000000005,,,,,,,,,,,462763.72,429505.34,609807.1,231249.58,504720.06,581956.5,
1396,474.2856304287323,7.6365967,,,,,,,,,,,4628966.0,1536124.5,1842978.6,4593368.0,49948.19,99670.78,
1113,474.2941963798889,6.951929600000001,,,,,,,,,,,558099.8,1308747.2,1359193.9,537218.75,1086220.9,1482702.1,
425,475.152836582725,5.0166383,,,,,,,,,,,148339.38,233894.48,157307.86,236205.89,367045.72,297262.3,
1280,475.3062841732547,7.363617,,,,25.0,,,,,,,17162198.0,17935594.0,18950432.0,17345274.0,14789629.0,17241560.0,
1137,475.30658384081113,7.055469,,,,,,,,,,,1249360.4,1027578.8,1012717.0,1383003.8,496201.56,1021600.7,
964,475.3067505454517,6.5692806,,,,,,,,,,,997808.2,843010.44,979254.25,884264.2,460531.56,912380.5,
1900,475.30963836409217,8.601892999999999,,,,,,,,,,,1167375.8,1186910.5,1162939.5,1193976.4,1776340.9,1551707.8,
705,476.2780682591313,5.898493,,,,,,,,,,,4696928.0,4626538.5,5177440.5,5056837.5,3768487.8,5733026.0,
752,476.27820717992586,5.9995330000000004,,,,,,,,,,,10065314.0,9613021.0,10045299.0,11032673.0,9730794.0,13234337.0,
259,477.1684063388352,4.145193,,,,100.0,,,,,,,115345.97,161372.3,140215.1,144297.11,321068.66,267395.7,
291,477.1684871742138,4.4500413,,,,125.0,,,,,,,349937.34,415969.25,417501.53,399712.16,906369.44,825437.44,
421,477.21297814118986,5.0007209999999995,,,,24.0,,,,,,,1640498.5,2685322.2,1707943.2,3035320.8,2311790.0,1784542.4,
345,477.2130313052446,4.7237477,,,,78.0,,,,,,,212583.03,390847.66,237655.95,428948.2,315824.5,247617.7,
