row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_pos_20210511_Run212.mzML Peak area,Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_pos_20210511_Run46.mzML Peak area,POS_TJGIp1_1_Run49.mzML Peak area,Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_pos_20210511_Run102.mzML Peak area,POS_TJGIp1_3_Run179.mzML Peak area,POS_TJGIp1_2_Run105.mzML Peak area,Unnamed: 19
4247,81.52045093792056,10.567069,,,,88.0,,,,,,,23256456.0,14914067.0,16153124.0,18407936.0,22212010.0,19524964.0,
4121,83.06030112874075,10.121171,,,,,,,,,,,285022.12,478256.22,840289.0,1029817.56,746856.4,179231.4,
4067,83.06033831430055,9.766910000000001,,,,,,,,,,,131336.83,643229.5,81506.984,148783.42,20306.852,1001925.2,
59,83.06034168526602,0.37202525,,,,13.0,16.0,[M-H2O+NH4]+,,3.0,78;96;59,83.03709,2129799.5,1793931.9,1811395.2,1804866.0,2388636.5,2160867.8,
4018,83.06034312205996,9.40916,,,,,,,,,,,8739.83,84771.15,395231.88,94429.51,77735.15,67700.414,
78,84.04438479470467,0.37500370000000005,,,,13.0,16.0,[M+H]+,,2.0,78;59,83.03709,2704379.2,1587660.2,1551015.9,1712146.4,3867782.0,1410552.6,
4255,84.95959350928297,10.591258,,,,,,,,,,,1868236.5,846287.25,800585.06,1213755.5,1652820.1,1199981.6,
5,84.9597043856251,0.24557893,,,,,,,,,,,1280385.5,943775.56,974051.2,2410796.2,346379.4,179917.08,
151,86.0600209571913,0.44679415,,,,,,,,,,,608586.6,257662.52,280807.2,327247.1,3810962.5,414626.2,
186,86.0600643653542,0.5968691999999999,,,,,,,,,,,299692.6,722519.1,903046.6,1011073.75,473453.62,3921095.8,
253,86.06007565242409,0.86396694,,,,,,,,,,,2769480.8,3033401.5,868336.4,3793234.5,730568.25,1181209.8,
1852,86.09638256484577,6.1197834,,,,233.0,,,,,,,1434622.6,726172.6,936388.3,2083811.2,2353230.5,2893823.5,
1922,86.09638756985125,6.258405000000001,,,,,,,,,,,585428.9,5176.9736,42998.58,66598.64,750361.94,95886.9,
1776,86.09638994104908,6.0783525,,,,,,,,,,,304443.97,2088542.6,2627994.8,1306519.9,1147309.1,1746931.2,
522,86.09642612743158,2.7370932,,,,,,,,,,,601177.3,500674.3,223924.38,671661.3,532908.9,559890.06,
231,86.0964385872082,0.739347,,,,137.0,,,,,,,51831080.0,54949988.0,54740836.0,48343310.0,67118616.0,61056590.0,
658,86.09645949301199,2.9164622000000002,,,,70.0,,,,,,,990992.1,1149587.1,1255032.2,1005500.56,2315180.0,3129956.0,
915,86.09645191621155,3.6873400000000003,,,,94.0,,,,,,,416075.75,846832.6,945887.2,668935.6,933335.56,908549.4,
229,90.05496705503425,0.7251415,,,,,,,,,,,1074598.4,1041953.3,452192.75,995543.9,1019090.94,1125091.5,
4249,90.52578268983864,10.572894999999999,,,,88.0,,,,,,,41777110.0,32904928.0,34794896.0,39842410.0,44872144.0,34386600.0,
4233,94.04496863631368,10.513057,,,,221.0,,,,,,,4316760.0,3276854.5,3577851.5,3930966.8,4384568.0,3660782.2,
923,95.08555539772877,3.6940739999999996,,,,94.0,,,,,,,416866.44,453466.75,406155.44,377383.44,378316.75,395489.94,
3270,97.10109362191305,7.9565907000000005,,,,,,,,,,,486480.1,74157.17,14308.495,227788.81,290284.1,95649.016,
4246,97.99122976594042,10.567021,,,,88.0,,,,,,,8939918.0,6210436.5,6805014.5,6529427.0,8496414.0,7956591.0,
4217,98.51188261624172,10.417842,,,,286.0,,,,,,,1265191.0,355110.4,260868.62,1080616.4,815392.7,1293382.0,
4280,98.5119582335167,10.9323,,,,,,,,,,,451018.0,5781423.0,6142146.5,907443.6,930992.5,4367400.0,
4293,98.51198078251605,11.2404375,,,,,,,,,,,724628.2,1086129.9,592650.0,4543088.0,293795.56,554454.75,
1152,99.04403245479736,4.677914599999999,,,,127.0,,,,,,,91002.81,110983.55,93716.15,105407.36,80645.09,107639.12,
255,99.04406386588944,0.8602193000000001,,,,,,,,,,,490162.0,239960.53,368082.72,302846.22,698978.5,168637.11,
302,99.04408089704565,1.0640286,,,,,,,,,,,1399930.4,1627383.8,699129.1,1286587.1,1845996.8,436425.75,
4230,99.51210459284208,10.489772,,,,2.0,,,,,,,2969222.5,2227625.5,2205791.0,2667248.0,2802041.5,2549975.2,
4254,99.53101808423337,10.586654,,,,88.0,,,,,,,3672297.0,3984445.5,3361039.5,2585951.8,3181388.8,3586294.2,
218,100.07567022391407,0.6884633000000001,,,,,,,,,,,306944.22,522182.22,209377.1,527246.5,955268.06,473328.2,
330,100.07570328699451,1.4159373,,,,,,,,,,,6559229.5,5166563.5,4155991.0,4238015.5,9360878.0,4179798.8,
361,100.07570424271864,1.9564654,,,,283.0,,,,,,,8346884.0,21089556.0,17234532.0,18392856.0,12867240.0,20579714.0,
390,100.07571532771568,2.1497257000000003,,,,,,,,,,,705688.44,1210118.0,1117994.6,1783320.2,2447577.8,1631110.1,
4153,100.11194589570526,10.203667,,,,,,,,,,,734495.6,686730.25,995921.0,793573.6,730020.4,676243.9,
733,100.1120835299634,3.1304912999999996,,,,162.0,,,,,,,577183.25,1088289.5,1077315.1,1112742.9,813404.4,995155.6,
212,101.02331906956152,0.6396143,,,,75.0,,,,,,,4446875.0,3217330.0,3127420.2,2802695.0,5955271.0,2264208.5,
4127,101.07085341055156,10.146179,,,,,,,,,,,23440798.0,6386792.5,39615410.0,5931269.0,27582830.0,5527205.0,
3778,101.07092246594337,8.569707000000001,,,,,,,,,,,12885926.0,11307881.0,6938263.5,5290958.5,12546100.0,6653205.0,
4242,102.03373415073996,10.557969,,,,88.0,,,,,,,78193970.0,61029532.0,54369676.0,68137730.0,75885000.0,72244280.0,
44,102.0549231902942,0.36614856,,,,13.0,8.0,[M+H]+,,2.0,59;44,101.04765,25556164.0,16857382.0,17478186.0,18934334.0,31620436.0,17142254.0,
4243,102.53531238446222,10.558729,,,,88.0,,,,,,,6830643.0,5303837.5,4712943.0,5902010.5,6559666.0,6251617.0,
716,103.07535506588465,3.0920382,,,,,,,,,,,489334.0,143400.95,129272.76,115452.72,55348.145,85787.29,
796,103.07535809377498,3.2696178,,,,,,,,,,,181200.33,29449.066000000003,29720.152000000002,19063.535,18993.646,219017.03,
4241,104.0300867208544,10.557228,,,,88.0,,,,,,,2038505.6,1564074.5,1691720.5,1741467.0,1942219.9,1828254.6,
48,104.07052828818384,0.37903976,,,,13.0,,,,,,,1270072.5,763971.6,837798.1,862984.9,2185407.8,961772.4,
29,104.10691447945891,0.35361950000000003,,,,13.0,,,,,,,41855940.0,45074300.0,51172090.0,35325156.0,39858344.0,46345436.0,
2,104.10692534223223,0.16993640000000002,,,,,,,,,,,208787.97,530935.8,388282.28,57193.57,43825.47,102047.34,
185,104.10693186370851,0.5833967,,,,,,,,,,,498701.66,762422.94,1306390.6,186444.94,187590.78,1054697.0,
327,104.10697261202915,1.2689215,,,,,,,,,,,475386.8,661810.5,721495.0,35487.27,71649.94,95993.81,
307,104.10697997837276,1.090192,,,,,,,,,,,307453.5,482893.34,379038.72,35673.48,88793.34,135528.94,
1260,105.06984616684365,5.0784106,,,,109.0,,,,,,,342348.47,489492.66,544943.0,398587.6,637312.5,438788.94,
862,105.06990234392502,3.4523427000000004,,,,24.0,,,,,,,854574.4,1119185.5,1124740.6,1161497.5,679718.5,932102.44,
943,109.10120419865879,3.7569902,,,,253.0,,,,,,,1353210.9,1457991.2,1486846.0,1404874.6,2078402.4,1718226.9,
739,109.10121124592509,3.139006,,,,162.0,,,,,,,429901.2,767300.8,541371.1,581646.9,433188.34,557159.44,
4218,110.01987519408716,10.4276,,,,286.0,,,,,,,2793007.8,971903.4,1048036.8,2826026.5,2733052.5,2893335.5,
180,110.06001100987987,0.5581059,,,,,,,,,,,801855.1,377577.2,515833.34,377472.25,925519.4,426976.4,
32,110.0711755721223,0.3484657,,,,,,,,,,,722015.6,409148.12,150771.52,105142.31,447653.72,113297.34,
4226,111.02006163019114,10.478268,,,,2.0,,,,,,,21940238.0,19258722.0,19366278.0,20659020.0,21003748.0,19402102.0,
4248,111.03893352392771,10.568305,,,,88.0,,,,,,,6421570.5,6900193.0,8337385.5,5925968.5,7080481.5,7447079.5,
3275,111.1166969711745,7.958039,,,,,,,,,,,413998.34,55576.574,6964.1865,186300.89,240649.42,72047.88,
4224,111.52167172056264,10.4758,,,,2.0,,,,,,,1855252.8,1561020.9,1584632.5,1672901.2,1686845.9,1582505.2,
4227,112.01771654475141,10.479068,,,,2.0,,,,,,,8544640.0,7461590.5,7468786.0,8014002.0,8200310.0,7546864.0,
60,112.05045746961456,0.37202525,,,,13.0,18.0,[M+Na]+,,2.0,105;60,89.06071,2148189.5,2789522.5,2303787.5,2474430.0,2005863.6,2943385.8,
238,112.05050244713335,0.78220636,,,,,,,,,,,408858.44,285469.4,237114.98,265129.1,640458.7,357254.25,
143,113.03447789011696,0.41885093,,,,13.0,,,,,,,4725828.0,5913868.5,4976559.5,4604038.5,1652799.2,6082533.0,
165,113.03449463645542,0.49660733,,,,,,,,,,,17142484.0,12575988.0,9819409.0,15859356.0,34274940.0,11921805.0,
282,113.03452354484129,0.9353959000000001,,,,157.0,,,,,,,886040.5,81374.9,121859.055,102544.89,2725171.2,437379.6,
305,113.034526776256,1.0863296,,,,,,,,,,,256708.42,83362.28,135783.69,85848.15,1641325.8,396261.28,
344,113.03453343201336,1.5417954,,,,,,,,,,,392771.22,310066.53,306990.62,116102.5,202113.98,114484.3,
329,113.03454267740592,1.3201528999999999,,,,,,,,,,,246040.95,10201.976999999999,101168.55,69769.11,570595.7,82090.18,
400,113.05969876205684,2.2237396,,,,,,,,,,,164390.31,940789.6,905289.5,444636.38,1078310.9,937636.2,
3610,113.13228136953093,8.295531,,,,55.0,,,,,,,325229.12,426578.0,409636.34,487290.94,225239.28,368564.53,
205,114.05493125891451,0.6253808000000001,,,,75.0,,,,,,,1866316.4,1493829.1,749185.6,508191.62,2696218.8,1721475.1,
4131,114.0911926024465,10.165057000000001,,,,,,,,,,,82348.25,213846.53,281946.66,166768.27,112188.4,62950.51,
538,114.09134168328941,2.731159,,,,149.0,,,,,,,1707635.0,1785271.2,1750691.6,1766001.0,2116694.0,2231929.0,
585,114.09135410331723,2.7751919999999997,,,,152.0,,,,,,,1197728.6,1408683.6,1270673.0,1178632.2,1941183.6,1625438.4,
442,114.09135600346869,2.39688,,,,7.0,,,,,,,1433721.8,1454825.8,1284864.1,1231664.6,1354809.6,1240877.2,
1008,114.12770319831785,4.0312114,,,,159.0,,,,,,,161655.81,226718.92,255496.88,184693.92,195150.66,344286.4,
555,114.12771047819706,2.7533295,,,,149.0,,,,,,,1089161.4,791369.56,1144461.2,516731.94,1109743.0,1074476.2,
957,114.12773034613741,3.8130229,,,,99.0,,,,,,,317961.47,465272.28,524641.5,437776.1,353629.88,559425.25,
223,116.0705148717268,0.65639967,,,,,,,,,,,86254.09,154842.19,137619.0,80564.45,569134.25,101607.7,
426,116.07057553156609,2.3448415000000002,,,,215.0,,,,,,,439523.56,884011.3,910366.9,1034218.94,938036.1,1425003.4,
67,116.07058833900476,0.37276658,,,,13.0,17.0,[M-H2O+Na]+,,2.0,67;121,111.0914,2660947.5,2400010.8,2450927.8,2866766.5,4508461.5,3182434.0,
