row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_NEG_Y-p11_1_Run98.mzML Peak area,2024_NEG_Y-EV_1_CTRL_Run89.mzML Peak area,2024_NEG_Y-EV_2_CTRL_Run118.mzML Peak area,2024_NEG_Y-p11_2_Run127.mzML Peak area,2024_NEG_Y-p11_3_Run151.mzML Peak area,2024_NEG_Y-EV_3_CTRL_Run139.mzML Peak area,
91,132.03025481324363,0.64209235,,,,,,,,,,,68987.95,224569.45,568549.7,487318.4,524670.2,20968.137,
15,132.03025853347413,0.35709438,,,,31,,,,,,,393610.3,597256.44,688869.75,519641.28,510238.5,415305.94,
267,132.86785970284149,5.935192,,,,,,,,,,,216399.39,178595.38,105897.945,160803.28,136277.47,638650.56,
456,132.86786432108212,8.463418,,,,,,,,,,,55716.426,75139.33,142024.44,211629.94,91644.49,156024.1,
522,132.86787144706804,10.481599,,,,,,,,,,,1024501.75,781053.2,286843.28,403495.4,924272.25,1317733.0,
103,133.01425957149877,0.64910203,,,,,,,,,,,179183.22,1097659.5,1064056.0,1113924.6,1123182.5,648936.1,
53,133.01427132793285,0.4021205,,,,51,,,,,,,1672674.6,1909259.9,1856834.1,1673045.1,1864714.4,2591198.0,
458,134.89466351936832,8.40941,,,,,,,,,,,493105.12,2330416.0,1374920.5,1404045.8,1546802.9,583123.6,
400,134.89466697975288,7.442869,,,,,,,,,,,381151.56,902922.1,1122907.0,1545568.0,1387146.8,651587.7,
413,134.89466802437252,7.8364787,,,,,,,,,,,1050092.8,5039524.5,1353587.1,2503049.8,2264553.2,1363928.6,
447,134.89466876466886,8.2823715,,,,,,,,,,,960466.06,3362314.5,1365443.9,1567405.0,2104155.2,991368.3,
405,134.89466990457964,7.5371056,,,,,,,,,,,167522.95,233570.0,785435.4,924096.2,747686.75,428367.53,
432,134.89467084272064,7.9426274,,,,,,,,,,,551160.2,1670277.4,632510.6,902003.9,1146308.8,1082014.0,
160,136.04042750917918,2.82874,,,,,,,,,,,4599290.0,5554352.5,6091058.5,4616759.0,4595873.5,9360481.0,
191,144.04549204616103,3.3965702,,,,,,,,,,,178260.47,206891.5,207629.9,185375.14,175814.89,350988.0,
420,144.92346617662898,7.850609,,,,23,,,,,,,870298.44,2206755.0,1481279.8,1605978.1,1594204.5,1402086.4,
489,144.9234666124876,10.216861,,,,53,,,,,,,1960683.4,2468152.5,2186462.0,2233494.8,2080421.8,1817820.1,
438,144.9234672145778,8.149072,,,,,,,,,,,1511578.8,9539415.0,1734851.9,1785158.2,2317663.2,1555028.6,
435,144.92346775320365,7.957989,,,,,,,,,,,1512941.1,2729978.5,1176081.8,1901386.9,2098571.5,1021217.5,
446,144.9234685298415,8.268506,,,,16,,,,,,,3959568.8,2788523.2,2883870.5,6003986.5,1.0080923E7,2872249.8,
457,144.92346888280397,8.419479,,,,,,,,,,,1436829.8,2331105.0,1792110.6,1936286.4,1916139.2,1171282.0,
122,145.05066139118182,0.9763031,,,,,,,,,,,850092.0,692384.0,662588.44,808957.25,844125.94,2386216.0,
16,146.04590483071863,0.35989395,,,,31,,,,,,,1244239.8,1593750.1,907113.5,1525671.4,1515337.8,1837515.4,
115,146.04590567766107,0.7829094,,,,,,,,,,,1391908.9,339588.38,94972.39,502248.44,349746.66,691096.56,
98,146.04590912221335,0.66469276,,,,,,,,,,,104202.7,1536500.5,1461411.4,1445856.0,1118473.4,204566.47,
476,146.96593996032803,9.004248,,,,,,,,,,,529410.3,1252229.8,693242.25,3091843.8,3356221.0,529836.2,
470,146.96594723169616,8.768516,,,,,,,,,,,2515814.5,8647813.0,6455144.5,7334022.0,7078832.5,2955383.0,
8,154.06220925989896,0.34309903,,,,21,0,[2M+NH4]+,,2,8;12,68.01436,407815.7,589537.75,645132.25,524230.56,489347.34,417909.9,
28,155.00986990558133,0.3856865,,,,,,,,,,,214034.1,46441.45,27065.293,673661.56,743673.4,254026.34,
130,156.06662972765636,2.061714,,,,,,,,,,,1307875.5,1941036.9,2403060.0,1599446.8,1549933.8,2666349.5,
159,157.0505904566975,2.8012695,,,,,,,,,,,3777236.5,2776096.2,3133822.5,3468280.2,2975547.5,6316448.0,
4,158.97850174739744,0.30921853,,,,,,,,,,,447203.25,500331.0,550333.56,501387.12,483852.0,449127.34,
510,160.84197086548434,10.4408045,,,,0,,,,,,,214358.48,282082.25,287790.3,293591.06,295007.34,161181.33,
111,161.04553135302854,0.79220414,,,,,,,,,,,9147363.0,1.2606812E7,1.2241577E7,9916446.0,9130244.0,1.368014E7,
449,161.91356381330522,8.283717,,,,,,,,,,,202441.33,1077415.6,196865.73,291732.72,440079.3,144753.62,
454,161.91356630374182,8.408679,,,,,,,,,,,169811.6,691550.6,425187.38,494296.9,397451.53,125479.01,
429,161.91356640870814,7.927428,,,,,,,,,,,152307.81,474334.8,224005.78,407612.47,373677.03,208435.12,
417,161.9135671237576,7.8389087,,,,,,,,,,,182586.83,1657096.5,325903.66,477987.38,425064.1,226290.42,
512,162.8390422623936,10.441715,,,,,,,,,,,200748.5,279924.75,285779.9,294026.5,301740.06,159814.95,
183,164.03530806051722,3.142396,,,,,,,,,,,1617645.4,1542885.9,1743191.1,1415059.4,1427822.5,3461248.5,
9,164.9569918953146,0.342196,,,,21,,,,,,,415865.34,404923.9,446508.2,400540.97,375449.16,394718.9,
180,165.05566633457988,3.1307096,,,,43,,,,,,,1703894.9,1644299.8,1732001.9,1642017.6,1654180.6,2991095.5,
175,172.0979003127045,3.080081,,,,,,,,,,,330079.78,298350.94,311800.25,283098.34,309542.53,640666.4,
84,173.00914783061964,0.55161935,,,,1,,,,,,,1.7870616E7,2.2642302E7,2.0864826E7,1.3703063E7,1.1593389E7,1.7171786E7,
43,173.00916031790348,0.38835776,,,,4,,,,,,,5981347.5,1.1160759E7,9564114.0,7828243.5,7130559.0,7624439.0,
86,174.01257003116947,0.55161935,,,,1,,,,,,,214722.4,1374326.1,927171.56,678953.8,753676.9,517204.7,
24,174.0125900059007,0.38656238,,,,,,,,,,,321029.12,740453.8,740095.25,491186.25,271014.9,439148.3,
21,174.07712302029313,0.3671957,,,,,,,,,,,1342611.4,556585.75,1903210.4,1714560.5,369719.94,2126705.2,
128,175.06114167236558,2.0420418,,,,,,,,,,,11274.707,33782.637,47234.715,5276.804,5592.1025,59266.492,
141,175.06114674507637,2.433701,,,,30,,,,,,,220824.33,150813.27,202875.27,193685.22,166649.05,370098.16,
146,175.06117959354853,2.522429,,,,28,,,,,,,4744425.0,3410724.2,4025306.2,4148151.8,3678597.5,7878366.5,
145,176.06448688134824,2.5210574,,,,,,,,,,,331046.44,236457.88,277225.12,282757.75,257018.64,564928.94,
162,178.05087203386447,2.8670857,,,,52,,,,,,,52411.656,70176.69,78352.37,65902.68,61156.492,93282.74,
150,178.05092183353085,2.7158668,,,,40,,,,,,,774264.8,1336737.8,1310032.2,970517.9,806031.6,1272146.6,
190,178.05092481523425,3.3598669,,,,,,,,,,,264295.12,239134.67,320237.62,337763.5,210637.62,426447.7,
164,180.05765315732708,2.8700695,,,,,,,,,,,157383.95,194758.06,212220.14,167830.34,178621.67,311428.88,
467,186.9057441304361,8.737517,,,,15,,,,,,,1544388.6,4199124.0,2605403.0,3098379.5,2983693.0,570348.25,
475,186.9706016899897,8.970508,,,,,,,,,,,14003.084,469572.8,94405.53,139640.88,176270.94,9125.249,
430,186.97061169184818,7.9412003,,,,,,,,,,,186244.61,149128.28,245474.12,182269.05,176917.28,176463.62,
418,186.9706128605275,7.840258,,,,,,,,,,,205123.27,158214.22,207601.62,194977.72,123796.58,173259.78,
455,186.97061860347503,8.407224,,,,,,,,,,,460641.2,1899462.2,553320.6,612422.4,613173.5,488940.22,
13,187.09188046973838,0.35436878,,,,31,,,,,,,773131.7,683029.1,757510.7,819561.8,732732.0,485941.12,
249,187.86096475710104,5.523444,,,,,,,,,,,98765.04,258517.75,12625.705,0,208290.14,0,
517,187.860977933276,10.482411,,,,,,,,,,,585181.4,454903.53,941019.0,931284.75,990127.9,289349.16,
245,187.86098787766002,5.378816,,,,,,,,,,,68405.79,0,124248.375,285372.44,0,0,
101,188.05654783024465,0.6539805,,,,,,,,,,,334821.38,630920.44,711368.44,1111669.2,1103592.5,387029.88,
55,188.05662134473695,0.41738674,,,,,,,,,,,156029.19,174027.4,185161.44,298385.8,231316.9,198262.47,
127,188.09283731745583,1.4771243,,,,,,,,,,,2337512.0,2753425.2,3052674.2,2379986.5,2369894.8,4167605.8,
471,188.9039388966885,8.743183,,,,,,,,,,,367568.56,1836061.1,638194.56,806298.6,739616.0,307394.0,
181,189.0768322392727,3.1307096,,,,43,,,,,,,670321.4,532595.44,571095.8,603134.1,456323.56,1085541.8,
140,190.05468985323122,2.4144106,,,,,,,,,,,248529.0,214606.98,147239.72,165154.34,192810.16,1032941.6,
74,191.0107365815189,0.5310423,,,,1,,,,,,,1042105.06,1377021.0,921158.3,981267.6,1152573.9,1308342.9,
73,191.01980896326256,0.53151435,,,,1,,,,,,,4.2686086E8,1.8798245E8,2.0073515E8,2.0695019E8,2.3167949E8,5.27917E8,
39,191.0198137771168,0.38656306,,,,4,,,,,,,1.4789674E8,1.4455867E8,1.3601358E8,1.4880573E8,1.3741234E8,1.7934059E8,
75,191.0288411077523,0.5319366,,,,1,,,,,,,920103.2,1126590.9,1096207.4,1044729.56,1018359.6,1454209.9,
109,191.02884180508556,0.69007206,,,,,,,,,,,438083.97,80074.69,92766.36,113307.51,478004.78,295572.03,
71,191.03119284401507,0.52839756,,,,1,3,[2M+Na]+,,2,85;71,84.02156,2428866.5,2126518.8,1866585.5,1557875.8,1703357.2,2255396.2,
38,191.03120431683757,0.38656297,,,,4,1,[2M+Na]+,,2,38;32,84.02157,988458.25,1033296.7,973798.8,1168242.1,1001853.44,1129069.6,
33,193.0237067502746,0.38566402,,,,4,,,,,,,2050246.4,1561811.1,1875137.8,1861573.8,2069508.6,2527525.0,
513,195.81090211438558,10.439789,,,,0,,,,,,,204626.3,374551.5,424620.7,538815.8,615402.3,352871.8,
514,197.807947289964,10.440726,,,,0,,,,,,,383803.94,503374.1,589876.94,736595.75,799409.06,304198.44,
511,199.80499422557844,10.442533,,,,,,,,,,,136859.56,215758.5,243302.67,315133.88,333222.7,141607.19,
260,214.87991565871093,5.841993,,,,,,,,,,,0,12858.122,0,0,64300.785,848842.7,
250,214.87995427718707,5.535441,,,,,,,,,,,195162.39,1034369.3,168545.92,5856.175,853100.1,0,
246,214.87995527733474,5.366423,,,,,,,,,,,1119097.4,137343.64,802071.9,467100.1,6199.0703,5937.1133,
520,214.87999477354788,10.513188,,,,19,,,,,,,3057820.8,2486789.5,2710750.2,2703825.5,2681081.5,3068332.2,
14,215.03277259925903,0.35709438,,,,31,,,,,,,240909.53,390507.22,380808.28,281390.84,245436.08,327890.84,
466,221.8745943374934,8.736215,,,,15,,,,,,,320469.16,4116407.2,2206743.2,3025029.8,3167508.2,329957.6,
139,223.0724188821192,2.370643,,,,,,,,,,,196314.34,315993.7,362429.84,230255.3,240196.86,352128.34,
465,223.87231808635133,8.73151,,,,15,,,,,,,225306.34,2969693.2,1565024.5,2208349.2,2314399.2,222510.9,
156,224.09276871660765,2.7718594,,,,39,,,,,,,237502.55,126442.28,176541.03,162441.67,176756.64,496896.03,
186,224.0928042461028,3.243448,,,,41,,,,,,,546739.1,445819.62,411615.53,380048.0,472958.88,1179200.9,
231,227.96658993779872,4.744041,,,,2,,,,,,,6306014.0,6044906.0,6444993.5,6255362.5,5830919.0,6507448.5,
229,228.96988036367975,4.744041,,,,,,,,,,,495331.03,490618.6,506263.34,503106.25,455755.34,503694.16,
176,229.15572261019432,3.0740945,,,,,,,,,,,399263.2,335455.78,339752.78,317438.34,349711.97,821279.56,
230,229.96447136869838,4.742918,,,,2,,,,,,,6178495.5,5962377.5,6257572.0,6167972.0,5784727.5,6281956.0,
235,230.96777548979648,4.7430587,,,,2,,,,,,,491481.56,453998.22,476826.62,480574.25,458556.44,507543.5,
144,237.08807934664165,2.5172782,,,,28,,,,,,,639698.25,961308.0,972926.0,725905.6,827113.3,1005261.06,
189,238.07206930752,3.3426917,,,,,,,,,,,196346.94,182107.0,196388.78,162538.86,180125.55,393158.6,
261,241.8988876472654,5.8382874,,,,,,,,,,,50880.117,207070.92,26724.01,24900.053,93927.69,991451.3,
251,241.89891942106416,5.5138135,,,,,,,,,,,487869.03,1765625.1,764338.3,104423.91,1302374.9,55665.273,
247,241.89892411739007,5.3884244,,,,,,,,,,,1498302.0,209340.53,1288056.5,503755.78,51157.52,15654.265,
521,241.8989653583451,10.516059,,,,19,,,,,,,4673470.0,4835767.5,4514197.0,4467226.0,4369073.0,4094301.8,
244,242.1761421104732,5.1308475,,,,,,,,,,,93787.94,72657.17,67048.016,69764.86,100528.125,180981.14,
217,242.17617166600488,4.427302,,,,,,,,,,,452928.12,483586.22,444830.47,470489.8,471009.62,497085.88,
518,243.89930259631421,10.493793,,,,11,,,,,,,7217980.0,7453913.0,8137977.0,7151247.5,7327333.5,7319117.0,
464,243.89930888201275,8.710797,,,,15,,,,,,,230262.06,9907516.0,1905565.6,3738656.5,3655987.0,106486.266,
463,245.89477723375865,8.708822,,,,15,,,,,,,0,3817627.5,718980.5,1424210.2,1379432.5,0,
519,245.8947949194428,10.493793,,,,11,,,,,,,2877159.2,2530920.2,3125082.0,2749411.0,2829135.5,2783030.5,
468,248.8935607878125,8.738909,,,,15,,,,,,,292399.25,7127003.0,2598794.0,3825988.2,3728487.2,29714.27,
196,249.02269783354686,3.491555,,,,,,,,,,,6988568.0,6407318.5,6707730.0,7078193.0,6662238.0,6543680.0,
469,250.8916794923815,8.72496,,,,15,,,,,,,89986.42,3164954.8,710769.0,1675024.1,1610420.2,17483.238,
11,254.9263644364867,0.34592143,,,,21,,,,,,,273667.75,266673.25,290558.12,274427.56,277464.25,236624.12,
515,255.82215492720673,10.442652,,,,0,,,,,,,58190.023,326901.88,294749.56,352339.1,372551.16,24761.066,
516,257.8191658964579,10.440846,,,,0,,,,,,,75219.22,315060.5,285201.9,340642.47,392168.22,54242.117,
170,258.07712979883246,2.9808953,,,,,,,,,,,44951.77,28898.996,38957.68,32278.166,34517.0,114398.67,
192,258.07714572893724,3.398576,,,,,,,,,,,204721.19,162731.03,163000.75,158444.2,172604.61,414691.03,
161,265.0176180456645,2.8306553,,,,,,,,,,,1696953.0,1650498.6,1697598.5,1737771.6,1759109.9,1611131.0,
184,265.01762361852803,3.1746569,,,,,,,,,,,3309945.8,3220640.2,2998618.2,3037983.8,3026301.2,2735092.0,
266,265.147899270474,5.9266667,,,,,,,,,,,0,327532.84,198893.11,621746.56,772555.2,0,
258,265.1479076219925,5.878315,,,,,,,,,,,565957.94,0,198893.11,528484.5,705048.06,322987.28,
281,265.1809340767122,6.3015637,,,,26,,,,,,,572922.94,779828.25,804351.8,574503.75,471420.66,995149.8,
237,266.9888393478259,4.758077,,,,44,,,,,,,1563209.6,1341550.4,1477297.2,1454882.5,1416167.1,1509454.0,
236,268.98573299256674,4.758077,,,,44,,,,,,,523928.4,410500.8,464914.88,484330.78,455236.1,482757.22,
117,271.0616645629463,0.8799937,,,,,,,,,,,1674346.6,1731091.4,1575236.0,1777389.0,1656412.2,1101571.5,
211,271.9983308772251,4.1202397,,,,,,,,,,,177999.55,165465.16,147111.36,184766.62,172248.92,158568.39,
137,272.07759045773065,2.327689,,,,,,,,,,,135190.14,101462.875,107388.11,94698.52,115843.95,341064.5,
153,272.07759102981373,2.7422678,,,,,,,,,,,171054.81,135736.58,148433.56,134466.55,143326.17,356803.3,
198,279.9958418304315,3.5175679,,,,13,,,,,,,1.9784462E7,1.918585E7,1.832988E7,1.9070796E7,1.8439726E7,1.8195384E7,
155,286.0932292216327,2.7728765,,,,39,,,,,,,345667.94,244878.42,277315.25,258284.9,302960.1,710545.56,
185,286.0932598062632,3.243448,,,,41,,,,,,,808877.7,676439.1,699600.5,653130.94,705689.94,1756810.0,
135,288.0725391588943,2.169572,,,,,,,,,,,569651.1,422992.06,359066.75,471202.22,493289.75,1185276.6,
138,290.08820258101605,2.3305883,,,,,,,,,,,3294209.5,2449404.8,2665860.8,2475916.2,2753488.0,6628149.5,
147,292.0462987242099,2.5403087,,,,,,,,,,,107864.8,81182.52,86465.484,73151.62,76848.055,194920.5,
195,292.04631150790294,3.432896,,,,,,,,,,,54244.543,45453.562,48407.527,48433.047,52879.434,124667.19,
173,292.0463380856759,3.0036564,,,,,,,,,,,259904.44,191136.42,216288.08,183101.94,207361.4,504699.72,
340,293.2122901703498,6.9205422,,,,14,,,,,,,582147.0,797518.7,900611.94,604618.75,482342.7,942030.5,
118,298.06977041885216,0.8760844,,,,,,,,,,,303067.16,349965.1,946913.44,464339.53,536732.56,606448.3,
163,298.09325314574795,2.8691385,,,,52,,,,,,,67810.33,104070.305,134513.0,113198.39,86126.055,156303.84,
151,298.09328101635055,2.7171109,,,,40,,,,,,,1280393.2,2152100.8,2145004.0,1654845.5,1315882.0,2047585.8,
316,299.25920859542754,6.6740894,,,,22,,,,,,,176972.75,217165.16,251367.44,223006.05,184975.53,298922.03,
335,299.2592093865041,6.899818,,,,33,,,,,,,297569.38,429637.3,421693.53,417083.75,415781.38,517147.3,
349,299.2592199382425,7.0189815,,,,,,,,,,,24677.86,54202.168,64904.77,41543.668,40791.71,61993.23,
325,299.25922873637575,6.8135743,,,,5,,,,,,,532991.75,863758.6,869422.56,666694.94,628647.2,748208.0,
154,304.10383677147456,2.7658179,,,,,,,,,,,5038312.5,4091128.2,4297834.0,3970002.0,4409791.0,1.056827E7,
83,306.07662709257784,0.55737704,,,,,,,,,,,343447.6,1070204.0,782729.3,656875.06,824025.56,588393.6,
51,306.0766316637575,0.40174007,,,,4,,,,,,,357967.25,602862.4,630029.06,633631.4,552942.6,360895.47,
209,309.10142028616605,3.996481,,,,,,,,,,,435393.97,401630.47,425955.4,415607.44,422635.5,425567.22,
174,310.0568943791597,3.002368,,,,,,,,,,,2339654.5,1837153.6,1906308.9,1864266.4,1910696.2,4493857.5,
82,310.9689202585071,0.5418773,,,,,,,,,,,3817090.0,1823882.5,1659487.0,2824000.0,3666210.2,3495286.8,
59,310.9787628749588,0.42221165,,,,,,,,,,,211662.23,947503.44,1040999.94,1063435.6,1056730.5,946370.94,
96,310.9789118138522,0.6423867,,,,32,,,,,,,927027.7,536245.5,1052574.5,997636.2,887586.6,811640.56,
478,311.1686762154619,9.025075,,,,18,,,,,,,397017.3,458654.62,474588.28,436382.94,407185.03,151949.39,
298,311.16871102095615,6.446586,,,,,,,,,,,155119.03,1013555.2,830203.5,916606.0,1087119.1,134553.56,
490,311.1687115473052,10.21478,,,,,,,,,,,210563.14,76688.695,157923.16,93311.91,116030.28,190894.34,
289,311.16871229375766,6.358997,,,,,,,,,,,697714.1,175582.45,860628.3,1212143.9,1488724.1,841251.4,
279,311.1687151408969,6.320046,,,,,,,,,,,854988.9,105830.59,702227.5,485878.53,287000.84,1187996.6,
308,311.168716865383,6.5392494,,,,,,,,,,,64309.66,1006255.06,41230.363,157163.47,74076.91,62962.875,
169,320.0776236762219,2.9800615,,,,49,,,,,,,164703.88,123456.59,128056.48,115532.31,132339.72,385347.88,
194,320.07766414035723,3.402462,,,,36,,,,,,,646653.5,518614.5,525066.94,516158.97,503125.47,1321670.0,
136,322.0602751041718,2.2926865,,,,,,,,,,,412568.6,700599.56,390128.78,450686.44,462331.7,1830993.4,
367,325.18433044512057,7.0796328,,,,,,,,,,,4254.9746,668422.5,37521.62,59009.81,18656.434,0,
488,325.1843305291001,10.22242,,,,,,,,,,,146643.89,95049.414,90886.95,99938.78,72167.69,127244.08,
477,325.18434480481704,9.026514,,,,18,,,,,,,80925.164,407907.78,153982.66,280666.03,269800.0,66758.04,
315,325.18436266787234,6.710442,,,,,,,,,,,296526.1,61632.332,120502.33,111284.22,199137.06,905262.25,
345,325.1843643231628,6.94865,,,,,,,,,,,68702.43,1086621.4,478451.16,605999.94,713042.56,27555.057,
329,325.1843700370223,6.805942,,,,,,,,,,,372593.8,160762.97,471848.3,1134151.6,1405666.1,557967.44,
525,328.9795820172663,10.552884,,,,27,,,,,,,260901.48,277631.22,225123.66,320828.8,303596.72,212243.66,
133,328.97960341328496,2.116268,,,,8,,,,,,,1240279.6,1287814.6,1309428.2,1444877.4,1193320.5,1167734.8,
171,338.08831187487664,2.981663,,,,49,,,,,,,1672807.8,1273225.5,1359826.1,1264690.6,1380896.5,3427858.2,
225,341.04861771531665,4.5580964,,,,48,,,,,,,761242.8,713415.0,724789.75,775924.56,708076.7,691402.25,
399,353.14225765399675,7.444258,,,,,,,,,,,39072.87,576094.6,296982.38,319889.8,290429.22,187134.27,
419,355.1578825917199,7.840206,,,,,,,,,,,20382.68,579718.25,84741.88,201580.0,208802.19,105062.82,
157,370.9898032048516,2.7727287,,,,,,,,,,,438754.0,730977.1,427546.44,395720.44,380101.4,392056.53,
149,373.0055108331923,2.7004979,,,,,,,,,,,2022685.8,1937484.5,1870944.9,1990910.0,2045244.1,1873511.6,
92,377.0853578674733,0.6309139,,,,32,,,,,,,806242.4,1649218.9,1729380.1,581305.06,1171101.0,528574.06,
18,377.08540196158896,0.36352158,,,,31,,,,,,,2320775.0,4417247.5,4029518.2,3015403.2,3039779.0,4285864.5,
